符合條件商品
資料日期：2022年  2月 17日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/17),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:54 符合檔數(55)
1	,2356.TW,英業達,26,0.19,6530,25.85,6.82,20,投連買
2	,2382.TW,廣達,71.2,-0.97,4354,93.2,-17.14,20,投連買
3	,2883.TW,開發金,12.7,-0.78,8936,19.35,-29.41,20,投連買
4	,3231.TW,緯創,29.9,-0.83,12268,30.6,6.63,20,投連買
5	,3661.TW,世芯-KY,803,-1.35,2950,1155,-29.6,20,投連買
6	,6147.TW,頎邦,58.6,0.51,604,68.8,-5.35,20,投連買
7	,3592.TW,瑞鼎,307.5,0,497,630,-43.72,18,投連買
8	,3702.TW,大聯大,47.8,-0.52,2583,55.9,-8.41,16,投連買
9	,4904.TW,遠傳,65.7,-0.3,2525,68.4,-0.03,16,投連買
10	,5269.TW,祥碩,717,0.14,564,1795,-58.94,16,投連買
11	,6239.TW,力成,81.3,0.62,1926,97.4,-9.74,16,投連買
12	,1303.TW,南亞,70.3,-1.54,4616,88.7,-12.62,15,投連買
13	,1402.TW,遠東新,31.55,-4.39,10632,29.8,11.13,15,投連買
14	,2324.TW,仁寶,22.95,0.44,9576,25.5,-2.3,15,投連買
15	,2347.TW,聯強,61,-0.81,2957,69.6,-5.63,15,投連買
16	,2353.TW,宏碁,23.15,0.22,5082,29.9,-14.92,15,投連買
17	,2357.TW,華碩,271,-1.63,1392,371.5,-15.99,15,投連買
18	,2890.TW,永豐金,16.7,-4.84,27291,17.4,1.52,15,投連買
19	,2912.TW,統一超,268,-1.47,996,262,5.63,15,投連買
20	,3045.TW,台灣大,94.8,0,2514,105,-5.97,15,投連買
21	,2344.TW,華邦電,20.1,-0.99,9528,35,-40.36,14,投連買
22	,2408.TW,南亞科,51.4,-0.58,5241,82.7,-33.54,14,投連買
23	,1216.TW,統一,65.9,0,2803,68.5,0.15,13,投連買
24	,2002.TW,中鋼,30.7,0.16,37216,35.55,-4.15,13,投連買
25	,2412.TW,中華電,112.5,-0.44,6521,121.5,-4.02,13,投連買
26	,2885.TW,元大金,21.8,-0.91,10786,25.4,-5.5,13,投連買
27	,2886.TW,兆豐金,30.55,-0.97,8425,38.4,-15.26,13,投連買
28	,2892.TW,第一金,26.3,-0.38,6392,26.6,4.74,13,投連買
29	,5880.TW,合庫金,25.95,-0.76,4866,27.45,0.89,13,投連買
30	,6732.TW,昇佳電子,220,-1.57,74,467,-49.14,13,投連買
31	,2337.TW,旺宏,35,0.57,15889,44.65,-16.49,11,投連買
32	,2377.TW,微星,119.5,1.7,2513,159.5,-18.35,11,投連買
33	,3017.TW,奇鋐,111,-1.77,2015,112.5,2.43,11,投連買
34	,8255.TW,朋程,177,5.04,12777,232,-21.46,11,投連買
35	,1101.TW,台泥,34.05,-1.16,23484,47.45,-19.12,10,投連買
36	,2368.TW,金像電,88.4,-1.12,3685,81.7,1.34,10,投連買
37	,2301.TW,光寶科,64,-0.47,4678,68.6,-1.13,9,投連買
38	,2354.TW,鴻準,51.4,-1.15,1092,63.1,-15.49,9,投連買
39	,2481.TW,強茂,60.4,-0.33,2094,107,-40.41,9,投連買
40	,2603.TW,長榮,167.5,-2.33,36972,133.5,-35,9,投連買
41	,6531.TW,愛普*,170,0,2500,390,-55.27,9,投連買
42	,8046.TW,南電,242,-0.41,10124,525,-52.26,9,投連買
43	,2618.TW,長榮航,28.1,-2.09,27994,34.8,-17.67,8,投連買
44	,2383.TW,台光電,176.5,-0.84,2034,280,-33.1,7,投連買
45	,3037.TW,欣興,125,2.46,35224,234.5,-45.49,7,投連買
46	,3532.TW,台勝科,142,-2.07,1152,284,-49.26,7,投連買
47	,8299.TW,群聯,305,-0.81,792,519,-36.54,7,投連買
48	,2330.TW,台積電,455,-2.78,26724,645,-27.9,6,投連買
49	,2313.TW,華通,45.95,-1.08,9582,47.9,-0.43,5,投連買
50	,2317.TW,鴻海,101,0,15490,106,0.2,5,投連買
51	,2615.TW,萬海,86.2,-1.15,55180,183,-41.11,5,投連買
52	,2887.TW,台新金,15.2,0,6593,20.2,-18.19,5,投連買
53	,3596.TW,智易,98.3,-0.2,490,125,-16.15,5,投連買
54	,5347.TW,世界,81.5,-1.69,3288,129,-32.69,5,投連買
55	,6187.TW,萬潤,65,0.93,810,132.5,-47.96,5,投連買
