符合條件商品
資料日期：2022年  6月 23日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/23),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:34 符合檔數(49)
1	,2317.TW,鴻海,101,0,15490,108,-1.66,20,投連買
2	,5876.TW,上海商銀,44.25,-0.45,2405,54,-15.07,20,投連買
3	,9910.TW,豐泰,207.5,-1.19,2962,199.5,6.49,13,投連買
4	,2324.TW,仁寶,22.95,0.44,9576,22.85,0.44,12,投連買
5	,2885.TW,元大金,21.8,-0.91,10786,23.1,3.91,12,投連買
6	,2382.TW,廣達,71.2,-0.97,4354,80,-3.47,11,投連買
7	,2881.TW,富邦金,56.7,-0.18,6587,61.1,3.56,11,投連買
8	,9933.TW,中鼎,41.85,0.6,916,47.05,-6.33,11,投連買
9	,1301.TW,台塑,86.8,-0.46,6046,108,-12.99,9,投連買
10	,1303.TW,南亞,70.3,-1.54,4616,83.3,-6.95,9,投連買
11	,1326.TW,台化,69.4,-0.72,1689,80.6,-8.5,9,投連買
12	,1402.TW,遠東新,31.55,-4.39,10632,31.15,6.3,9,投連買
13	,2204.TW,中華,50.1,0.91,1497,63.8,-13.43,9,投連買
14	,2308.TW,台達電,281,-1.92,5149,234,22.95,9,投連買
15	,2357.TW,華碩,271,-1.63,1392,325,-3.97,9,投連買
16	,2377.TW,微星,119.5,1.7,2513,125,4.18,9,投連買
17	,2474.TW,可成,169,-1.74,2651,165.5,8.22,9,投連買
18	,2891.TW,中信金,21.9,-1.13,23817,26.05,-11.19,9,投連買
19	,4551.TW,智伸科,146,-0.68,691,160,-5.88,9,投連買
20	,6239.TW,力成,81.3,0.62,1926,94.5,-6.97,9,投連買
21	,9914.TW,美利達,171,-2.29,298,263.5,-32.8,9,投連買
22	,1232.TW,大統益,141.5,-0.35,131,163.5,-10.16,8,投連買
23	,2206.TW,三陽工業,33.7,0.45,1845,34.1,2.46,8,投連買
24	,3596.TW,智易,98.3,-0.2,490,122,-14.09,8,投連買
25	,5306.TW,桂盟,140,0.72,338,173,-15.54,8,投連買
26	,9939.TW,宏全,86.9,2.12,1021,77.3,19.37,8,投連買
27	,2006.TW,東和鋼鐵,53.2,0.95,1881,53.5,-0.56,7,投連買
28	,2049.TW,上銀,180,-0.83,411,241,-23.82,7,投連買
29	,2303.TW,聯電,41.95,-2.1,34060,42,-0.12,7,投連買
30	,2609.TW,陽明,67.3,-1.03,57425,96.2,-12.18,7,投連買
31	,3034.TW,聯詠,301.5,-0.17,3163,326,11.61,7,投連買
32	,3036.TW,文曄,62.7,-0.95,1327,71,-11.69,7,投連買
33	,6491.TW,晶碩,404.5,-1.94,432,434,-6.8,7,投連買
34	,2201.TW,裕隆,59.1,-1.01,17319,50.5,21.5,6,投連買
35	,2408.TW,南亞科,51.4,-0.58,5241,58.3,-5.72,6,投連買
36	,2412.TW,中華電,112.5,-0.44,6521,127,-8.18,6,投連買
37	,2451.TW,創見,66.8,0.45,561,70.4,4,6,投連買
38	,2883.TW,開發金,12.7,-0.78,8936,15.1,-9.54,6,投連買
39	,4904.TW,遠傳,65.7,-0.3,2525,83.3,-17.92,6,投連買
40	,6279.TW,胡連,149.5,-1.64,1303,131.5,17.31,6,投連買
41	,6412.TW,群電,74.5,2.48,374,72.3,3.04,6,投連買
42	,9940.TW,信義,27.2,-0.18,182,31.65,-14.06,6,投連買
43	,1476.TW,儒鴻,492.5,1.23,1098,476.5,6.47,5,投連買
44	,1513.TW,中興電,66,0.15,12515,48.95,42.09,5,投連買
45	,2015.TW,豐興,65.9,1.85,274,72,-8.47,5,投連買
46	,2351.TW,順德,99.5,1.22,927,134.5,-24.09,5,投連買
47	,3045.TW,台灣大,94.8,0,2514,109,-9.42,5,投連買
48	,6202.TW,盛群,67.6,0,761,91.1,-17.64,5,投連買
49	,6770.TW,力積電,33.3,-0.3,10173,43.5,-21.83,5,投連買
