符合條件商品
資料日期：2022年 12月 20日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/20),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:03 符合檔數(30)
1	,2891.TW,中信金,21.9,-1.13,23817,21.9,0,20,投連買
2	,2327.TW,國巨,460,-1.39,1468,455.5,0.99,16,投連買
3	,2231.TW,為升,142,-2.07,335,144.5,-1.73,9,投連買
4	,6146.TW,耕興,231,2.21,247,220.5,4.76,8,投連買
5	,1605.TW,華新,46.75,-1.68,42087,46.1,1.41,6,投連買
6	,2027.TW,大成鋼,43.15,-1.93,15303,41.5,3.98,6,投連買
7	,2597.TW,潤弘,121.5,0,132,120.5,0.83,6,投連買
8	,2637.TW,慧洋-KY,64.8,-3.28,13996,62.8,3.18,6,投連買
9	,2903.TW,遠百,21.6,0.47,1990,21.2,1.89,6,投連買
10	,6271.TW,同欣電,201,-4.29,2372,201,0,6,投連買
11	,1216.TW,統一,65.9,0,2803,65.6,0.46,5,投連買
12	,1305.TW,華夏,26.5,1.15,17566,23.45,13.01,5,投連買
13	,1477.TW,聚陽,238.5,0,510,231,3.25,5,投連買
14	,2337.TW,旺宏,35,0.57,15889,34.75,0.72,5,投連買
15	,2345.TW,智邦,237.5,-6.5,4085,245.5,-3.26,5,投連買
16	,2379.TW,瑞昱,289,-0.52,1352,286.5,0.87,5,投連買
17	,2395.TW,研華,333,-1.48,273,325,2.46,5,投連買
18	,2404.TW,漢唐,182,-2.41,755,184,-1.09,5,投連買
19	,2884.TW,玉山金,24.1,-1.03,10272,24,0.42,5,投連買
20	,3035.TW,智原,159,0.63,7973,156,1.92,5,投連買
21	,3042.TW,晶技,83,0.73,539,83,0,5,投連買
22	,3218.TW,大學光,290,0.17,438,275,5.45,5,投連買
23	,3592.TW,瑞鼎,307.5,0,497,295.5,4.06,5,投連買
24	,3653.TW,健策,369.5,-0.81,1389,380,-2.76,5,投連買
25	,4966.TW,譜瑞-KY,825,0.86,553,815,1.23,5,投連買
26	,5871.TW,中租-KY,216.5,0.46,2711,213.5,1.41,5,投連買
27	,6245.TW,立端,91.8,-7.09,8513,98.9,-7.18,5,投連買
28	,6456.TW,GIS-KY,93.3,0.76,943,93.3,0,5,投連買
29	,6741.TW,91APP*-KY,114.5,-4.98,4956,101,13.37,5,投連買
30	,6781.TW,AES-KY,680,1.34,965,687,-1.02,5,投連買
