符合條件商品
資料日期：2022年  1月 12日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/12),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:17 符合檔數(41)
1	,2347.TW,聯強,61,-0.81,2957,67.6,-2.84,20,投連買
2	,2108.TW,南帝,38.2,-0.26,608,84,-49.68,13,投連買
3	,2458.TW,義隆,86.1,-1.71,718,161,-39.57,13,投連買
4	,2542.TW,興富發,40.35,-3.93,8630,46.25,4.75,13,投連買
5	,6176.TW,瑞儀,106,0.47,1064,101,14.32,13,投連買
6	,1440.TW,南紡,17.3,-1.42,812,24.5,-26.07,11,投連買
7	,2353.TW,宏碁,23.15,0.22,5082,30.15,-15.6,11,投連買
8	,2382.TW,廣達,71.2,-0.97,4354,91.9,-15.97,11,投連買
9	,2637.TW,慧洋-KY,64.8,-3.28,13996,78,-12.3,11,投連買
10	,6116.TW,彩晶,11.1,0.91,3518,16.75,-28.25,11,投連買
11	,8415.TW,大國鋼,38.35,-0.78,181,37.8,6.79,11,投連買
12	,2233.TW,宇隆,99.5,0.3,88,105.5,-1.08,9,投連買
13	,6196.TW,帆宣,117,-0.43,361,178.5,-31.61,9,投連買
14	,2324.TW,仁寶,22.95,0.44,9576,24.9,0.04,8,投連買
15	,2330.TW,台積電,455,-2.78,26724,660,-29.54,8,投連買
16	,2357.TW,華碩,271,-1.63,1392,378,-17.44,8,投連買
17	,3665.TW,貿聯-KY,251,-2.33,1391,263,-1.59,8,投連買
18	,2356.TW,英業達,26,0.19,6530,25.2,9.57,7,投連買
19	,2801.TW,彰銀,17.25,-0.29,2566,18,-0.46,7,投連買
20	,2880.TW,華南金,22.5,-1.1,4175,22.35,7.55,7,投連買
21	,2883.TW,開發金,12.7,-0.78,8936,18.45,-25.99,7,投連買
22	,2884.TW,玉山金,24.1,-1.03,10272,29.4,-10.48,7,投連買
23	,2886.TW,兆豐金,30.55,-0.97,8425,37,-12.06,7,投連買
24	,2887.TW,台新金,15.2,0,6593,19.5,-15.23,7,投連買
25	,2891.TW,中信金,21.9,-1.13,23817,27.4,-15.57,7,投連買
26	,3231.TW,緯創,29.9,-0.83,12268,29.75,9.68,7,投連買
27	,4938.TW,和碩,64.2,0.31,3317,69.3,0.14,7,投連買
28	,5880.TW,合庫金,25.95,-0.76,4866,27.15,2.04,7,投連買
29	,1216.TW,統一,65.9,0,2803,69.3,-1.01,6,投連買
30	,2002.TW,中鋼,30.7,0.16,37216,34.85,-2.23,6,投連買
31	,2412.TW,中華電,112.5,-0.44,6521,117,-0.33,6,投連買
32	,3661.TW,世芯-KY,803,-1.35,2950,925,-12.09,6,投連買
33	,3714.TW,富采,46.6,-0.96,1148,92.7,-47.89,6,投連買
34	,6548.TW,長科*,29.95,0,316,95.9,-18.59,6,投連買
35	,8150.TW,南茂,32.9,1.23,1428,49.7,-26.77,6,投連買
36	,1229.TW,聯華,49.25,0.2,537,61.5,-13.55,5,投連買
37	,1303.TW,南亞,70.3,-1.54,4616,88.4,-12.31,5,投連買
38	,2360.TW,致茂,179,0.56,783,221.5,-15.53,5,投連買
39	,2409.TW,友達,15.4,0.65,36394,22.65,-32.57,5,投連買
40	,3324.TW,雙鴻,151,-0.66,649,220.5,-28.99,5,投連買
41	,3706.TW,神達,29.7,-0.17,1384,33.4,-5.11,5,投連買
