符合條件商品
資料日期：2022年 12月 21日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/21),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:03 符合檔數(37)
1	,2891.TW,中信金,21.9,-1.13,23817,21.7,0.92,20,投連買
2	,2327.TW,國巨,460,-1.39,1468,454.5,1.21,17,投連買
3	,2231.TW,為升,142,-2.07,335,144,-1.39,10,投連買
4	,6146.TW,耕興,231,2.21,247,231.5,-0.22,9,投連買
5	,1605.TW,華新,46.75,-1.68,42087,47.75,-2.09,7,投連買
6	,2027.TW,大成鋼,43.15,-1.93,15303,43,0.35,7,投連買
7	,2597.TW,潤弘,121.5,0,132,121,0.41,7,投連買
8	,2637.TW,慧洋-KY,64.8,-3.28,13996,64.8,0,7,投連買
9	,2903.TW,遠百,21.6,0.47,1990,21.5,0.47,7,投連買
10	,6271.TW,同欣電,201,-4.29,2372,195,3.08,7,投連買
11	,1216.TW,統一,65.9,0,2803,65.4,0.76,6,投連買
12	,1305.TW,華夏,26.5,1.15,17566,24.05,10.19,6,投連買
13	,1477.TW,聚陽,238.5,0,510,240,-0.63,6,投連買
14	,2337.TW,旺宏,35,0.57,15889,34.85,0.43,6,投連買
15	,2345.TW,智邦,237.5,-6.5,4085,253,-6.13,6,投連買
16	,2379.TW,瑞昱,289,-0.52,1352,285.5,1.23,6,投連買
17	,2395.TW,研華,333,-1.48,273,332.5,0.15,6,投連買
18	,2404.TW,漢唐,182,-2.41,755,185,-1.62,6,投連買
19	,2884.TW,玉山金,24.1,-1.03,10272,24.1,0,6,投連買
20	,3042.TW,晶技,83,0.73,539,81.8,1.47,6,投連買
21	,3218.TW,大學光,290,0.17,438,283,2.47,6,投連買
22	,3592.TW,瑞鼎,307.5,0,497,297,3.54,6,投連買
23	,3653.TW,健策,369.5,-0.81,1389,376.5,-1.86,6,投連買
24	,4966.TW,譜瑞-KY,825,0.86,553,818,0.86,6,投連買
25	,5871.TW,中租-KY,216.5,0.46,2711,219.5,-1.37,6,投連買
26	,6245.TW,立端,91.8,-7.09,8513,102.5,-10.44,6,投連買
27	,6456.TW,GIS-KY,93.3,0.76,943,93.4,-0.11,6,投連買
28	,6741.TW,91APP*-KY,114.5,-4.98,4956,111,3.15,6,投連買
29	,2031.TW,新光鋼,44,-0.56,5573,41.55,5.9,5,投連買
30	,2603.TW,長榮,167.5,-2.33,36972,164,2.13,5,投連買
31	,2606.TW,裕民,50.1,-3.47,10468,49.45,1.31,5,投連買
32	,2615.TW,萬海,86.2,-1.15,55180,79.8,8.02,5,投連買
33	,2809.TW,京城銀,33.9,-3.42,3989,34.15,-0.73,5,投連買
34	,2892.TW,第一金,26.3,-0.38,6392,26.3,0,5,投連買
35	,3008.TW,大立光,2140,0,324,2185,-2.06,5,投連買
36	,3293.TW,鈊象,425.5,-0.23,3602,424,0.35,5,投連買
37	,4915.TW,致伸,55.1,-0.9,3460,55.9,-1.43,5,投連買
