符合條件商品
資料日期：2021年 12月 14日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/14),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:21 符合檔數(11)
1	,6669.TW,緯穎,819,-1.33,686,1070,-21.01,20,投連買
2	,3034.TW,聯詠,301.5,-0.17,3163,502,-27.52,11,投連買
3	,4961.TW,天鈺,117,0.86,1402,259,-48.06,10,投連買
4	,1476.TW,儒鴻,492.5,1.23,1098,615,-17.5,8,投連買
5	,2615.TW,萬海,86.2,-1.15,55180,189.5,-43.13,8,投連買
6	,2891.TW,中信金,21.9,-1.13,23817,25.55,-9.47,8,投連買
7	,3037.TW,欣興,125,2.46,35224,216,-40.82,8,投連買
8	,2395.TW,研華,333,-1.48,273,382,-10.66,7,投連買
9	,2409.TW,友達,15.4,0.65,36394,21.55,-29.13,7,投連買
10	,2376.TW,技嘉,106.5,1.43,5227,151.5,-19.2,5,投連買
11	,8069.TW,元太,167,-1.47,11565,135,25.85,5,投連買
