符合條件商品
資料日期：2022年 11月 15日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/15),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:08 符合檔數(18)
1	,2303.TW,聯電,41.95,-2.1,34060,46.6,-9.98,12,投連買
2	,2327.TW,國巨,460,-1.39,1468,455,1.1,12,投連買
3	,2454.TW,聯發科,660,-0.15,2431,722,-8.59,12,投連買
4	,4770.TW,上品,300.5,-4.6,1157,326,-7.82,12,投連買
5	,2379.TW,瑞昱,289,-0.52,1352,315,-8.25,11,投連買
6	,6274.TW,台燿,52.5,1.16,910,53.1,-1.13,10,投連買
7	,3008.TW,大立光,2140,0,324,2125,0.71,8,投連買
8	,3037.TW,欣興,125,2.46,35224,161,-22.36,8,投連買
9	,2330.TW,台積電,455,-2.78,26724,480,-4.66,7,投連買
10	,3035.TW,智原,159,0.63,7973,167,-4.79,7,投連買
11	,5269.TW,祥碩,717,0.14,564,732,-2.05,7,投連買
12	,6488.TW,環球晶,435.5,-2.57,2065,499,-12.73,7,投連買
13	,1909.TW,榮成,15.55,-0.32,1849,16.6,-6.33,6,投連買
14	,4966.TW,譜瑞-KY,825,0.86,553,785,5.1,6,投連買
15	,6781.TW,AES-KY,680,1.34,965,684,-0.58,6,投連買
16	,8046.TW,南電,242,-0.41,10124,270.5,-10.54,6,投連買
17	,1605.TW,華新,46.75,-1.68,42087,48.35,-3.31,5,投連買
18	,5347.TW,世界,81.5,-1.69,3288,85.5,-4.68,5,投連買
