符合條件商品
資料日期：2022年  3月 16日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/16),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:50 符合檔數(60)
1	,1303.TW,南亞,70.3,-1.54,4616,91.5,-15.29,20,投連買
2	,2308.TW,台達電,281,-1.92,5149,249,15.54,20,投連買
3	,2344.TW,華邦電,20.1,-0.99,9528,32.65,-36.05,20,投連買
4	,2880.TW,華南金,22.5,-1.1,4175,22.9,4.94,20,投連買
5	,2884.TW,玉山金,24.1,-1.03,10272,30.5,-13.68,20,投連買
6	,2801.TW,彰銀,17.25,-0.29,2566,17.95,-0.17,18,投連買
7	,5876.TW,上海商銀,44.25,-0.45,2405,46.8,-1.99,17,投連買
8	,2330.TW,台積電,455,-2.78,26724,558,-17.07,16,投連買
9	,3711.TW,日月光投控,93.8,-3.6,11870,99.8,1.81,16,投連買
10	,6147.TW,頎邦,58.6,0.51,604,69.1,-5.76,16,投連買
11	,6239.TW,力成,81.3,0.62,1926,94.8,-7.27,16,投連買
12	,1301.TW,台塑,86.8,-0.46,6046,106,-11.35,14,投連買
13	,3006.TW,晶豪科,66.2,0,3117,158.5,-54.1,14,投連買
14	,3034.TW,聯詠,301.5,-0.17,3163,452.5,-19.59,14,投連買
15	,3264.TW,欣銓,49.85,-0.89,1243,48.4,9.13,13,投連買
16	,3532.TW,台勝科,142,-2.07,1152,288.5,-50.05,13,投連買
17	,2014.TW,中鴻,27.6,1.1,53751,43.75,-30.09,12,投連買
18	,1560.TW,中砂,109.5,-1.35,2814,117.5,-4.73,11,投連買
19	,2395.TW,研華,333,-1.48,273,366,-6.75,11,投連買
20	,2207.TW,和泰車,592,-0.67,113,567,7.9,10,投連買
21	,1326.TW,台化,69.4,-0.72,1689,79.6,-7.36,9,投連買
22	,1402.TW,遠東新,31.55,-4.39,10632,30.45,8.76,9,投連買
23	,1504.TW,東元,27.25,-0.37,1749,29.55,-3.4,9,投連買
24	,2301.TW,光寶科,64,-0.47,4678,70.1,-3.25,9,投連買
25	,2317.TW,鴻海,101,0,15490,101.5,4.64,9,投連買
26	,2352.TW,佳世達,27.5,1.66,4573,31.7,-5.53,9,投連買
27	,2412.TW,中華電,112.5,-0.44,6521,126,-7.45,9,投連買
28	,2492.TW,華新科,78.7,-1.38,848,136,-39.21,9,投連買
29	,2887.TW,台新金,15.2,0,6593,19.2,-13.93,9,投連買
30	,2891.TW,中信金,21.9,-1.13,23817,26.95,-14.15,9,投連買
31	,3014.TW,聯陽,71.5,-0.83,189,109,-25.42,9,投連買
32	,3081.TW,聯亞,110.5,-0.9,1673,179,-36.55,9,投連買
33	,3227.TW,原相,94.6,-1.36,219,133.5,-21.68,9,投連買
34	,3231.TW,緯創,29.9,-0.83,12268,29.5,10.62,9,投連買
35	,3374.TW,精材,99.5,-1.49,1508,119.5,-14.98,9,投連買
36	,3702.TW,大聯大,47.8,-0.52,2583,56.9,-10.03,9,投連買
37	,4904.TW,遠傳,65.7,-0.3,2525,75,-8.83,9,投連買
38	,4958.TW,臻鼎-KY,108,-1.37,2633,96,17.8,9,投連買
39	,4968.TW,立積,113.5,2.25,1398,175,-33.51,9,投連買
40	,5880.TW,合庫金,25.95,-0.76,4866,27.3,1.49,9,投連買
41	,6202.TW,盛群,67.6,0,761,113.5,-33.89,9,投連買
42	,2357.TW,華碩,271,-1.63,1392,379,-17.65,8,投連買
43	,2360.TW,致茂,179,0.56,783,170.5,9.74,8,投連買
44	,2382.TW,廣達,71.2,-0.97,4354,92,-16.06,8,投連買
45	,3481.TW,群創,11.1,0,42046,17.1,-29.3,8,投連買
46	,3707.TW,漢磊,86.9,0,3034,115.5,-24.46,8,投連買
47	,5274.TW,信驊,1830,0.83,312,2715,-24.74,8,投連買
48	,8155.TW,博智,108,-1.37,385,193,-41.22,8,投連買
49	,2449.TW,京元電子,36.4,-1.75,4505,42.25,-6.98,7,投連買
50	,1722.TW,台肥,53.1,-0.56,1033,72.5,-23.51,6,投連買
51	,2313.TW,華通,45.95,-1.08,9582,43.5,9.64,6,投連買
52	,2609.TW,陽明,67.3,-1.03,57425,127,-33.47,6,投連買
53	,3443.TW,創意,726,-0.55,5389,431.5,70.36,6,投連買
54	,9939.TW,宏全,86.9,2.12,1021,75.3,22.53,6,投連買
55	,2002.TW,中鋼,30.7,0.16,37216,38.55,-11.6,5,投連買
56	,2379.TW,瑞昱,289,-0.52,1352,445,-29.3,5,投連買
57	,2455.TW,全新,67,0,1464,114.5,-38.47,5,投連買
58	,2606.TW,裕民,50.1,-3.47,10468,61.6,-12.78,5,投連買
59	,2618.TW,長榮航,28.1,-2.09,27994,31,-7.57,5,投連買
60	,6515.TW,穎崴,404,-1.46,559,395,5.47,5,投連買
