符合條件商品
資料日期：2022年  3月 22日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/22),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:49 符合檔數(49)
1	,2884.TW,玉山金,24.1,-1.03,10272,31.4,-16.17,20,投連買
2	,5876.TW,上海商銀,44.25,-0.45,2405,49.05,-6.49,20,投連買
3	,3006.TW,晶豪科,66.2,0,3117,178,-59.13,18,投連買
4	,2014.TW,中鴻,27.6,1.1,53751,47.4,-35.48,16,投連買
5	,1560.TW,中砂,109.5,-1.35,2814,124.5,-10.09,15,投連買
6	,1402.TW,遠東新,31.55,-4.39,10632,30.8,7.53,13,投連買
7	,1504.TW,東元,27.25,-0.37,1749,30,-4.85,13,投連買
8	,2352.TW,佳世達,27.5,1.66,4573,32.35,-7.44,13,投連買
9	,2412.TW,中華電,112.5,-0.44,6521,126.5,-7.81,13,投連買
10	,2891.TW,中信金,21.9,-1.13,23817,28.55,-18.98,13,投連買
11	,3231.TW,緯創,29.9,-0.83,12268,30,8.77,13,投連買
12	,3702.TW,大聯大,47.8,-0.52,2583,58.2,-12.04,13,投連買
13	,4904.TW,遠傳,65.7,-0.3,2525,72.8,-6.08,13,投連買
14	,4958.TW,臻鼎-KY,108,-1.37,2633,109,3.76,13,投連買
15	,2382.TW,廣達,71.2,-0.97,4354,91.4,-15.51,12,投連買
16	,3481.TW,群創,11.1,0,42046,17.2,-29.7,12,投連買
17	,3707.TW,漢磊,86.9,0,3034,132,-33.91,12,投連買
18	,2449.TW,京元電子,36.4,-1.75,4505,43,-8.59,11,投連買
19	,2313.TW,華通,45.95,-1.08,9582,48.35,-1.35,10,投連買
20	,2002.TW,中鋼,30.7,0.16,37216,39.8,-14.39,9,投連買
21	,2606.TW,裕民,50.1,-3.47,10468,61.6,-12.78,9,投連買
22	,1216.TW,統一,65.9,0,2803,65.5,4.74,8,投連買
23	,2006.TW,東和鋼鐵,53.2,0.95,1881,81.8,-29.39,8,投連買
24	,2324.TW,仁寶,22.95,0.44,9576,27,-7.72,8,投連買
25	,2356.TW,英業達,26,0.19,6530,25,10.45,8,投連買
26	,2409.TW,友達,15.4,0.65,36394,21.15,-27.77,8,投連買
27	,2885.TW,元大金,21.8,-0.91,10786,26,-7.71,8,投連買
28	,1101.TW,台泥,34.05,-1.16,23484,49.7,-22.79,7,投連買
29	,2347.TW,聯強,61,-0.81,2957,74.5,-11.84,7,投連買
30	,2441.TW,超豐,48.2,-2.33,4006,75.2,-30.59,7,投連買
31	,2883.TW,開發金,12.7,-0.78,8936,18.75,-27.14,7,投連買
32	,2886.TW,兆豐金,30.55,-0.97,8425,41.15,-20.94,7,投連買
33	,6732.TW,昇佳電子,220,-1.57,74,429,-44.64,7,投連買
34	,8255.TW,朋程,177,5.04,12777,241,-24.39,7,投連買
35	,1434.TW,福懋,26.3,-0.19,479,28.5,-4.08,6,投連買
36	,1605.TW,華新,46.75,-1.68,42087,29.55,64.67,6,投連買
37	,1717.TW,長興,31.5,-1.25,930,36.75,-13.29,6,投連買
38	,1802.TW,台玻,21.2,0.24,12096,25.45,-8.82,6,投連買
39	,2834.TW,臺企銀,12.9,-0.39,8238,12.2,10.54,6,投連買
40	,9904.TW,寶成,34.05,0.44,6898,31.5,14.07,6,投連買
41	,1102.TW,亞泥,41.55,0.24,6062,48.3,-6.86,5,投連買
42	,2337.TW,旺宏,35,0.57,15889,42.25,-11.73,5,投連買
43	,2368.TW,金像電,88.4,-1.12,3685,83.2,-0.5,5,投連買
44	,2377.TW,微星,119.5,1.7,2513,138.5,-5.97,5,投連買
45	,3653.TW,健策,369.5,-0.81,1389,377.5,9.91,5,投連買
46	,4919.TW,新唐,117,-2.09,4502,160,-23.68,5,投連買
47	,5871.TW,中租-KY,216.5,0.46,2711,251,-6.95,5,投連買
48	,6488.TW,環球晶,435.5,-2.57,2065,674,-34.18,5,投連買
49	,9933.TW,中鼎,41.85,0.6,916,44.9,-1.85,5,投連買
