符合條件商品
資料日期：2022年  8月 25日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/25),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:21 符合檔數(72)
1	,1101.TW,台泥,34.05,-1.16,23484,39.55,-13.91,20,投連買
2	,1303.TW,南亞,70.3,-1.54,4616,70.8,-0.71,20,投連買
3	,2377.TW,微星,119.5,1.7,2513,114.5,4.37,20,投連買
4	,2408.TW,南亞科,51.4,-0.58,5241,53.6,-4.1,20,投連買
5	,2474.TW,可成,169,-1.74,2651,180.5,-0.77,20,投連買
6	,2887.TW,台新金,15.2,0,6593,15.7,-3.18,20,投連買
7	,2892.TW,第一金,26.3,-0.38,6392,26.55,-0.94,20,投連買
8	,3702.TW,大聯大,47.8,-0.52,2583,50.4,-5.16,20,投連買
9	,5880.TW,合庫金,25.95,-0.76,4866,27.3,-4.95,20,投連買
10	,2891.TW,中信金,21.9,-1.13,23817,23.75,-7.79,19,投連買
11	,5876.TW,上海商銀,44.25,-0.45,2405,50.6,-12.55,17,投連買
12	,1402.TW,遠東新,31.55,-4.39,10632,31.65,-0.32,16,投連買
13	,1326.TW,台化,69.4,-0.72,1689,70.2,-1.14,15,投連買
14	,2383.TW,台光電,176.5,-0.84,2034,164.5,7.29,11,投連買
15	,3035.TW,智原,159,0.63,7973,195,-18.46,11,投連買
16	,3661.TW,世芯-KY,803,-1.35,2950,841,-3.31,11,投連買
17	,6269.TW,台郡,99.2,-0.8,645,92.7,7.01,11,投連買
18	,6669.TW,緯穎,819,-1.33,686,788,3.93,11,投連買
19	,1605.TW,華新,46.75,-1.68,42087,39.25,19.11,10,投連買
20	,2002.TW,中鋼,30.7,0.16,37216,29.15,5.32,10,投連買
21	,2347.TW,聯強,61,-0.81,2957,55.6,9.71,10,投連買
22	,2353.TW,宏碁,23.15,0.22,5082,22.2,4.28,10,投連買
23	,2883.TW,開發金,12.7,-0.78,8936,13.65,-6.96,10,投連買
24	,2885.TW,元大金,21.8,-0.91,10786,20.35,7.13,10,投連買
25	,2890.TW,永豐金,16.7,-4.84,27291,17.4,-4.02,10,投連買
26	,2014.TW,中鴻,27.6,1.1,53751,26.9,2.6,9,投連買
27	,2207.TW,和泰車,592,-0.67,113,606,-2.31,9,投連買
28	,2327.TW,國巨,460,-1.39,1468,326,13.18,9,投連買
29	,2344.TW,華邦電,20.1,-0.99,9528,22.35,-10.07,9,投連買
30	,5483.TW,中美晶,143.5,-1.37,3418,167,-14.07,9,投連買
31	,6505.TW,台塑化,80.1,-1.11,1418,86.4,-7.29,9,投連買
32	,1102.TW,亞泥,41.55,0.24,6062,42.65,-2.58,8,投連買
33	,1304.TW,台聚,22.1,1.61,6105,24.15,-8.49,8,投連買
34	,1717.TW,長興,31.5,-1.25,930,33.1,-8.08,8,投連買
35	,2027.TW,大成鋼,43.15,-1.93,15303,40.35,6.94,8,投連買
36	,2352.TW,佳世達,27.5,1.66,4573,29.25,-5.98,8,投連買
37	,2376.TW,技嘉,106.5,1.43,5227,85.7,24.27,8,投連買
38	,2449.TW,京元電子,36.4,-1.75,4505,37.6,-3.19,8,投連買
39	,2492.TW,華新科,78.7,-1.38,848,94,-16.28,8,投連買
40	,2542.TW,興富發,40.35,-3.93,8630,48.1,0.72,8,投連買
41	,2615.TW,萬海,86.2,-1.15,55180,92.8,-7.11,8,投連買
42	,2882.TW,國泰金,41.15,1.86,33982,46.55,-11.6,8,投連買
43	,2915.TW,潤泰全,66.7,0.15,4192,65,2.62,8,投連買
44	,6121.TW,新普,288.5,-0.35,276,287,5.26,8,投連買
45	,6147.TW,頎邦,58.6,0.51,604,57.2,2.45,8,投連買
46	,6239.TW,力成,81.3,0.62,1926,86.8,-6.34,8,投連買
47	,6712.TW,長聖,205.5,0.49,967,215.5,-4.64,8,投連買
48	,2382.TW,廣達,71.2,-0.97,4354,79,-9.87,7,投連買
49	,2609.TW,陽明,67.3,-1.03,57425,83.4,-19.3,7,投連買
50	,1513.TW,中興電,66,0.15,12515,65,1.54,6,投連買
51	,2801.TW,彰銀,17.25,-0.29,2566,17.6,-1.99,6,投連買
52	,2880.TW,華南金,22.5,-1.1,4175,23.15,-2.81,6,投連買
53	,2886.TW,兆豐金,30.55,-0.97,8425,35.55,-14.06,6,投連買
54	,3034.TW,聯詠,301.5,-0.17,3163,269.5,11.87,6,投連買
55	,3481.TW,群創,11.1,0,42046,11.9,-7.11,6,投連買
56	,3707.TW,漢磊,86.9,0,3034,117,-25.73,6,投連買
57	,6477.TW,安集,45.15,0.22,708,57.4,-21.34,6,投連買
58	,8069.TW,元太,167,-1.47,11565,244,-31.56,6,投連買
59	,9933.TW,中鼎,41.85,0.6,916,44.95,-6.9,6,投連買
60	,1319.TW,東陽,41.05,0.37,2564,52.1,-21.21,5,投連買
61	,2313.TW,華通,45.95,-1.08,9582,50.9,-9.72,5,投連買
62	,2324.TW,仁寶,22.95,0.44,9576,23.15,-0.86,5,投連買
63	,2356.TW,英業達,26,0.19,6530,23.8,9.24,5,投連買
64	,2357.TW,華碩,271,-1.63,1392,255.5,6.07,5,投連買
65	,2884.TW,玉山金,24.1,-1.03,10272,27.8,-13.31,5,投連買
66	,2888.TW,新光金,8.75,-0.57,13386,8.93,-2.02,5,投連買
67	,3036.TW,文曄,62.7,-0.95,1327,64.7,-3.09,5,投連買
68	,3044.TW,健鼎,96,1.59,1391,102,-5.88,5,投連買
