符合條件商品
資料日期：2022年 10月  4日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/04),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:14 符合檔數(90)
1	,1101.TW,台泥,34.05,-1.16,23484,33.85,0.59,20,投連買
2	,1605.TW,華新,46.75,-1.68,42087,39.75,17.61,20,投連買
3	,2301.TW,光寶科,64,-0.47,4678,65.4,-2.14,20,投連買
4	,2303.TW,聯電,41.95,-2.1,34060,37.7,11.27,20,投連買
5	,2609.TW,陽明,67.3,-1.03,57425,63.8,5.49,20,投連買
6	,2615.TW,萬海,86.2,-1.15,55180,71.6,20.39,20,投連買
7	,2887.TW,台新金,15.2,0,6593,13.55,12.18,20,投連買
8	,2892.TW,第一金,26.3,-0.38,6392,25.55,2.94,20,投連買
9	,3443.TW,創意,726,-0.55,5389,590,23.05,20,投連買
10	,3533.TW,嘉澤,829,0.36,375,793,4.54,20,投連買
11	,2345.TW,智邦,237.5,-6.5,4085,283,-16.08,19,投連買
12	,1102.TW,亞泥,41.55,0.24,6062,39.4,5.46,16,投連買
13	,1304.TW,台聚,22.1,1.61,6105,20.75,6.51,16,投連買
14	,1314.TW,中石化,9.86,-1,4928,9.71,1.54,16,投連買
15	,1402.TW,遠東新,31.55,-4.39,10632,32.15,-1.87,16,投連買
16	,1907.TW,永豐餘,24.45,-1.21,810,23.95,2.09,16,投連買
17	,2347.TW,聯強,61,-0.81,2957,54.3,12.34,16,投連買
18	,2357.TW,華碩,271,-1.63,1392,240,12.92,16,投連買
19	,3023.TW,信邦,275.5,-0.18,232,272.5,1.1,16,投連買
20	,3034.TW,聯詠,301.5,-0.17,3163,228,32.24,16,投連買
21	,4938.TW,和碩,64.2,0.31,3317,59.1,8.63,16,投連買
22	,6005.TW,群益證,11.1,0,1344,10.5,5.71,16,投連買
23	,8150.TW,南茂,32.9,1.23,1428,30.6,7.52,16,投連買
24	,9907.TW,統一實,17.05,-0.29,1397,17.95,-5.01,16,投連買
25	,2474.TW,可成,169,-1.74,2651,172,-1.74,15,投連買
26	,2886.TW,兆豐金,30.55,-0.97,8425,30.7,-0.49,14,投連買
27	,3045.TW,台灣大,94.8,0,2514,95,-0.21,14,投連買
28	,3711.TW,日月光投控,93.8,-3.6,11870,79.8,17.54,13,投連買
29	,6279.TW,胡連,149.5,-1.64,1303,173.5,-13.83,13,投連買
30	,1504.TW,東元,27.25,-0.37,1749,28.05,-2.85,12,投連買
31	,1536.TW,和大,70.4,-0.56,752,92.4,-23.81,12,投連買
32	,2308.TW,台達電,281,-1.92,5149,258.5,8.7,12,投連買
33	,2352.TW,佳世達,27.5,1.66,4573,27.4,0.36,12,投連買
34	,2353.TW,宏碁,23.15,0.22,5082,22.05,4.99,12,投連買
35	,2492.TW,華新科,78.7,-1.38,848,76.9,2.34,12,投連買
36	,2885.TW,元大金,21.8,-0.91,10786,19.35,12.66,12,投連買
37	,2888.TW,新光金,8.75,-0.57,13386,8.12,7.76,12,投連買
38	,6770.TW,力積電,33.3,-0.3,10173,29.85,11.56,12,投連買
39	,1216.TW,統一,65.9,0,2803,65.7,0.3,11,投連買
40	,6147.TW,頎邦,58.6,0.51,604,51.4,14.01,11,投連買
41	,1303.TW,南亞,70.3,-1.54,4616,67.8,3.69,10,投連買
42	,1326.TW,台化,69.4,-0.72,1689,68.8,0.87,10,投連買
43	,2317.TW,鴻海,101,0,15490,102.5,-1.46,10,投連買
44	,1590.TW,亞德客-KY,911,0,242,782,16.5,9,投連買
45	,1710.TW,東聯,18.5,1.09,1345,17.5,5.71,9,投連買
46	,2207.TW,和泰車,592,-0.67,113,571,3.68,9,投連買
47	,2356.TW,英業達,26,0.19,6530,23.05,12.8,9,投連買
48	,2376.TW,技嘉,106.5,1.43,5227,90.7,17.42,9,投連買
49	,2408.TW,南亞科,51.4,-0.58,5241,49.95,2.9,9,投連買
50	,2880.TW,華南金,22.5,-1.1,4175,22.25,1.12,9,投連買
51	,2890.TW,永豐金,16.7,-4.84,27291,16.95,-1.47,9,投連買
52	,2912.TW,統一超,268,-1.47,996,283.5,-5.47,9,投連買
53	,3706.TW,神達,29.7,-0.17,1384,27.3,8.79,9,投連買
54	,4966.TW,譜瑞-KY,825,0.86,553,669,23.32,9,投連買
55	,5880.TW,合庫金,25.95,-0.76,4866,25.85,0.39,9,投連買
56	,6239.TW,力成,81.3,0.62,1926,78.4,3.7,9,投連買
57	,2006.TW,東和鋼鐵,53.2,0.95,1881,53.2,0,8,投連買
58	,2014.TW,中鴻,27.6,1.1,53751,22.15,24.6,8,投連買
59	,2059.TW,川湖,395,-0.63,106,482.5,-18.13,8,投連買
60	,2324.TW,仁寶,22.95,0.44,9576,21.7,5.76,8,投連買
61	,2351.TW,順德,99.5,1.22,927,116.5,-14.59,8,投連買
62	,3017.TW,奇鋐,111,-1.77,2015,114,-2.63,8,投連買
63	,3044.TW,健鼎,96,1.59,1391,94.3,1.8,8,投連買
64	,3231.TW,緯創,29.9,-0.83,12268,27.1,10.33,8,投連買
65	,3264.TW,欣銓,49.85,-0.89,1243,43.4,14.86,8,投連買
66	,3702.TW,大聯大,47.8,-0.52,2583,47,1.7,8,投連買
67	,9941.TW,裕融,156.5,0,327,143.5,9.06,8,投連買
68	,1305.TW,華夏,26.5,1.15,17566,20.6,28.64,7,投連買
69	,1532.TW,勤美,28.45,-0.52,120,30.65,-7.18,7,投連買
70	,2002.TW,中鋼,30.7,0.16,37216,27.2,12.87,7,投連買
71	,2344.TW,華邦電,20.1,-0.99,9528,20.45,-1.71,7,投連買
72	,2360.TW,致茂,179,0.56,783,184,-2.72,7,投連買
73	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.55,0.7,7,投連買
