符合條件商品
資料日期：2022年  4月  8日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/08),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:46 符合檔數(39)
1	,2449.TW,京元電子,36.4,-1.75,4505,41,-4.13,20,投連買
2	,2891.TW,中信金,21.9,-1.13,23817,30.5,-24.14,20,投連買
3	,3702.TW,大聯大,47.8,-0.52,2583,56,-8.59,20,投連買
4	,2324.TW,仁寶,22.95,0.44,9576,26.15,-4.73,19,投連買
5	,2356.TW,英業達,26,0.19,6530,24.8,11.35,19,投連買
6	,1101.TW,台泥,34.05,-1.16,23484,49.8,-22.95,18,投連買
7	,2347.TW,聯強,61,-0.81,2957,76,-13.57,18,投連買
8	,2353.TW,宏碁,23.15,0.22,5082,29,-12.28,14,投連買
9	,2458.TW,義隆,86.1,-1.71,718,166,-41.38,14,投連買
10	,6271.TW,同欣電,201,-4.29,2372,274.5,-30.43,14,投連買
11	,2357.TW,華碩,271,-1.63,1392,364.5,-14.38,13,投連買
12	,3443.TW,創意,726,-0.55,5389,478,53.78,13,投連買
13	,6669.TW,緯穎,819,-1.33,686,972,-13.04,12,投連買
14	,2031.TW,新光鋼,44,-0.56,5573,69.2,-29.21,11,投連買
15	,6239.TW,力成,81.3,0.62,1926,94,-6.48,10,投連買
16	,2317.TW,鴻海,101,0,15490,103,3.11,9,投連買
17	,2330.TW,台積電,455,-2.78,26724,567,-18.39,9,投連買
18	,2884.TW,玉山金,24.1,-1.03,10272,34.85,-24.45,9,投連買
19	,3045.TW,台灣大,94.8,0,2514,106,-6.86,9,投連買
20	,4958.TW,臻鼎-KY,108,-1.37,2633,108,4.71,9,投連買
21	,2308.TW,台達電,281,-1.92,5149,261,10.23,8,投連買
22	,1476.TW,儒鴻,492.5,1.23,1098,475,6.81,7,投連買
23	,2338.TW,光罩,86.3,0.94,3470,96,-7.74,7,投連買
24	,2345.TW,智邦,237.5,-6.5,4085,226,7.64,7,投連買
25	,3231.TW,緯創,29.9,-0.83,12268,29.15,11.94,7,投連買
26	,4938.TW,和碩,64.2,0.31,3317,71.6,-3.08,7,投連買
27	,6531.TW,愛普*,170,0,2500,307.5,-43.27,7,投連買
28	,9910.TW,豐泰,207.5,-1.19,2962,200.5,5.96,7,投連買
29	,3044.TW,健鼎,96,1.59,1391,128.5,-20.06,6,投連買
30	,3481.TW,群創,11.1,0,42046,16.1,-24.9,6,投連買
31	,3596.TW,智易,98.3,-0.2,490,125,-16.15,6,投連買
32	,2002.TW,中鋼,30.7,0.16,37216,39.2,-13.08,5,投連買
33	,2454.TW,聯發科,660,-0.15,2431,840,-13.61,5,投連買
34	,2886.TW,兆豐金,30.55,-0.97,8425,44.35,-26.63,5,投連買
35	,3034.TW,聯詠,301.5,-0.17,3163,403,-9.71,5,投連買
36	,4770.TW,上品,300.5,-4.6,1157,253.5,18.54,5,投連買
37	,5274.TW,信驊,1830,0.83,312,3015,-32.23,5,投連買
38	,6116.TW,彩晶,11.1,0.91,3518,14.75,-18.5,5,投連買
39	,6548.TW,長科*,29.95,0,316,99.1,-21.2,5,投連買
