符合條件商品
資料日期：2021年 11月 10日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/10),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:25 符合檔數(22)
1	,9917.TW,中保科,99.6,1.32,404,105,-0.42,10,投連買
2	,1102.TW,亞泥,41.55,0.24,6062,44.8,0.44,9,投連買
3	,1402.TW,遠東新,31.55,-4.39,10632,29.9,10.74,9,投連買
4	,2301.TW,光寶科,64,-0.47,4678,61.2,10.82,9,投連買
5	,2376.TW,技嘉,106.5,1.43,5227,139,-11.93,9,投連買
6	,2412.TW,中華電,112.5,-0.44,6521,112,4.12,9,投連買
7	,2883.TW,開發金,12.7,-0.78,8936,14.35,-4.8,9,投連買
8	,2888.TW,新光金,8.75,-0.57,13386,9.86,-7.21,9,投連買
9	,2889.TW,國票金,11.35,0,2314,15.75,-21.07,9,投連買
10	,2892.TW,第一金,26.3,-0.38,6392,23.1,20.59,9,投連買
11	,1326.TW,台化,69.4,-0.72,1689,80.5,-8.39,8,投連買
12	,2603.TW,長榮,167.5,-2.33,36972,120,-27.69,8,投連買
13	,3596.TW,智易,98.3,-0.2,490,115.5,-9.26,8,投連買
14	,2618.TW,長榮航,28.1,-2.09,27994,25.75,11.29,7,投連買
15	,2882.TW,國泰金,41.15,1.86,33982,58.6,-24.45,7,投連買
16	,3481.TW,群創,11.1,0,42046,17.1,-29.3,7,投連買
17	,1210.TW,大成,45.45,1.91,1876,52.2,-6.02,5,投連買
18	,1216.TW,統一,65.9,0,2803,67.3,1.93,5,投連買
19	,1303.TW,南亞,70.3,-1.54,4616,85.2,-9.02,5,投連買
20	,2409.TW,友達,15.4,0.65,36394,20,-23.61,5,投連買
21	,2610.TW,華航,19,-1.55,26392,23.2,-15.06,5,投連買
22	,2891.TW,中信金,21.9,-1.13,23817,23.55,-1.75,5,投連買
