符合條件商品
資料日期：2022年  5月  4日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/04),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:42 符合檔數(57)
1	,1326.TW,台化,69.4,-0.72,1689,80,-7.82,20,投連買
2	,2801.TW,彰銀,17.25,-0.29,2566,18.4,-2.65,20,投連買
3	,2890.TW,永豐金,16.7,-4.84,27291,18.3,-3.47,20,投連買
4	,4904.TW,遠傳,65.7,-0.3,2525,79.4,-13.88,20,投連買
5	,4958.TW,臻鼎-KY,108,-1.37,2633,108.5,4.24,20,投連買
6	,6147.TW,頎邦,58.6,0.51,604,67.4,-3.38,20,投連買
7	,2301.TW,光寶科,64,-0.47,4678,65.2,0.36,19,投連買
8	,2618.TW,長榮航,28.1,-2.09,27994,35.7,-19.74,19,投連買
9	,1402.TW,遠東新,31.55,-4.39,10632,30.15,9.82,18,投連買
10	,2354.TW,鴻準,51.4,-1.15,1092,60.8,-12.29,18,投連買
11	,2881.TW,富邦金,56.7,-0.18,6587,74.6,-15.18,18,投連買
12	,2885.TW,元大金,21.8,-0.91,10786,26,-7.71,18,投連買
13	,2887.TW,台新金,15.2,0,6593,19.4,-14.8,18,投連買
14	,2377.TW,微星,119.5,1.7,2513,125,4.18,17,投連買
15	,2395.TW,研華,333,-1.48,273,376,-9.23,17,投連買
16	,2327.TW,國巨,460,-1.39,1468,408.5,-6.32,15,投連買
17	,6669.TW,緯穎,819,-1.33,686,1010,-16.31,15,投連買
18	,1216.TW,統一,65.9,0,2803,68.2,0.6,13,投連買
19	,1301.TW,台塑,86.8,-0.46,6046,106.5,-11.77,13,投連買
20	,2408.TW,南亞科,51.4,-0.58,5241,66.1,-16.84,13,投連買
21	,2891.TW,中信金,21.9,-1.13,23817,28.9,-19.96,13,投連買
22	,3045.TW,台灣大,94.8,0,2514,105.5,-6.42,13,投連買
23	,9910.TW,豐泰,207.5,-1.19,2962,193,10.08,13,投連買
24	,3044.TW,健鼎,96,1.59,1391,125.5,-18.15,10,投連買
25	,4938.TW,和碩,64.2,0.31,3317,70.5,-1.56,10,投連買
26	,6770.TW,力積電,33.3,-0.3,10173,53.2,-36.07,10,投連買
27	,2345.TW,智邦,237.5,-6.5,4085,234,3.96,9,投連買
28	,2356.TW,英業達,26,0.19,6530,25.6,7.84,9,投連買
29	,2357.TW,華碩,271,-1.63,1392,361.5,-13.67,9,投連買
30	,2379.TW,瑞昱,289,-0.52,1352,405,-22.31,9,投連買
31	,2884.TW,玉山金,24.1,-1.03,10272,32.4,-18.75,9,投連買
32	,3702.TW,大聯大,47.8,-0.52,2583,53.8,-4.84,9,投連買
33	,5876.TW,上海商銀,44.25,-0.45,2405,48.1,-4.65,9,投連買
34	,2317.TW,鴻海,101,0,15490,104,2.12,8,投連買
35	,2886.TW,兆豐金,30.55,-0.97,8425,40.85,-20.34,8,投連買
36	,1303.TW,南亞,70.3,-1.54,4616,86.6,-10.49,7,投連買
37	,2353.TW,宏碁,23.15,0.22,5082,28.55,-10.89,7,投連買
38	,2360.TW,致茂,179,0.56,783,167.5,11.71,7,投連買
39	,2880.TW,華南金,22.5,-1.1,4175,23.4,2.69,7,投連買
40	,3533.TW,嘉澤,829,0.36,375,744,14.22,7,投連買
41	,3711.TW,日月光投控,93.8,-3.6,11870,96.6,5.19,7,投連買
42	,5880.TW,合庫金,25.95,-0.76,4866,28.05,-1.26,7,投連買
43	,1560.TW,中砂,109.5,-1.35,2814,129.5,-13.56,6,投連買
44	,2303.TW,聯電,41.95,-2.1,34060,48.3,-7.52,6,投連買
45	,2609.TW,陽明,67.3,-1.03,57425,130,-35.01,6,投連買
46	,2347.TW,聯強,61,-0.81,2957,78.8,-16.64,5,投連買
47	,2382.TW,廣達,71.2,-0.97,4354,85.2,-9.36,5,投連買
48	,2441.TW,超豐,48.2,-2.33,4006,70.5,-25.96,5,投連買
49	,2603.TW,長榮,167.5,-2.33,36972,151.5,-42.73,5,投連買
50	,2637.TW,慧洋-KY,64.8,-3.28,13996,100.5,-31.94,5,投連買
51	,2883.TW,開發金,12.7,-0.78,8936,17.7,-22.84,5,投連買
52	,2892.TW,第一金,26.3,-0.38,6392,27.4,1.66,5,投連買
53	,2912.TW,統一超,268,-1.47,996,277.5,-0.27,5,投連買
54	,3231.TW,緯創,29.9,-0.83,12268,28.8,13.3,5,投連買
55	,4919.TW,新唐,117,-2.09,4502,162.5,-24.86,5,投連買
56	,4966.TW,譜瑞-KY,825,0.86,553,1410,-40.32,5,投連買
57	,6279.TW,胡連,149.5,-1.64,1303,108,42.83,5,投連買
