符合條件商品
資料日期：2022年  3月 18日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/18),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:49 符合檔數(51)
1	,2344.TW,華邦電,20.1,-0.99,9528,35.5,-41.19,20,投連買
2	,2884.TW,玉山金,24.1,-1.03,10272,31.05,-15.23,20,投連買
3	,5876.TW,上海商銀,44.25,-0.45,2405,48.8,-6.01,19,投連買
4	,3006.TW,晶豪科,66.2,0,3117,176.5,-58.78,16,投連買
5	,3532.TW,台勝科,142,-2.07,1152,347.5,-58.54,15,投連買
6	,2014.TW,中鴻,27.6,1.1,53751,43.95,-30.41,14,投連買
7	,1560.TW,中砂,109.5,-1.35,2814,126.5,-11.52,13,投連買
8	,1402.TW,遠東新,31.55,-4.39,10632,30.7,7.86,11,投連買
9	,1504.TW,東元,27.25,-0.37,1749,30.15,-5.32,11,投連買
10	,2352.TW,佳世達,27.5,1.66,4573,31.95,-6.27,11,投連買
11	,2412.TW,中華電,112.5,-0.44,6521,126.5,-7.81,11,投連買
12	,2891.TW,中信金,21.9,-1.13,23817,28.15,-17.82,11,投連買
13	,3231.TW,緯創,29.9,-0.83,12268,29.75,9.68,11,投連買
14	,3702.TW,大聯大,47.8,-0.52,2583,58.5,-12.49,11,投連買
15	,4904.TW,遠傳,65.7,-0.3,2525,72.8,-6.08,11,投連買
16	,4958.TW,臻鼎-KY,108,-1.37,2633,107.5,5.2,11,投連買
17	,2382.TW,廣達,71.2,-0.97,4354,92.5,-16.51,10,投連買
18	,3481.TW,群創,11.1,0,42046,17.3,-30.1,10,投連買
19	,3707.TW,漢磊,86.9,0,3034,129.5,-32.63,10,投連買
20	,5274.TW,信驊,1830,0.83,312,2955,-30.85,10,投連買
21	,8155.TW,博智,108,-1.37,385,216.5,-47.6,10,投連買
22	,2449.TW,京元電子,36.4,-1.75,4505,42.45,-7.4,9,投連買
23	,2313.TW,華通,45.95,-1.08,9582,46.6,2.36,8,投連買
24	,2002.TW,中鋼,30.7,0.16,37216,39.05,-12.73,7,投連買
25	,2606.TW,裕民,50.1,-3.47,10468,61.7,-12.93,7,投連買
26	,6515.TW,穎崴,404,-1.46,559,443.5,-6.07,7,投連買
27	,1216.TW,統一,65.9,0,2803,65.5,4.74,6,投連買
28	,2006.TW,東和鋼鐵,53.2,0.95,1881,79.9,-27.71,6,投連買
29	,2324.TW,仁寶,22.95,0.44,9576,27,-7.72,6,投連買
30	,2356.TW,英業達,26,0.19,6530,25,10.45,6,投連買
31	,2409.TW,友達,15.4,0.65,36394,21.05,-27.43,6,投連買
32	,2885.TW,元大金,21.8,-0.91,10786,26.25,-8.56,6,投連買
33	,3045.TW,台灣大,94.8,0,2514,105,-5.97,6,投連買
34	,1101.TW,台泥,34.05,-1.16,23484,48.95,-21.6,5,投連買
35	,1103.TW,嘉泥,17.5,-0.57,92,20.95,-13.32,5,投連買
36	,1795.TW,美時,232,0.22,11755,114,106.5,5,投連買
37	,2347.TW,聯強,61,-0.81,2957,76.7,-14.36,5,投連買
38	,2354.TW,鴻準,51.4,-1.15,1092,62.7,-14.94,5,投連買
39	,2441.TW,超豐,48.2,-2.33,4006,75,-30.41,5,投連買
40	,2610.TW,華航,19,-1.55,26392,28.6,-31.11,5,投連買
41	,2838.TW,聯邦銀,16.1,-0.92,465,15.15,16.75,5,投連買
42	,2882.TW,國泰金,41.15,1.86,33982,63.3,-30.06,5,投連買
43	,2883.TW,開發金,12.7,-0.78,8936,19.05,-28.29,5,投連買
44	,2886.TW,兆豐金,30.55,-0.97,8425,40.45,-19.56,5,投連買
45	,2890.TW,永豐金,16.7,-4.84,27291,17.3,2.14,5,投連買
46	,2912.TW,統一超,268,-1.47,996,258,7.27,5,投連買
47	,3413.TW,京鼎,183.5,-1.61,306,229,-16.08,5,投連買
48	,5269.TW,祥碩,717,0.14,564,1845,-60.06,5,投連買
49	,5425.TW,台半,75.3,0,4216,81,-4.05,5,投連買
50	,6732.TW,昇佳電子,220,-1.57,74,432.5,-45.09,5,投連買
51	,8255.TW,朋程,177,5.04,12777,241,-24.39,5,投連買
