符合條件商品
資料日期：2022年 11月 25日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/25),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:07 符合檔數(18)
1	,2327.TW,國巨,460,-1.39,1468,445,3.37,20,投連買
2	,3008.TW,大立光,2140,0,324,2260,-5.31,16,投連買
3	,1513.TW,中興電,66,0.15,12515,57.2,15.38,9,投連買
4	,2201.TW,裕隆,59.1,-1.01,17319,60.6,-2.48,9,投連買
5	,1303.TW,南亞,70.3,-1.54,4616,77.1,-8.82,7,投連買
6	,2347.TW,聯強,61,-0.81,2957,57.8,5.54,7,投連買
7	,2353.TW,宏碁,23.15,0.22,5082,24.55,-5.7,7,投連買
8	,2357.TW,華碩,271,-1.63,1392,265,2.26,7,投連買
9	,2603.TW,長榮,167.5,-2.33,36972,160.5,4.36,7,投連買
10	,3533.TW,嘉澤,829,0.36,375,886,-6.43,7,投連買
11	,6446.TW,藥華藥,488.5,-1.81,841,506,-3.46,7,投連買
12	,2881.TW,富邦金,56.7,-0.18,6587,57.9,-2.07,6,投連買
13	,6121.TW,新普,288.5,-0.35,276,304.5,-0.79,6,投連買
14	,1590.TW,亞德客-KY,911,0,242,916,-0.55,5,投連買
15	,2408.TW,南亞科,51.4,-0.58,5241,59.7,-13.9,5,投連買
16	,3017.TW,奇鋐,111,-1.77,2015,109,1.83,5,投連買
17	,3406.TW,玉晶光,364,-0.68,820,391.5,-7.02,5,投連買
18	,4915.TW,致伸,55.1,-0.9,3460,57.8,-4.67,5,投連買
