符合條件商品
資料日期：2021年 11月 17日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/17),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:24 符合檔數(49)
1	,9917.TW,中保科,99.6,1.32,404,107,-2.29,15,投連買
2	,2301.TW,光寶科,64,-0.47,4678,62,9.4,14,投連買
3	,2376.TW,技嘉,106.5,1.43,5227,143,-14.4,14,投連買
4	,2883.TW,開發金,12.7,-0.78,8936,16.95,-19.42,14,投連買
5	,2888.TW,新光金,8.75,-0.57,13386,10.85,-15.7,14,投連買
6	,2889.TW,國票金,11.35,0,2314,16,-22.31,14,投連買
7	,2892.TW,第一金,26.3,-0.38,6392,23.85,16.84,14,投連買
8	,1326.TW,台化,69.4,-0.72,1689,81,-8.96,13,投連買
9	,1210.TW,大成,45.45,1.91,1876,52.8,-7.07,10,投連買
10	,1216.TW,統一,65.9,0,2803,68.4,0.3,10,投連買
11	,2891.TW,中信金,21.9,-1.13,23817,24.45,-5.4,10,投連買
12	,2324.TW,仁寶,22.95,0.44,9576,23.75,4.89,9,投連買
13	,2347.TW,聯強,61,-0.81,2957,57.2,14.83,9,投連買
14	,2356.TW,英業達,26,0.19,6530,26.85,2.85,9,投連買
15	,2449.TW,京元電子,36.4,-1.75,4505,43.7,-10.06,9,投連買
16	,2890.TW,永豐金,16.7,-4.84,27291,15,17.77,9,投連買
17	,3045.TW,台灣大,94.8,0,2514,100.5,-1.76,9,投連買
18	,6176.TW,瑞儀,106,0.47,1064,97.9,17.94,9,投連買
19	,2344.TW,華邦電,20.1,-0.99,9528,30.3,-31.09,8,投連買
20	,3702.TW,大聯大,47.8,-0.52,2583,50.5,1.38,8,投連買
21	,2338.TW,光罩,86.3,0.94,3470,104.5,-15.24,7,投連買
22	,6669.TW,緯穎,819,-1.33,686,1010,-16.31,7,投連買
23	,2382.TW,廣達,71.2,-0.97,4354,88.5,-12.75,6,投連買
24	,2454.TW,聯發科,660,-0.15,2431,1030,-29.55,6,投連買
25	,1215.TW,卜蜂,78.3,0.77,1049,80.7,10.86,5,投連買
26	,1232.TW,大統益,141.5,-0.35,131,168.5,-12.83,5,投連買
27	,1513.TW,中興電,66,0.15,12515,45.55,52.71,5,投連買
28	,1904.TW,正隆,27.15,-1.09,381,35.4,-18.1,5,投連買
29	,1907.TW,永豐餘,24.45,-1.21,810,33.05,-21.13,5,投連買
30	,2441.TW,超豐,48.2,-2.33,4006,81.8,-36.19,5,投連買
31	,2809.TW,京城銀,33.9,-3.42,3989,41.45,-13.48,5,投連買
32	,2820.TW,華票,14.55,0,290,17.6,-12.61,5,投連買
33	,2885.TW,元大金,21.8,-0.91,10786,25.15,-4.6,5,投連買
34	,2912.TW,統一超,268,-1.47,996,292,-5.22,5,投連買
35	,3005.TW,神基,43.55,0.35,857,54.2,-14.2,5,投連買
36	,3026.TW,禾伸堂,89.9,0,51,122,-19.1,5,投連買
37	,3036.TW,文曄,62.7,-0.95,1327,64.4,4.12,5,投連買
38	,3515.TW,華擎,140.5,2.93,1979,258.5,-38.13,5,投連買
39	,4938.TW,和碩,64.2,0.31,3317,68,2.05,5,投連買
40	,5434.TW,崇越,167.5,0.9,197,150.5,17.53,5,投連買
41	,5469.TW,瀚宇博,31.65,-0.94,479,46.9,-27.51,5,投連買
42	,5522.TW,遠雄,58.5,0.34,1205,68.3,-4.63,5,投連買
43	,6005.TW,群益證,11.1,0,1344,16.5,-22.65,5,投連買
44	,6202.TW,盛群,67.6,0,761,112,-33.01,5,投連買
45	,6214.TW,精誠,70,-0.28,922,87.7,-14.5,5,投連買
46	,6257.TW,矽格,48.85,0.31,824,62.7,-15.16,5,投連買
47	,6412.TW,群電,74.5,2.48,374,79,0.78,5,投連買
48	,8150.TW,南茂,32.9,1.23,1428,48.35,-24.73,5,投連買
49	,8422.TW,可寧衛,177.5,0,124,238,-21.32,5,投連買
