符合條件商品
資料日期：2022年  8月  8日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/08),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:27 符合檔數(84)
1	,1101.TW,台泥,34.05,-1.16,23484,38.7,-12.02,20,投連買
2	,2352.TW,佳世達,27.5,1.66,4573,28.4,-3.17,20,投連買
3	,2377.TW,微星,119.5,1.7,2513,119,9.43,20,投連買
4	,2382.TW,廣達,71.2,-0.97,4354,79.7,-10.66,20,投連買
5	,3702.TW,大聯大,47.8,-0.52,2583,51.3,-6.82,20,投連買
6	,1102.TW,亞泥,41.55,0.24,6062,40.9,1.59,17,投連買
7	,2014.TW,中鴻,27.6,1.1,53751,25.5,8.24,17,投連買
8	,2002.TW,中鋼,30.7,0.16,37216,27.95,9.84,16,投連買
9	,2441.TW,超豐,48.2,-2.33,4006,62.2,-16.09,16,投連買
10	,2880.TW,華南金,22.5,-1.1,4175,23.5,2.27,16,投連買
11	,2890.TW,永豐金,16.7,-4.84,27291,17.35,1.83,16,投連買
12	,2892.TW,第一金,26.3,-0.38,6392,25.45,3.34,16,投連買
13	,3036.TW,文曄,62.7,-0.95,1327,65.5,-4.27,16,投連買
14	,5522.TW,遠雄,58.5,0.34,1205,62.9,-3.5,16,投連買
15	,5880.TW,合庫金,25.95,-0.76,4866,28,-1.07,16,投連買
16	,2356.TW,英業達,26,0.19,6530,24.2,7.44,15,投連買
17	,3711.TW,日月光投控,93.8,-3.6,11870,87.9,6.71,15,投連買
18	,2887.TW,台新金,15.2,0,6593,15.9,3.97,14,投連買
19	,6446.TW,藥華藥,488.5,-1.81,841,602,-18.85,13,投連買
20	,2385.TW,群光,87.2,0.11,1118,79.6,9.55,12,投連買
21	,3680.TW,家登,254.5,0.79,478,250,3.33,12,投連買
22	,6829.TW,千附精密,73.2,0.69,155,72.7,0.69,12,投連買
23	,1303.TW,南亞,70.3,-1.54,4616,67.2,4.61,11,投連買
24	,2301.TW,光寶科,64,-0.47,4678,66.5,-1.6,11,投連買
25	,2324.TW,仁寶,22.95,0.44,9576,23.1,-0.65,11,投連買
26	,2330.TW,台積電,455,-2.78,26724,512,-10.11,11,投連買
27	,2347.TW,聯強,61,-0.81,2957,56.5,7.96,11,投連買
28	,2353.TW,宏碁,23.15,0.22,5082,22.45,3.12,11,投連買
29	,2357.TW,華碩,271,-1.63,1392,283.5,-4.41,11,投連買
30	,2408.TW,南亞科,51.4,-0.58,5241,53.1,-3.2,11,投連買
31	,2606.TW,裕民,50.1,-3.47,10468,40.9,22.49,11,投連買
32	,2881.TW,富邦金,56.7,-0.18,6587,58.1,2.48,11,投連買
33	,2885.TW,元大金,21.8,-0.91,10786,20.8,7.97,11,投連買
34	,3034.TW,聯詠,301.5,-0.17,3163,256.5,17.54,11,投連買
35	,3045.TW,台灣大,94.8,0,2514,101.5,-6.6,11,投連買
36	,4904.TW,遠傳,65.7,-0.3,2525,77.6,-15.34,11,投連買
