符合條件商品
資料日期：2022年  7月 20日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/20),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:31 符合檔數(29)
1	,1402.TW,遠東新,31.55,-4.39,10632,32.3,2.53,20,投連買
2	,2308.TW,台達電,281,-1.92,5149,249,12.85,20,投連買
3	,2474.TW,可成,169,-1.74,2651,166,7.9,20,投連買
4	,3008.TW,大立光,2140,0,324,1920,13.62,20,投連買
5	,1101.TW,台泥,34.05,-1.16,23484,41.6,-7.75,19,投連買
6	,3702.TW,大聯大,47.8,-0.52,2583,49.1,-2.65,19,投連買
7	,2382.TW,廣達,71.2,-0.97,4354,81.1,-4.77,18,投連買
8	,2352.TW,佳世達,27.5,1.66,4573,30.85,-2.93,13,投連買
9	,2377.TW,微星,119.5,1.7,2513,119.5,8.97,13,投連買
10	,6781.TW,AES-KY,680,1.34,965,1100,-38.18,11,投連買
11	,1560.TW,中砂,109.5,-1.35,2814,155.5,-29.58,6,投連買
12	,2233.TW,宇隆,99.5,0.3,88,115,-9.26,6,投連買
13	,2345.TW,智邦,237.5,-6.5,4085,253.5,-4.04,6,投連買
14	,2368.TW,金像電,88.4,-1.12,3685,82,-1.71,6,投連買
15	,2379.TW,瑞昱,289,-0.52,1352,354,-11.12,6,投連買
16	,2449.TW,京元電子,36.4,-1.75,4505,40.6,-3.19,6,投連買
17	,3037.TW,欣興,125,2.46,35224,170.5,-26.69,6,投連買
18	,3653.TW,健策,369.5,-0.81,1389,353.5,14.98,6,投連買
19	,5388.TW,中磊,77.4,-0.13,1579,87.7,-11.74,6,投連買
20	,6239.TW,力成,81.3,0.62,1926,92.1,-4.54,6,投連買
21	,8454.TW,富邦媒,626,0,570,811,-22.81,6,投連買
22	,1304.TW,台聚,22.1,1.61,6105,25.85,-6.2,5,投連買
23	,1717.TW,長興,31.5,-1.25,930,33.65,-5.32,5,投連買
24	,3443.TW,創意,726,-0.55,5389,555,30.81,5,投連買
25	,4572.TW,駐龍,122.5,3.81,1037,134.5,-8.92,5,投連買
26	,6206.TW,飛捷,65.6,0.46,146,87.6,-25.11,5,投連買
27	,6278.TW,台表科,92.4,-0.86,1062,85.3,8.32,5,投連買
28	,6285.TW,啟碁,80.8,-2.3,4232,72.6,11.29,5,投連買
29	,6477.TW,安集,45.15,0.22,708,52,-13.17,5,投連買
