符合條件商品
資料日期：2022年  3月  4日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/04),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:51 符合檔數(42)
1	,1303.TW,南亞,70.3,-1.54,4616,90.7,-14.54,20,投連買
2	,2337.TW,旺宏,35,0.57,15889,44.6,-16.39,20,投連買
3	,2344.TW,華邦電,20.1,-0.99,9528,33.85,-38.32,20,投連買
4	,2408.TW,南亞科,51.4,-0.58,5241,81.6,-32.64,20,投連買
5	,2885.TW,元大金,21.8,-0.91,10786,25.05,-4.18,20,投連買
6	,2912.TW,統一超,268,-1.47,996,265.5,4.24,20,投連買
7	,3661.TW,世芯-KY,803,-1.35,2950,1220,-33.35,20,投連買
8	,2603.TW,長榮,167.5,-2.33,36972,159,-45.43,19,投連買
9	,8299.TW,群聯,305,-0.81,792,513,-35.79,17,投連買
10	,2880.TW,華南金,22.5,-1.1,4175,22.7,5.88,14,投連買
11	,2884.TW,玉山金,24.1,-1.03,10272,29.7,-11.36,14,投連買
12	,2308.TW,台達電,281,-1.92,5149,254.5,13.05,12,投連買
13	,3189.TW,景碩,107,0,9581,217.5,-49.27,11,投連買
14	,2801.TW,彰銀,17.25,-0.29,2566,17.9,0.06,10,投連買
15	,3529.TW,力旺,1350,1.12,770,1940,-29.56,10,投連買
16	,2002.TW,中鋼,30.7,0.16,37216,38.4,-11.27,9,投連買
17	,2368.TW,金像電,88.4,-1.12,3685,79.9,3.62,9,投連買
18	,5871.TW,中租-KY,216.5,0.46,2711,251,-6.95,9,投連買
19	,5876.TW,上海商銀,44.25,-0.45,2405,46.9,-2.21,9,投連買
20	,2330.TW,台積電,455,-2.78,26724,595,-21.84,8,投連買
21	,2449.TW,京元電子,36.4,-1.75,4505,43.9,-10.48,8,投連買
22	,2609.TW,陽明,67.3,-1.03,57425,133,-36.47,8,投連買
23	,3044.TW,健鼎,96,1.59,1391,129,-20.37,8,投連買
24	,3711.TW,日月光投控,93.8,-3.6,11870,102,-0.38,8,投連買
25	,4938.TW,和碩,64.2,0.31,3317,69.7,-0.43,8,投連買
26	,6147.TW,頎邦,58.6,0.51,604,71.1,-8.41,8,投連買
27	,6239.TW,力成,81.3,0.62,1926,97.2,-9.56,8,投連買
28	,6415.TW,矽力*-KY,445,1.37,2330,3700,-51.63,8,投連買
29	,6505.TW,台塑化,80.1,-1.11,1418,100.5,-16.96,8,投連買
30	,6531.TW,愛普*,170,0,2500,372.5,-53.17,8,投連買
31	,3105.TW,穩懋,138,0.36,2757,303,-52.08,7,投連買
32	,1301.TW,台塑,86.8,-0.46,6046,108,-12.99,6,投連買
33	,1795.TW,美時,232,0.22,11755,112.5,109.25,6,投連買
34	,2303.TW,聯電,41.95,-2.1,34060,53.4,-16.35,6,投連買
35	,3006.TW,晶豪科,66.2,0,3117,169,-56.95,6,投連買
36	,3034.TW,聯詠,301.5,-0.17,3163,474,-23.24,6,投連買
37	,6271.TW,同欣電,201,-4.29,2372,284.5,-32.87,6,投連買
38	,8046.TW,南電,242,-0.41,10124,547,-54.18,6,投連買
39	,2379.TW,瑞昱,289,-0.52,1352,466.5,-32.56,5,投連買
40	,3264.TW,欣銓,49.85,-0.89,1243,51.7,2.17,5,投連買
41	,3532.TW,台勝科,142,-2.07,1152,286,-49.62,5,投連買
42	,3533.TW,嘉澤,829,0.36,375,724,17.37,5,投連買
