符合條件商品
資料日期：2022年  7月  7日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/07),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:32 符合檔數(58)
1	,2317.TW,鴻海,101,0,15490,103.5,-2.42,20,投連買
2	,2324.TW,仁寶,22.95,0.44,9576,21.65,6,20,投連買
3	,5876.TW,上海商銀,44.25,-0.45,2405,49.7,-10.97,20,投連買
4	,9933.TW,中鼎,41.85,0.6,916,40.9,2.32,20,投連買
5	,1402.TW,遠東新,31.55,-4.39,10632,31.45,5.31,19,投連買
6	,2308.TW,台達電,281,-1.92,5149,221,27.15,19,投連買
7	,2357.TW,華碩,271,-1.63,1392,302.5,3.17,19,投連買
8	,2474.TW,可成,169,-1.74,2651,159,12.64,19,投連買
9	,2412.TW,中華電,112.5,-0.44,6521,127.5,-11.76,16,投連買
10	,4904.TW,遠傳,65.7,-0.3,2525,86.7,-21.14,16,投連買
11	,1319.TW,東陽,41.05,0.37,2564,50.4,-18.55,14,投連買
12	,2395.TW,研華,333,-1.48,273,327.5,1.68,14,投連買
13	,2887.TW,台新金,15.2,0,6593,15.7,5.26,14,投連買
14	,3008.TW,大立光,2140,0,324,1880,16.04,14,投連買
15	,5871.TW,中租-KY,216.5,0.46,2711,192,12.76,14,投連買
16	,3023.TW,信邦,275.5,-0.18,232,242.5,16.45,13,投連買
17	,1216.TW,統一,65.9,0,2803,70.6,-2.83,12,投連買
18	,2892.TW,第一金,26.3,-0.38,6392,25.55,9.04,12,投連買
19	,1504.TW,東元,27.25,-0.37,1749,28.4,-4.05,11,投連買
20	,2855.TW,統一證,15.85,0,341,18,-1.31,11,投連買
21	,4958.TW,臻鼎-KY,108,-1.37,2633,96,12.5,11,投連買
22	,6005.TW,群益證,11.1,0,1344,13.65,-6.49,11,投連買
23	,1101.TW,台泥,34.05,-1.16,23484,40.9,-6.17,10,投連買
24	,2301.TW,光寶科,64,-0.47,4678,57.1,14.59,10,投連買
25	,2347.TW,聯強,61,-0.81,2957,52.3,16.63,10,投連買
26	,2356.TW,英業達,26,0.19,6530,24,15.04,10,投連買
27	,2886.TW,兆豐金,30.55,-0.97,8425,35.15,-7.42,10,投連買
28	,3702.TW,大聯大,47.8,-0.52,2583,52.3,-2.11,10,投連買
29	,5347.TW,世界,81.5,-1.69,3288,69.7,16.93,10,投連買
30	,6505.TW,台塑化,80.1,-1.11,1418,89.5,-10.5,10,投連買
31	,2382.TW,廣達,71.2,-0.97,4354,77.5,-0.35,9,投連買
32	,3293.TW,鈊象,425.5,-0.23,3602,680,33.7,9,投連買
33	,2890.TW,永豐金,16.7,-4.84,27291,16.3,8.37,8,投連買
34	,3045.TW,台灣大,94.8,0,2514,108,-8.58,8,投連買
35	,3218.TW,大學光,290,0.17,438,293.5,3.75,8,投連買
36	,1513.TW,中興電,66,0.15,12515,55.5,25.33,7,投連買
37	,2881.TW,富邦金,56.7,-0.18,6587,59.2,6.88,7,投連買
38	,9914.TW,美利達,171,-2.29,298,246,-28.02,7,投連買
39	,2313.TW,華通,45.95,-1.08,9582,43.8,4.91,6,投連買
40	,2812.TW,台中銀,12.8,-0.39,3299,13.55,1.03,6,投連買
41	,2838.TW,聯邦銀,16.1,-0.92,465,13.65,17.95,6,投連買
42	,2885.TW,元大金,21.8,-0.91,10786,19.85,13.13,6,投連買
43	,2888.TW,新光金,8.75,-0.57,13386,8.51,2.82,6,投連買
44	,2889.TW,國票金,11.35,0,2314,13.5,-11.74,6,投連買
45	,3708.TW,上緯投控,94.6,-1.77,1112,117.5,-18.5,6,投連買
46	,4551.TW,智伸科,146,-0.68,691,157,-4.08,6,投連買
47	,4979.TW,華星光,41.6,-3.48,11451,25.85,60.93,6,投連買
48	,8454.TW,富邦媒,626,0,570,799,-21.65,6,投連買
49	,8926.TW,台汽電,32.2,-0.46,354,37.3,-9.45,6,投連買
50	,2820.TW,華票,14.55,0,290,16.1,-9.63,5,投連買
51	,2851.TW,中再保,18.45,1.1,929,25,-26.2,5,投連買
52	,3005.TW,神基,43.55,0.35,857,40.6,7.27,5,投連買
53	,3264.TW,欣銓,49.85,-0.89,1243,34.5,44.49,5,投連買
54	,3706.TW,神達,29.7,-0.17,1384,27.4,8.39,5,投連買
55	,5434.TW,崇越,167.5,0.9,197,134,25,5,投連買
56	,5521.TW,工信,6.75,0,537,6.96,-3.02,5,投連買
57	,6592.TW,和潤企業,100,-0.99,209,97.1,7.41,5,投連買
58	,6770.TW,力積電,33.3,-0.3,10173,40.4,-15.82,5,投連買
