符合條件商品
資料日期：2022年 10月 20日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/20),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:12 符合檔數(41)
1	,1303.TW,南亞,70.3,-1.54,4616,67.6,3.99,20,投連買
2	,1326.TW,台化,69.4,-0.72,1689,67.9,2.21,20,投連買
3	,1402.TW,遠東新,31.55,-4.39,10632,31,1.77,20,投連買
4	,2317.TW,鴻海,101,0,15490,102.5,-1.46,20,投連買
5	,2353.TW,宏碁,23.15,0.22,5082,22.4,3.35,20,投連買
6	,2408.TW,南亞科,51.4,-0.58,5241,55.7,-7.72,20,投連買
7	,2474.TW,可成,169,-1.74,2651,172,-1.74,20,投連買
8	,2885.TW,元大金,21.8,-0.91,10786,19.05,14.44,20,投連買
9	,2912.TW,統一超,268,-1.47,996,272,-1.47,20,投連買
10	,5009.TW,榮剛,37.5,-0.66,11974,30.45,23.15,12,投連買
11	,1304.TW,台聚,22.1,1.61,6105,21.6,2.31,10,投連買
12	,1477.TW,聚陽,238.5,0,510,195.5,21.99,10,投連買
13	,2352.TW,佳世達,27.5,1.66,4573,26.5,3.77,10,投連買
14	,2395.TW,研華,333,-1.48,273,311,7.07,10,投連買
15	,2615.TW,萬海,86.2,-1.15,55180,66.9,28.85,10,投連買
16	,3711.TW,日月光投控,93.8,-3.6,11870,76,23.42,10,投連買
17	,5347.TW,世界,81.5,-1.69,3288,62.4,30.61,10,投連買
18	,6147.TW,頎邦,58.6,0.51,604,53.3,9.94,10,投連買
19	,8150.TW,南茂,32.9,1.23,1428,32.2,2.17,10,投連買
20	,2207.TW,和泰車,592,-0.67,113,552,7.25,9,投連買
21	,3023.TW,信邦,275.5,-0.18,232,286,-3.67,9,投連買
22	,2059.TW,川湖,395,-0.63,106,420,-5.95,8,投連買
23	,3045.TW,台灣大,94.8,0,2514,92.5,2.49,8,投連買
24	,3105.TW,穩懋,138,0.36,2757,123,12.2,8,投連買
25	,3293.TW,鈊象,425.5,-0.23,3602,356,19.52,8,投連買
26	,4904.TW,遠傳,65.7,-0.3,2525,69.5,-5.47,8,投連買
27	,8299.TW,群聯,305,-0.81,792,293.5,7.38,8,投連買
28	,9910.TW,豐泰,207.5,-1.19,2962,160.5,29.28,8,投連買
29	,5288.TW,豐祥-KY,156,-1.58,158,166,-6.02,7,投連買
30	,9939.TW,宏全,86.9,2.12,1021,79.5,9.31,7,投連買
31	,9942.TW,茂順,109.5,2.34,477,104.5,4.78,7,投連買
32	,4536.TW,拓凱,189,-0.79,392,166,13.86,6,投連買
33	,6205.TW,詮欣,70.9,-0.7,430,84.4,-16,6,投連買
34	,6456.TW,GIS-KY,93.3,0.76,943,82.1,13.64,6,投連買
35	,6712.TW,長聖,205.5,0.49,967,186,10.48,6,投連買
36	,8916.TW,光隆,52.9,-0.94,490,56.3,-6.04,6,投連買
37	,1308.TW,亞聚,28.2,-0.88,1358,24.85,13.48,5,投連買
38	,3037.TW,欣興,125,2.46,35224,116.5,7.3,5,投連買
39	,3260.TW,威剛,57.6,-0.17,970,58.1,-0.86,5,投連買
40	,3454.TW,晶睿,207.5,1.22,7571,130,59.62,5,投連買
41	,8046.TW,南電,242,-0.41,10124,199.5,21.3,5,投連買
