符合條件商品
資料日期：2022年  2月  7日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/07),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:13 符合檔數(95)
1	,2108.TW,南帝,38.2,-0.26,608,84.3,-49.86,20,投連買
2	,2382.TW,廣達,71.2,-0.97,4354,93.7,-17.58,20,投連買
3	,2458.TW,義隆,86.1,-1.71,718,168.5,-42.26,20,投連買
4	,6116.TW,彩晶,11.1,0.91,3518,16.6,-27.59,20,投連買
5	,6176.TW,瑞儀,106,0.47,1064,102.5,12.65,20,投連買
6	,2356.TW,英業達,26,0.19,6530,25.4,8.7,18,投連買
7	,2883.TW,開發金,12.7,-0.78,8936,19.1,-28.49,18,投連買
8	,3231.TW,緯創,29.9,-0.83,12268,31.6,3.28,18,投連買
9	,3661.TW,世芯-KY,803,-1.35,2950,950,-14.4,17,投連買
10	,3714.TW,富采,46.6,-0.96,1148,93.4,-48.27,17,投連買
11	,6548.TW,長科*,29.95,0,316,99.5,-21.54,17,投連買
12	,2409.TW,友達,15.4,0.65,36394,20.85,-26.74,16,投連買
13	,3264.TW,欣銓,49.85,-0.89,1243,51.9,1.78,15,投連買
14	,6147.TW,頎邦,58.6,0.51,604,67.8,-3.95,15,投連買
15	,4966.TW,譜瑞-KY,825,0.86,553,1885,-55.02,13,投連買
16	,2006.TW,東和鋼鐵,53.2,0.95,1881,72,-19.77,11,投連買
17	,2385.TW,群光,87.2,0.11,1118,88,6.78,11,投連買
18	,3035.TW,智原,159,0.63,7973,209.5,-22.36,11,投連買
19	,3044.TW,健鼎,96,1.59,1391,128,-19.75,11,投連買
20	,6415.TW,矽力*-KY,445,1.37,2330,3795,-52.84,11,投連買
21	,3592.TW,瑞鼎,307.5,0,497,661,-46.36,10,投連買
22	,2376.TW,技嘉,106.5,1.43,5227,146,-16.15,9,投連買
23	,3665.TW,貿聯-KY,251,-2.33,1391,306,-15.42,9,投連買
24	,6278.TW,台表科,92.4,-0.86,1062,134,-25.58,9,投連買
25	,2345.TW,智邦,237.5,-6.5,4085,258.5,-5.89,8,投連買
26	,2360.TW,致茂,179,0.56,783,219,-14.56,8,投連買
27	,2393.TW,億光,37.5,0.94,242,53.7,-23.64,8,投連買
28	,2492.TW,華新科,78.7,-1.38,848,153.5,-46.14,8,投連買
29	,3036.TW,文曄,62.7,-0.95,1327,89.4,-25,8,投連買
30	,3702.TW,大聯大,47.8,-0.52,2583,55.1,-7.09,8,投連買
31	,4904.TW,遠傳,65.7,-0.3,2525,65.5,4.39,8,投連買
32	,4958.TW,臻鼎-KY,108,-1.37,2633,96.4,17.31,8,投連買
33	,5269.TW,祥碩,717,0.14,564,1570,-53.06,8,投連買
34	,6196.TW,帆宣,117,-0.43,361,165,-26.01,8,投連買
35	,6239.TW,力成,81.3,0.62,1926,95.4,-7.84,8,投連買
36	,6756.TW,威鋒電子,191,-2.05,282,458,-57.16,8,投連買
37	,1303.TW,南亞,70.3,-1.54,4616,89.5,-13.39,7,投連買
38	,1402.TW,遠東新,31.55,-4.39,10632,29.3,13,7,投連買
39	,1504.TW,東元,27.25,-0.37,1749,29.7,-3.88,7,投連買
40	,2324.TW,仁寶,22.95,0.44,9576,25.15,-0.95,7,投連買
41	,2347.TW,聯強,61,-0.81,2957,69.9,-6.02,7,投連買
42	,2353.TW,宏碁,23.15,0.22,5082,28.9,-11.98,7,投連買
43	,2357.TW,華碩,271,-1.63,1392,364,-14.26,7,投連買
44	,2542.TW,興富發,40.35,-3.93,8630,47.05,2.99,7,投連買
45	,2637.TW,慧洋-KY,64.8,-3.28,13996,78.5,-12.87,7,投連買
46	,2834.TW,臺企銀,12.9,-0.39,8238,10.5,28.49,7,投連買
47	,2890.TW,永豐金,16.7,-4.84,27291,17.05,3.6,7,投連買
48	,2912.TW,統一超,268,-1.47,996,261.5,5.83,7,投連買
49	,3045.TW,台灣大,94.8,0,2514,101,-2.25,7,投連買
50	,5434.TW,崇越,167.5,0.9,197,168,5.29,7,投連買
51	,6005.TW,群益證,11.1,0,1344,16.55,-22.86,7,投連買
52	,8150.TW,南茂,32.9,1.23,1428,45.8,-20.53,7,投連買
53	,8415.TW,大國鋼,38.35,-0.78,181,41.6,-2.96,7,投連買
54	,1434.TW,福懋,26.3,-0.19,479,28.7,-4.78,6,投連買
55	,1440.TW,南紡,17.3,-1.42,812,24.9,-27.25,6,投連買
56	,2344.TW,華邦電,20.1,-0.99,9528,30.4,-31.33,6,投連買
