符合條件商品
資料日期：2022年 10月  3日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/03),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:15 符合檔數(101)
1	,1101.TW,台泥,34.05,-1.16,23484,33.65,1.19,20,投連買
2	,2301.TW,光寶科,64,-0.47,4678,63.2,1.27,20,投連買
3	,2303.TW,聯電,41.95,-2.1,34060,35.35,18.67,20,投連買
4	,2615.TW,萬海,86.2,-1.15,55180,70.3,22.62,20,投連買
5	,2887.TW,台新金,15.2,0,6593,13.45,13.01,20,投連買
6	,2892.TW,第一金,26.3,-0.38,6392,25.65,2.53,20,投連買
7	,3443.TW,創意,726,-0.55,5389,564,28.72,20,投連買
8	,3533.TW,嘉澤,829,0.36,375,741,11.88,20,投連買
9	,1605.TW,華新,46.75,-1.68,42087,38.7,20.8,19,投連買
10	,2609.TW,陽明,67.3,-1.03,57425,63.5,5.98,19,投連買
11	,2345.TW,智邦,237.5,-6.5,4085,266.5,-10.88,18,投連買
12	,1102.TW,亞泥,41.55,0.24,6062,39,6.54,15,投連買
13	,1304.TW,台聚,22.1,1.61,6105,20.4,8.33,15,投連買
14	,1314.TW,中石化,9.86,-1,4928,9.54,3.35,15,投連買
15	,1402.TW,遠東新,31.55,-4.39,10632,32.15,-1.87,15,投連買
16	,1904.TW,正隆,27.15,-1.09,381,26.45,2.65,15,投連買
17	,1907.TW,永豐餘,24.45,-1.21,810,23.55,3.82,15,投連買
18	,2105.TW,正新,33.75,-0.74,1203,35,-3.57,15,投連買
19	,2347.TW,聯強,61,-0.81,2957,53.3,14.45,15,投連買
20	,2357.TW,華碩,271,-1.63,1392,234,15.81,15,投連買
21	,2883.TW,開發金,12.7,-0.78,8936,11.8,7.63,15,投連買
22	,3023.TW,信邦,275.5,-0.18,232,262,5.15,15,投連買
23	,3034.TW,聯詠,301.5,-0.17,3163,217.5,38.62,15,投連買
24	,4938.TW,和碩,64.2,0.31,3317,57.5,11.65,15,投連買
25	,6005.TW,群益證,11.1,0,1344,10.45,6.22,15,投連買
26	,8150.TW,南茂,32.9,1.23,1428,29.7,10.77,15,投連買
27	,9907.TW,統一實,17.05,-0.29,1397,17.55,-2.85,15,投連買
28	,9933.TW,中鼎,41.85,0.6,916,45.85,-8.72,15,投連買
29	,2474.TW,可成,169,-1.74,2651,169,0,14,投連買
30	,2886.TW,兆豐金,30.55,-0.97,8425,30.65,-0.33,13,投連買
31	,3045.TW,台灣大,94.8,0,2514,95.6,-0.84,13,投連買
32	,3711.TW,日月光投控,93.8,-3.6,11870,77.1,21.66,12,投連買
