符合條件商品
資料日期：2022年  2月 23日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/23),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:53 符合檔數(42)
1	,2356.TW,英業達,26,0.19,6530,25.8,7,20,投連買
2	,2382.TW,廣達,71.2,-0.97,4354,94.3,-18.1,20,投連買
3	,2883.TW,開發金,12.7,-0.78,8936,19.35,-29.41,20,投連買
4	,3661.TW,世芯-KY,803,-1.35,2950,1070,-24,20,投連買
5	,4904.TW,遠傳,65.7,-0.3,2525,70,-2.32,20,投連買
6	,5269.TW,祥碩,717,0.14,564,1750,-57.89,20,投連買
7	,1303.TW,南亞,70.3,-1.54,4616,88.6,-12.52,19,投連買
8	,1402.TW,遠東新,31.55,-4.39,10632,30,10.39,19,投連買
9	,2324.TW,仁寶,22.95,0.44,9576,25.85,-3.61,19,投連買
10	,2347.TW,聯強,61,-0.81,2957,73.6,-10.75,19,投連買
11	,2353.TW,宏碁,23.15,0.22,5082,30,-15.2,19,投連買
12	,2357.TW,華碩,271,-1.63,1392,377.5,-17.33,19,投連買
13	,2890.TW,永豐金,16.7,-4.84,27291,17.45,1.21,19,投連買
14	,2912.TW,統一超,268,-1.47,996,262.5,5.43,19,投連買
15	,3045.TW,台灣大,94.8,0,2514,107,-7.73,19,投連買
16	,2344.TW,華邦電,20.1,-0.99,9528,34.8,-40,18,投連買
17	,2408.TW,南亞科,51.4,-0.58,5241,79,-30.43,18,投連買
18	,1216.TW,統一,65.9,0,2803,68,0.89,17,投連買
19	,2412.TW,中華電,112.5,-0.44,6521,125.5,-7.08,17,投連買
20	,2885.TW,元大金,21.8,-0.91,10786,25.2,-4.76,17,投連買
21	,2886.TW,兆豐金,30.55,-0.97,8425,38.05,-14.47,17,投連買
22	,2892.TW,第一金,26.3,-0.38,6392,26.25,6.13,17,投連買
23	,2337.TW,旺宏,35,0.57,15889,44.2,-15.62,15,投連買
24	,2377.TW,微星,119.5,1.7,2513,158.5,-17.84,15,投連買
25	,3017.TW,奇鋐,111,-1.77,2015,114.5,0.64,15,投連買
26	,1101.TW,台泥,34.05,-1.16,23484,47.65,-19.47,14,投連買
27	,2301.TW,光寶科,64,-0.47,4678,67.8,0.03,13,投連買
28	,2354.TW,鴻準,51.4,-1.15,1092,64.6,-17.44,13,投連買
29	,2603.TW,長榮,167.5,-2.33,36972,145,-40.16,13,投連買
30	,8299.TW,群聯,305,-0.81,792,528,-37.62,11,投連買
31	,2317.TW,鴻海,101,0,15490,105,1.15,9,投連買
32	,2395.TW,研華,333,-1.48,273,377,-9.47,8,投連買
33	,2492.TW,華新科,78.7,-1.38,848,151.5,-45.43,8,投連買
34	,2880.TW,華南金,22.5,-1.1,4175,22.65,6.13,8,投連買
35	,2884.TW,玉山金,24.1,-1.03,10272,30,-12.24,8,投連買
36	,2308.TW,台達電,281,-1.92,5149,259,11.08,6,投連買
37	,2409.TW,友達,15.4,0.65,36394,20.7,-26.21,5,投連買
38	,3035.TW,智原,159,0.63,7973,245,-33.61,5,投連買
39	,3189.TW,景碩,107,0,9581,213.5,-48.32,5,投連買
40	,3653.TW,健策,369.5,-0.81,1389,397,4.51,5,投連買
41	,4968.TW,立積,113.5,2.25,1398,218,-46.63,5,投連買
42	,6669.TW,緯穎,819,-1.33,686,995,-15.05,5,投連買
