符合條件商品
資料日期：2022年 10月  5日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/05),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:14 符合檔數(58)
1	,1101.TW,台泥,34.05,-1.16,23484,34.15,-0.29,20,投連買
2	,1605.TW,華新,46.75,-1.68,42087,39.55,18.2,20,投連買
3	,2301.TW,光寶科,64,-0.47,4678,66.7,-4.05,20,投連買
4	,2345.TW,智邦,237.5,-6.5,4085,285,-16.67,20,投連買
5	,2887.TW,台新金,15.2,0,6593,13.65,11.36,20,投連買
6	,2892.TW,第一金,26.3,-0.38,6392,25.45,3.34,20,投連買
7	,3443.TW,創意,726,-0.55,5389,573,26.7,20,投連買
8	,3533.TW,嘉澤,829,0.36,375,786,5.47,20,投連買
9	,1402.TW,遠東新,31.55,-4.39,10632,31.75,-0.63,17,投連買
10	,2347.TW,聯強,61,-0.81,2957,54.1,12.75,17,投連買
11	,2357.TW,華碩,271,-1.63,1392,244,11.07,17,投連買
12	,3023.TW,信邦,275.5,-0.18,232,282,-2.3,17,投連買
13	,3034.TW,聯詠,301.5,-0.17,3163,238.5,26.42,17,投連買
14	,2474.TW,可成,169,-1.74,2651,170,-0.59,16,投連買
15	,2886.TW,兆豐金,30.55,-0.97,8425,30.85,-0.97,15,投連買
16	,3045.TW,台灣大,94.8,0,2514,94.7,0.11,15,投連買
17	,2353.TW,宏碁,23.15,0.22,5082,22.65,2.21,13,投連買
18	,2492.TW,華新科,78.7,-1.38,848,78.2,0.64,13,投連買
19	,2885.TW,元大金,21.8,-0.91,10786,19.55,11.51,13,投連買
20	,1216.TW,統一,65.9,0,2803,66.3,-0.6,12,投連買
21	,1303.TW,南亞,70.3,-1.54,4616,68.3,2.93,11,投連買
22	,1326.TW,台化,69.4,-0.72,1689,69,0.58,11,投連買
23	,2317.TW,鴻海,101,0,15490,107,-5.61,11,投連買
24	,2356.TW,英業達,26,0.19,6530,22.85,13.79,10,投連買
25	,2376.TW,技嘉,106.5,1.43,5227,90.6,17.55,10,投連買
26	,2408.TW,南亞科,51.4,-0.58,5241,51.4,0,10,投連買
27	,2880.TW,華南金,22.5,-1.1,4175,22.1,1.81,10,投連買
28	,2890.TW,永豐金,16.7,-4.84,27291,16.95,-1.47,10,投連買
29	,2912.TW,統一超,268,-1.47,996,277,-3.25,10,投連買
30	,4966.TW,譜瑞-KY,825,0.86,553,735,12.24,10,投連買
31	,5880.TW,合庫金,25.95,-0.76,4866,25.7,0.97,10,投連買
32	,2006.TW,東和鋼鐵,53.2,0.95,1881,53.5,-0.56,9,投連買
33	,2059.TW,川湖,395,-0.63,106,472,-16.31,9,投連買
34	,2324.TW,仁寶,22.95,0.44,9576,21.7,5.76,9,投連買
35	,2351.TW,順德,99.5,1.22,927,115.5,-13.85,9,投連買
36	,3017.TW,奇鋐,111,-1.77,2015,119.5,-7.11,9,投連買
37	,3231.TW,緯創,29.9,-0.83,12268,27.1,10.33,9,投連買
38	,3702.TW,大聯大,47.8,-0.52,2583,47.3,1.06,9,投連買
39	,2002.TW,中鋼,30.7,0.16,37216,27.6,11.23,8,投連買
40	,2360.TW,致茂,179,0.56,783,186.5,-4.02,8,投連買
41	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.55,0.7,8,投連買
42	,3680.TW,家登,254.5,0.79,478,278.5,-7.24,8,投連買
43	,6669.TW,緯穎,819,-1.33,686,824,-0.61,8,投連買
44	,6789.TW,采鈺,201.5,1.77,576,237.5,-15.16,8,投連買
45	,9910.TW,豐泰,207.5,-1.19,2962,160,29.69,8,投連買
46	,9939.TW,宏全,86.9,2.12,1021,84.4,2.96,8,投連買
47	,4551.TW,智伸科,146,-0.68,691,172.5,-15.36,7,投連買
48	,1308.TW,亞聚,28.2,-0.88,1358,27.8,1.44,6,投連買
49	,2458.TW,義隆,86.1,-1.71,718,83.4,3.24,6,投連買
50	,3105.TW,穩懋,138,0.36,2757,140,-1.43,6,投連買
51	,2231.TW,為升,142,-2.07,335,167.5,-6.74,5,投連買
52	,2327.TW,國巨,460,-1.39,1468,297.5,24.02,5,投連買
53	,2368.TW,金像電,88.4,-1.12,3685,94.6,-6.55,5,投連買
54	,2377.TW,微星,119.5,1.7,2513,110,8.64,5,投連買
55	,2891.TW,中信金,21.9,-1.13,23817,20.5,6.83,5,投連買
56	,6415.TW,矽力*-KY,445,1.37,2330,450.5,-1.22,5,投連買
57	,6643.TW,M31,504,0,3247,379.5,32.81,5,投連買
58	,8478.TW,東哥遊艇,297,1.02,2514,274.5,8.2,5,投連買
