符合條件商品
資料日期：2022年  3月 14日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/14),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:50 符合檔數(55)
1	,1303.TW,南亞,70.3,-1.54,4616,91.2,-15,20,投連買
2	,2344.TW,華邦電,20.1,-0.99,9528,34.2,-38.96,20,投連買
3	,2603.TW,長榮,167.5,-2.33,36972,164.5,-47.25,20,投連買
4	,2880.TW,華南金,22.5,-1.1,4175,22.5,6.84,20,投連買
5	,2884.TW,玉山金,24.1,-1.03,10272,30.05,-12.4,20,投連買
6	,2308.TW,台達電,281,-1.92,5149,257.5,11.73,18,投連買
7	,2801.TW,彰銀,17.25,-0.29,2566,17.65,1.47,16,投連買
8	,5871.TW,中租-KY,216.5,0.46,2711,238.5,-2.07,15,投連買
9	,5876.TW,上海商銀,44.25,-0.45,2405,46.25,-0.83,15,投連買
10	,2330.TW,台積電,455,-2.78,26724,572,-18.7,14,投連買
11	,3711.TW,日月光投控,93.8,-3.6,11870,102,-0.38,14,投連買
12	,6147.TW,頎邦,58.6,0.51,604,71,-8.28,14,投連買
13	,6239.TW,力成,81.3,0.62,1926,97.8,-10.11,14,投連買
14	,1301.TW,台塑,86.8,-0.46,6046,106.5,-11.77,12,投連買
15	,3006.TW,晶豪科,66.2,0,3117,164,-55.64,12,投連買
16	,3034.TW,聯詠,301.5,-0.17,3163,463,-21.41,12,投連買
17	,3264.TW,欣銓,49.85,-0.89,1243,50.2,5.24,11,投連買
18	,3532.TW,台勝科,142,-2.07,1152,308.5,-53.29,11,投連買
19	,2014.TW,中鴻,27.6,1.1,53751,44,-30.5,10,投連買
20	,1560.TW,中砂,109.5,-1.35,2814,119,-5.94,9,投連買
21	,2395.TW,研華,333,-1.48,273,356.5,-4.27,9,投連買
22	,2207.TW,和泰車,592,-0.67,113,581,5.3,8,投連買
23	,1326.TW,台化,69.4,-0.72,1689,79.4,-7.12,7,投連買
24	,1402.TW,遠東新,31.55,-4.39,10632,30.55,8.38,7,投連買
25	,1504.TW,東元,27.25,-0.37,1749,29.7,-3.88,7,投連買
26	,2301.TW,光寶科,64,-0.47,4678,70,-3.1,7,投連買
27	,2317.TW,鴻海,101,0,15490,102.5,3.62,7,投連買
28	,2352.TW,佳世達,27.5,1.66,4573,32.2,-7,7,投連買
29	,2412.TW,中華電,112.5,-0.44,6521,123,-5.19,7,投連買
30	,2492.TW,華新科,78.7,-1.38,848,141.5,-41.57,7,投連買
31	,2887.TW,台新金,15.2,0,6593,18.85,-12.29,7,投連買
32	,2891.TW,中信金,21.9,-1.13,23817,26.8,-13.68,7,投連買
33	,3014.TW,聯陽,71.5,-0.83,189,112.5,-27.74,7,投連買
34	,3081.TW,聯亞,110.5,-0.9,1673,182.5,-37.77,7,投連買
35	,3227.TW,原相,94.6,-1.36,219,137.5,-23.96,7,投連買
36	,3231.TW,緯創,29.9,-0.83,12268,29.65,10.09,7,投連買
37	,3374.TW,精材,99.5,-1.49,1508,119.5,-14.98,7,投連買
38	,3702.TW,大聯大,47.8,-0.52,2583,57.2,-10.5,7,投連買
39	,4904.TW,遠傳,65.7,-0.3,2525,73.2,-6.58,7,投連買
40	,4958.TW,臻鼎-KY,108,-1.37,2633,95.3,18.67,7,投連買
41	,4968.TW,立積,113.5,2.25,1398,186,-37.44,7,投連買
42	,5880.TW,合庫金,25.95,-0.76,4866,26.75,3.55,7,投連買
43	,6202.TW,盛群,67.6,0,761,116.5,-35.59,7,投連買
44	,6669.TW,緯穎,819,-1.33,686,1030,-17.94,7,投連買
45	,2357.TW,華碩,271,-1.63,1392,369.5,-15.54,6,投連買
46	,2360.TW,致茂,179,0.56,783,177.5,5.42,6,投連買
47	,2382.TW,廣達,71.2,-0.97,4354,92,-16.06,6,投連買
48	,3035.TW,智原,159,0.63,7973,286,-43.12,6,投連買
49	,3481.TW,群創,11.1,0,42046,17.7,-31.69,6,投連買
50	,3707.TW,漢磊,86.9,0,3034,120.5,-27.6,6,投連買
51	,5274.TW,信驊,1830,0.83,312,2685,-23.9,6,投連買
52	,8155.TW,博智,108,-1.37,385,191.5,-40.76,6,投連買
53	,2351.TW,順德,99.5,1.22,927,134.5,-24.09,5,投連買
54	,2449.TW,京元電子,36.4,-1.75,4505,43.05,-8.7,5,投連買
55	,3661.TW,世芯-KY,803,-1.35,2950,1080,-24.71,5,投連買
