code,content,date
愛山林,愛山林:代取得人依證交法第43條之1第1項取得本公司股份變動達 1%公告,2022-08-31
樂威科-KY,樂威科-KY:依證交法第43條之1第1項規定，代非公開發行公司辦理公告,2022-08-31
正文,正文:本公司將收回已發行之限制員工權利新股辦理註銷完成公告(補充公告),2022-08-31
正文,正文:正文科技股份有限公司（公司代號：4906）註銷收回股票事宜。,2022-08-31
正文,正文:正文科技股份有限公司（公司代號：4906）註銷買回股票事宜。,2022-08-31
天宇,天宇:天宇工業股份有限公司（公司代號：8171）111年現金增資股款繳納憑證上櫃開始買賣日期。,2022-08-31
上銀,上銀:上銀科技股份有限公司（公司代號：2049）111年現金增資股款繳納憑證上市開始買賣日期。,2022-08-31
天宇,天宇:本公司111年現金增資發行新股股款繳納憑證劃撥暨上櫃日期公告,2022-08-31
兆豐金,兆豐金:兆豐金融控股股份有限公司111年分派110年度盈餘轉增資發行新股資本額變更登記核准公告,2022-08-31
曜越,曜越7月營收2.52億元年減16.47% 1—7月達17.04億元,2022-08-31
國產,國產:本公司向關係人處分使用權資產(提前終止租約),2022-08-31
華星光,華星光:公告本公司策略長退休案,2022-08-31
永裕,永裕:代重要子公司精奕興業(股)公司公告-接獲股數過半股東依公司法第173條之1由召集權人永裕塑膠工業股份有限公司等4人自行召集精奕興業(股)公司111年第1次股東臨時會,2022-08-31
泰偉,泰偉:公告本公司111年07月份自結合併財務報表之流動比率、速動比率及負債比率,2022-08-31
光環,光環:代子公司鎵聯通科技股份有限公司公告，自民國111年購入日起，變動會計估計事項,2022-08-31
欣泰,欣泰:公告本公司法人董事代表人異動,2022-08-31
文曄,文曄:本公司受邀參加凱基證券於111年9月1日舉辦之線上法人座談會,2022-08-31
元大金,元大金:元大金控代子公司元大投信公告董事異動,2022-08-31
天品,天品:公告111年第2季關係人交易申報數與會計師核閱數差異說明,2022-08-31
捷必勝-KY,捷必勝-KY:公告本公司111年7月份自結合併財務報表之流動比率、速動比率及負債比率,2022-08-31
統一,統一:代子公司統一企業(中國)投資有限公司公告取得理財產品,2022-08-31
神腦,神腦:代子公司Senao International HK Limited公告董事會決議通過辦理清算解散,2022-08-31
神腦,神腦:代孫公司優邑資訊有限公司公告租金變動修改使用權資產,2022-08-31
神腦,神腦:代子公司暐固科技股份有限公司公告取得神腦國際企業股份有限公司使用權資產,2022-08-31
開發金,開發金:中華開發金控公告庫藏股減資案業經經濟部核准資本變更登記,2022-08-31
熒茂,熒茂:公告本公司111年07月底自結合併財務比率之負債比率、流動比率、速動比率,2022-08-31
開發金,開發金:公告本公司因子公司凱基證券股份有限公司（下稱「凱基證券」）辦理減資所取得資金之運用情形,2022-08-31
開發金,開發金:中華開發金控代子公司凱基銀行公告授信資產之轉讓。,2022-08-31
新潤,新潤:本公司107年度第一次有擔保普通公司債第4年付息公告,2022-08-31
開發金,開發金:中華開發金融控股股份有限公司完成註銷庫藏股公告,2022-08-31
鈺創,鈺創:公告鈺創股份有限公司國內第三次無擔保轉換公司債(簡稱：鈺創三，代碼：53513)自111年09月20日起，轉換價格自63.9元調整為59.9元。,2022-08-31
材料-KY,材料-KY:公告濟南大自然新材料股份有限公司國內第三次無擔保轉換公司債轉(交)換公司債(簡稱：材料三KY，代碼：47633)停止受理轉交換等相關事項。,2022-08-31
新美齊,新美齊:新美齊股份有限公司一一一年度第一次有擔保普通公司債上櫃買賣公告。,2022-08-31
