code,content,date
中福,中福:（補充說明）代重要子公司福興投資股份有限公司公告法人董事改派代表人,2022-08-30
中福,中福:公告本公司中壢廠房土地租賃契約事宜,2022-08-30
中福,中福:公告本公司召開重大訊息記者會,2022-08-30
西勝,西勝:公告本公司111年7月份自結合併財務報告之負債比率、流動比率及速動比率。,2022-08-30
亞昕,亞昕:亞昕國際開發股份有限公司（公司代號：5213）111年增資股股票上櫃掛牌日期暨111年新股權利證書終止上櫃日期。,2022-08-30
淳紳,淳紳:淳紳股份有限公司（公司代號：4529）註銷收回股票事宜。,2022-08-30
鈺創,鈺創:公告本公司盈餘轉增資發行新股暨分派現金股利(更新配股率),2022-08-30
利奇,利奇:利奇機械工業股份有限公司111年分配110年度現金股利公告,2022-08-30
高僑,高僑:公告本公司代理發言人及內部稽核主管異動,2022-08-30
高僑,高僑:公告本公司發言人、財務主管及會計主管異動,2022-08-30
元大金,元大金:元大金控代子公司元大銀行公告向元大證券取得使用權資產,2022-08-30
元太,元太:公告本公司受邀參加HSBC舉辦之「HSBC Taiwan Executive Forum」,2022-08-30
興勤,興勤:代子公司江西興勤電子有限公司公告累積取得理財商品,2022-08-30
雄獅,雄獅:本公司法人董事代表人異動公告,2022-08-30
台塑,台塑:公告本公司取得設備,2022-08-30
科嘉-KY,科嘉-KY:代子公司蘇州艾普來/科德/嘉駿/嘉財/百景/嘉吉公告一年內累積處分同一有價證券達實收資本額20%,2022-08-30
國統,國統:公告代重要子公司定騰(股)公司對孫公司國洋環境科技股份有限公司新增背書保證達「資金貸與及背書保證處理準則」第二十五條第一項第四款之規定辦理,2022-08-30
國統,國統:公告代重要子公司定騰(股)公司對孫公司國洋環境科技股份有限公司新增背書保證達「資金貸與及背書保證處理準則」第二十五條第一項第二~三款之規定辦理,2022-08-30
國統,國統:公告本公司新增背書保證金額達處理準則第二十五條第一項第一款規定辦理,2022-08-30
樂威科-KY,樂威科-KY:更正本公司111年5月及6月關係人交易申報資訊,2022-08-30
樂威科-KY,"樂威科-KY:代重要子公司Raku Innovation Co.,Ltd.公告營運長、人事管理部副總新任案",2022-08-30
樂威科-KY,樂威科-KY:本公司董事會通過解除經理人競業禁止之限制案,2022-08-30
樂威科-KY,樂威科-KY:代子公司深圳樂威金屬有限公司公告董事會決議通過辦理解散清算事宜,2022-08-30
國統,國統:代子公司定騰股份有限公司公告盈餘轉增資除權基準日,2022-08-30
中再保,中再保:公告本公司發言人異動,2022-08-30
國統,國統:代子公司國洋環境科技股份有限公司公告盈餘轉增資除權基準日,2022-08-30
樂威科-KY,樂威科-KY:代子公司上海璞圭企業管理諮詢有限公司公告董事會決議通過辦理解散清算事宜,2022-08-30
樂威科-KY,樂威科-KY:代子公司Kino investment holdings Co.公告董事會決議通過辦理解散清算事宜,2022-08-30
福壽,福壽:公告本公司將於111年9月2日召開法人說明會,2022-08-30
鈺齊-KY,鈺齊-KY:公告鈺齊-KY股份有限公司國內第五次無擔保轉換公司債(簡稱：鈺齊五KY，代碼：98025)自111年09月22日起，轉換價格自104.7元調整為103元。,2022-08-30
海悅,海悅:海悅國際開發股份有限公司（公司代號：2348）111年除權配股股票上市掛牌日期。,2022-08-30
宜鼎,宜鼎:宜鼎國際股份有限公司111年增資股票發放公告,2022-08-30
根基,根基:本公司盈餘轉增資新股發放暨上市日期公告,2022-08-30
長興,長興:公告本公司辦理現金減資相關事宜,2022-08-30
永信,永信:公告本公司處分永鴻國際生技股份有限公司股票達新台幣三億元(補充111/6/1公告),2022-08-30
永信,永信:本公司降低對重要子公司永鴻國際生技股份有限公司持股累積達百分之十以上(補充111/6/1公告),2022-08-30
三一東林,三一東林:公告本公司董事會決議更換會計師事務所及簽證會計師,2022-08-30
