符合條件商品
資料日期：2021年 11月 22日
策略,	02每日資料（大戶）
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例
執行時間：2021-11-22 18:49 符合檔數(1743)
490	,2704.TW,國賓,31,0,301,85.12
491	,2705.TW,六福,18.2,0,137,63.19
492	,2706.TW,第一店,14.85,-0.34,268,83.39
493	,2707.TW,晶華,153.5,-0.65,233,57.39
494	,2712.TW,遠雄來,38,0,6,91.72
495	,2718.TW,晶悅,31.05,0,4,87.86
496	,2719.TW,燦星旅,12,0,0,79.7
497	,2722.TW,夏都,31.7,-0.31,5,86.6
498	,2723.TW,美食-KY,120,-2.04,1425,74.32
499	,2724.TW,富驛-KY,7.5,4.02,1,79.99
500	,2726.TW,雅茗-KY,33.9,-0.29,58,47.43
501	,2727.TW,王品,140.5,-0.71,357,23.3
502	,2729.TW,瓦城,235,-1.88,24,61.36
503	,2731.TW,雄獅,89.2,-1.87,617,51.77
504	,2732.TW,六角,98.5,-0.71,45,40.34
505	,2734.TW,易飛網,23.25,-2.52,168,40.99
506	,2736.TW,高野,15.35,0.33,41,35.77
507	,2739.TW,寒舍,22.95,-1.08,119,76.71
508	,2740.TW,天蔥,21.1,0.48,3,32.38
509	,2743.TW,山富,23.8,-0.83,28,57.41
510	,2745.TW,五福,24,-0.41,35,62.26
511	,2748.TW,雲品,42.55,0.12,54,69.3
512	,2752.TW,豆府,156.5,0.32,9,37.79
513	,2753.TW,八方雲集,128.5,-1.15,100,55.49
514	,2754.TW,亞洲藏壽司,79.2,0.38,89,68.03
515	,2755.TW,揚秦,55.8,-0.36,7,46.4
516	,2801.TW,彰銀,17.2,-0.29,5460,80.09
517	,2809.TW,京城銀,41.25,-0.48,2291,77.45
518	,2812.TW,台中銀,12.1,0.41,4070,61.63
519	,2816.TW,旺旺保,19.85,-0.25,49,75.41
520	,2820.TW,華票,17.5,-1.69,1191,61.5
521	,2823.TW,中壽,30.6,-0.49,10026,82.76
522	,2832.TW,台產,20.35,0,258,63.58
523	,2834.TW,臺企銀,9.92,0.92,28089,49.87
524	,2836.TW,高雄銀,11.85,0,248,80.74
525	,2838.TW,聯邦銀,12.3,0,893,87.92
526	,2841.TW,台開,4.09,2.76,3496,37.65
527	,2845.TW,遠東銀,10.8,0.47,2952,70.02
528	,2849.TW,安泰銀,16.8,0.3,225,97.87
529	,2850.TW,新產,48.9,0,45,57.64
530	,2851.TW,中再保,29,0,398,78.45
531	,2852.TW,第一保,14.8,0.34,289,53.83
532	,2855.TW,統一證,23.4,-0.43,863,69.32
533	,2867.TW,三商壽,9.48,0.85,4666,73.83
534	,2880.TW,華南金,20.9,-0.24,6182,72.34
535	,2881.TW,富邦金,74.4,-0.53,22827,82.32
536	,2882.TW,國泰金,61.1,-1.13,26725,78.76
537	,2883.TW,開發金,16.7,-0.89,82124,53.59
538	,2884.TW,玉山金,27.5,-0.54,21935,63.75
539	,2885.TW,元大金,25,-0.2,9983,79.61
540	,2886.TW,兆豐金,34.15,-1.44,16291,80.6
541	,2887.TW,台新金,18.7,-1.32,22048,63.95
542	,2888.TW,新光金,11.4,1.33,160783,61.96
543	,2889.TW,國票金,16.1,-0.31,3561,57.74
544	,2890.TW,永豐金,15.2,0.66,19763,76.99
545	,2891.TW,中信金,24.4,0.62,26631,77.83
546	,2892.TW,第一金,23.7,-0.21,9984,65.58
547	,2897.TW,王道銀行,7.99,-0.62,4780,87.18
548	,2901.TW,欣欣,25.15,-0.2,24,71.51
549	,2903.TW,遠百,22.4,0.67,517,82.51
550	,2904.TW,匯僑,25.45,0.99,112,50.08
551	,2905.TW,三商,23.5,-0.63,487,82.2
552	,2906.TW,高林,15.5,0,161,68.47
553	,2908.TW,特力,22.75,-1.94,375,87.25
554	,2910.TW,統領,35.4,0.57,7,94.68
555	,2911.TW,麗嬰房,8.3,-0.24,316,41.07
556	,2912.TW,統一超,288.5,-1.7,841,83.49
557	,2913.TW,農林,20,-0.25,2244,64.42
558	,2915.TW,潤泰全,106.5,-0.93,3558,71.03
559	,2916.TW,滿心,20.7,0,52,61.53
560	,2923.TW,鼎固-KY,28.3,3.28,44,99.2
561	,2924.TW,東凌-KY,17.65,0,0,66.98
562	,2926.TW,誠品生活,59.2,0,9,65.66
563	,2929.TW,淘帝-KY,11.75,0.43,218,21.19
564	,2936.TW,客思達-KY,26.5,0,16,90.92
565	,2937.TW,集雅社,37.5,-1.57,1,79.88
566	,2939.TW,凱羿-KY,27.3,-1.44,163,45.62
567	,2947.TW,振宇五金,116,-0.43,25,56.57
568	,3002.TW,歐格,11.95,0,177,63.39
569	,3003.TW,健和興,96.4,-1.23,2453,50.67
570	,3004.TW,豐達科,62.5,-1.57,109,52.6
571	,3005.TW,神基,54.8,0.18,465,75.78
572	,3006.TW,晶豪科,165,5.1,37596,36.72
573	,3008.TW,大立光,2100,0,183,43.79
574	,3010.TW,華立,90.1,0.33,948,52.35
575	,3011.TW,今皓,11.6,1.31,1284,23.84
576	,3013.TW,晟銘電,13.6,0.74,242,51.18
577	,3014.TW,聯陽,109.5,0.92,1643,19.75
578	,3015.TW,全漢,42.9,0.7,178,54.19
579	,3016.TW,嘉晶,149,4.2,58135,71.71
580	,3017.TW,奇鋐,88.4,0.91,33159,57.62
581	,3018.TW,同開,18.25,9.94,986,39.87
582	,3019.TW,亞光,97.5,4.5,47516,34.99
583	,3021.TW,鴻名,23.05,3.13,415,65.11
584	,3022.TW,威強電,44.3,0.8,241,61.15
585	,3023.TW,信邦,259.5,-0.19,326,57.97
586	,3024.TW,憶聲,13.55,1.12,775,33.89
587	,3025.TW,星通,25.3,1.2,752,18.95
588	,3026.TW,禾伸堂,121.5,0.83,522,34.28
589	,3027.TW,盛達,25.3,2.02,728,26.7
590	,3028.TW,增你強,30.8,0.98,496,32.31
591	,3029.TW,零壹,45.4,0.67,352,28.05
592	,3030.TW,德律,57.9,0.87,210,49.57
593	,3031.TW,佰鴻,24.85,-0.2,1012,60.08
594	,3032.TW,偉訓,32.05,0.79,154,42.67
595	,3033.TW,威健,29.25,0.17,3875,27.63
596	,3034.TW,聯詠,489.5,1.35,5911,49.71
597	,3035.TW,智原,190,-0.26,13754,48.37
598	,3036.TW,文曄,65.4,0.77,769,82.4
599	,3037.TW,欣興,196,0.26,16318,74.79
600	,3038.TW,全台,19.1,1.6,537,27.15
601	,3040.TW,遠見,38.9,0.13,50,45.63
602	,3041.TW,揚智,38.8,-1.02,26206,16.86
603	,3042.TW,晶技,112.5,0.9,6458,38.79
604	,3043.TW,科風,3.5,-2.23,295,14.43
605	,3044.TW,健鼎,122.5,0.82,1452,75.76
606	,3045.TW,台灣大,99.1,-0.9,1500,88.35
607	,3046.TW,建碁,33.4,9.87,1898,63.59
608	,3047.TW,訊舟,11.3,0.44,710,21.51
609	,3048.TW,益登,31.75,-0.47,746,40.47
610	,3049.TW,和鑫,15.15,9.78,63344,50.97
611	,3050.TW,鈺德,17.95,0.84,3642,48.32
612	,3051.TW,力特,11.55,0,3238,42.45
613	,3052.TW,夆典,10.8,0.47,909,52.41
614	,3054.TW,立萬利,26.05,0,131,79.14
615	,3055.TW,蔚華科,29.3,3.53,375,60.42
616	,3056.TW,總太,40.2,-0.25,362,42.18
617	,3057.TW,喬鼎,14.5,4.32,517,21.65
618	,3058.TW,立德,17.1,-0.29,1383,23.01
619	,3059.TW,華晶科,39.75,0.51,4192,24.79
620	,3060.TW,銘異,25.55,-0.97,2175,13.8
621	,3062.TW,建漢,35.7,1.85,39005,29.7
622	,3064.TW,泰偉,13.2,-2.94,14,39.14
623	,3066.TW,李洲,16.15,2.87,187,70.51
624	,3067.TW,全域,27.65,0,0,69.46
625	,3071.TW,協禧,23.5,1.08,179,55.83
626	,3073.TW,天方能源,25.85,0,0,68.22
627	,3078.TW,僑威,39.95,0.13,558,38.52
628	,3081.TW,聯亞,193,1.05,397,48.79
629	,3083.TW,網龍,47.4,-1.46,110,53.19
630	,3085.TW,新零售,10.2,1.49,29,68.28
631	,3086.TW,華義,88.9,-1.55,9,71.71
632	,3088.TW,艾訊,54.5,0.37,66,34.23
633	,3089.TW,億杰,34,-1.16,41,55.73
634	,3090.TW,日電貿,52.2,0.77,298,22.07
635	,3092.TW,鴻碩,56.7,1.98,697,31.93
636	,3093.TW,港建,79.3,0.25,10,70.71
637	,3094.TW,聯傑,36.35,1.82,1720,12.4
638	,3095.TW,及成,2.99,0,19,40.77
639	,3105.TW,穩懋,356,1.28,1733,59.76
640	,3114.TW,好德,27.4,2.24,654,43.99
641	,3115.TW,寶島極,13.05,0.38,16,69.93
642	,3118.TW,進階,29.95,-0.17,19,24.15
643	,3122.TW,笙泉,65.8,-2.95,6590,16.15
644	,3128.TW,昇銳,23.75,2.81,673,35.98
645	,3130.TW,一零四,176.5,-0.56,4,67.86
646	,3131.TW,弘塑,380,0.8,214,42.69
647	,3138.TW,耀登,238,-4.99,2326,21.08
648	,3141.TW,晶宏,262,4.8,13489,25.66
649	,3144.TW,新揚科,38.15,0,122,89.47
650	,3147.TW,大綜,51.3,0.39,108,32.96
651	,3149.TW,正達,34.9,6.4,3259,38.12
652	,3152.TW,璟德,393,-0.13,261,50.45
653	,3162.TW,精確,48.25,2.01,757,53.88
654	,3163.TW,波若威,42.4,1.19,261,13.91
655	,3164.TW,景岳,24,2.13,69,42.46
656	,3167.TW,大量,100,-2.91,1005,52.71
657	,3169.TW,亞信,249,9.21,16875,33.01
658	,3171.TW,新洲,20.8,-0.24,36,75.59
659	,3176.TW,基亞,53.3,4.31,580,25.71
660	,3178.TW,公準,78.5,0.51,370,60.82
661	,3188.TW,鑫龍騰,17.5,2.04,159,71.85
662	,3189.TW,景碩,238,1.28,7258,72.12
663	,3191.TW,和進,6.87,0.29,12,20.5
664	,3202.TW,樺晟,17.1,-0.87,2456,18.11
665	,3205.TW,佰研,26.5,-1.12,58,30.45
666	,3206.TW,志豐,28.7,-0.86,74,34.19
667	,3207.TW,耀勝,24.2,0.83,39253,25.07
668	,3209.TW,全科,29.3,0.17,299,30.21
669	,3211.TW,順達,94.9,0.53,227,25.42
670	,3213.TW,茂訊,61.5,0.49,105,14.31
671	,3217.TW,優群,97,1.25,822,42.89
672	,3218.TW,大學光,284,-1.05,347,63.07
673	,3219.TW,倚強科,93.5,-0.64,36,88.16
674	,3221.TW,台嘉碩,41.4,2.6,6608,23.09
675	,3224.TW,三顧,58,3.39,1691,42.18
676	,3226.TW,至寶電,65.5,0,4,70.44
677	,3227.TW,原相,159.5,1.92,1296,20.26
678	,3228.TW,金麗科,504,1.2,721,24.35
679	,3229.TW,晟鈦,6.67,-0.45,42,40.28
680	,3230.TW,錦明,20.1,-0.5,814,37.83
681	,3231.TW,緯創,29.4,0.68,7539,56.28
682	,3232.TW,昱捷,29.4,-4.55,3421,32.99
683	,3234.TW,光環,29.7,3.85,1492,7.69
684	,3236.TW,千如,26.5,1.15,379,23.74
685	,3252.TW,海灣,16.9,0,40,58.28
686	,3257.TW,虹冠電,70.9,1,544,19.04
687	,3259.TW,鑫創,29.95,3.99,195,44.03
688	,3260.TW,威剛,94,9.94,35842,14.55
689	,3264.TW,欣銓,57.6,1.77,12121,57.93
690	,3265.TW,台星科,32.9,1.7,880,58.94
691	,3266.TW,昇陽,13.65,-0.36,66,88.74
692	,3268.TW,海德威,30.7,2.33,184,25.65
693	,3272.TW,東碩,40.1,0.75,62,45.75
694	,3276.TW,宇環,17.3,3.9,472,61.93
695	,3284.TW,太普高,12.35,-0.4,31,54.17
696	,3285.TW,微端,20.3,-1.22,34,45.23
697	,3287.TW,廣寰科,18.3,0.55,65,48.77
698	,3288.TW,點晶,16.1,-0.62,20,29.9
699	,3289.TW,宜特,56.5,-1.74,675,10.28
700	,3290.TW,東浦,16.35,4.81,4441,34.33
701	,3293.TW,鈊象,809,-0.25,280,28.95
702	,3294.TW,英濟,22.8,1.33,910,59.76
703	,3296.TW,勝德,18.4,1.66,146,64.37
704	,3297.TW,杭特,19.4,1.31,167,39.1
705	,3303.TW,岱稜,26.4,-0.19,163,39.67
706	,3305.TW,昇貿,86.7,-1.92,6189,43.8
707	,3306.TW,鼎天,29.7,3.48,604,46.61
708	,3308.TW,聯德,8.07,3.73,83,74.69
709	,3310.TW,佳穎,31.15,-1.11,15,63.56
710	,3311.TW,閎暉,34.05,0.74,38,46.14
711	,3312.TW,弘憶股,25.05,3.73,3128,48.32
712	,3313.TW,斐成,13,4,1182,60.84
713	,3317.TW,尼克森,83.8,1.58,3389,18.86
714	,3321.TW,同泰,13.4,0.37,299,40.46
715	,3322.TW,建舜電,17.45,1.75,426,29.72
716	,3323.TW,加百裕,42.45,-1.39,830,10.57
717	,3324.TW,雙鴻,186,4.49,4091,26.62
718	,3325.TW,旭品,16.1,0,132,13.89
719	,3332.TW,幸康,39.5,0,3,77.83
720	,3338.TW,泰碩,51,9.91,1271,23.14
721	,3339.TW,泰谷,19.3,0.78,478,38.18
722	,3346.TW,麗清,45.45,5.45,2038,28.84
723	,3354.TW,律勝,19.1,-1.29,1182,70.67
724	,3356.TW,奇偶,32,0,278,23.02
725	,3357.TW,臺慶科,138.5,4.14,624,45.62
726	,3360.TW,尚立,15.2,-0.33,210,15.11
727	,3362.TW,先進光,84.2,1.2,21112,52.91
728	,3363.TW,上詮,35.1,1.59,3831,15.82
729	,3372.TW,典範,25.7,3.01,1908,45.78
730	,3373.TW,熱映,34.7,-0.72,123,24.24
731	,3374.TW,精材,141,-1.4,1755,47.74
732	,3376.TW,新日興,97.3,2.1,1002,53.16
733	,3379.TW,彬台,12.15,0,81,44.4
734	,3380.TW,明泰,30.85,3.52,9554,68.36
735	,3383.TW,新世紀,4.2,0.96,10,31.06
736	,3388.TW,崇越電,82.6,0,106,33.86
737	,3390.TW,旭軟,21.8,9.82,2308,25.65
738	,3402.TW,漢科,48.2,3.66,1267,25.54
739	,3406.TW,玉晶光,530,7.07,9445,37.88
740	,3413.TW,京鼎,219,0.69,521,35.03
741	,3416.TW,融程電,80.8,-0.86,38,62.04
742	,3419.TW,譁裕,29.65,7.82,12491,31.45
743	,3426.TW,台興,38.1,0,0,48.49
744	,3432.TW,台端,14.2,-0.35,1011,59.59
745	,3434.TW,哲固,16.1,0.94,78,19.69
746	,3437.TW,榮創,25.65,1.38,1151,28.01
747	,3438.TW,類比科,94.9,2.48,1188,58.39
748	,3441.TW,聯一光,41.35,-0.6,772,17.67
749	,3443.TW,創意,610,1.67,1606,57.97
750	,3444.TW,利機,64.2,9.93,5258,38.12
751	,3450.TW,聯鈞,57.8,1.4,528,21.4
752	,3454.TW,晶睿,71.9,-0.28,68,64.07
753	,3455.TW,由田,74.3,0.81,3413,21.01
754	,3465.TW,進泰電子,227,9.93,608,74.77
755	,3466.TW,致振,17.4,4.5,690,37.68
756	,3479.TW,安勤,51.8,3.19,91,34.63
757	,3481.TW,群創,18.9,-0.26,181779,47.56
758	,3483.TW,力致,95.7,4.02,10570,11.74
759	,3484.TW,崧騰,71.4,0.71,398,17.86
760	,3489.TW,森寶,14.6,6.18,1574,68.96
761	,3490.TW,單井,31.7,1.28,1351,6.02
762	,3491.TW,昇達科,173,-3.89,7832,18.47
763	,3492.TW,長盛,19.15,-0.78,57,36.19
764	,3498.TW,陽程,33.3,-0.89,88,37.41
765	,3499.TW,環天科,15.85,3.93,1736,45.97
766	,3501.TW,維熹,48.15,0.1,167,46.79
767	,3504.TW,揚明光,136.5,-2.5,5757,66.31
768	,3508.TW,位速,54.3,-1.27,4114,26.42
769	,3511.TW,矽瑪,39.7,0.25,272,53.52
770	,3512.TW,皇龍,34.75,0,138,71.43
771	,3515.TW,華擎,239,-0.62,4168,68.19
772	,3516.TW,亞帝歐,16.05,-0.62,54,59.62
773	,3518.TW,柏騰,23,0,121,27.47
774	,3520.TW,華盈,15.25,-2.24,145,36.63
775	,3521.TW,鴻翊,12.3,0.82,20,52.56
776	,3522.TW,御頂,11.5,-0.86,294,40.72
777	,3526.TW,凡甲,171,-2.01,673,31.23
778	,3527.TW,聚積,201.5,0.75,733,23.5
779	,3528.TW,安馳,49.5,0.1,45,65.08
780	,3529.TW,力旺,2410,-0.62,347,44.19
781	,3530.TW,晶相光,153,3.38,4716,40.88
782	,3531.TW,先益,21.7,-2.03,6,61.76
783	,3532.TW,台勝科,210,9.95,8517,90.55
784	,3533.TW,嘉澤,709,0.57,477,56.5
785	,3535.TW,晶彩科,18.2,-2.15,895,21.42
786	,3536.TW,誠創,6.09,0,48,48.73
787	,3537.TW,堡達,36.8,0.41,262,26.92
788	,3540.TW,曜越,39.5,3.54,331,26.15
789	,3541.TW,西柏,62.9,0.64,72,22.99
790	,3543.TW,州巧,27.5,1.29,86,38.09
791	,3545.TW,敦泰,176.5,2.32,12832,20.09
792	,3546.TW,宇峻,83.9,-0.12,204,21.32
793	,3548.TW,兆利,59.6,1.88,222,30.75
794	,3550.TW,聯穎,18.5,0.27,1701,28.73
795	,3551.TW,世禾,71.2,2.59,1066,26.4
796	,3552.TW,同致,193.5,3.2,1218,36.66
797	,3555.TW,重鵬,41.05,2.37,1,64.98
798	,3556.TW,禾瑞亞,79.9,1.52,746,13.67
799	,3557.TW,嘉威,78.6,0.9,154,53.46
800	,3558.TW,神準,96.9,0.94,67,45.85
801	,3563.TW,牧德,245.5,6.28,595,11.22
802	,3564.TW,其陽,27.25,2.44,313,69.16
803	,3567.TW,逸昌,39.35,9.61,1642,21.68
804	,3570.TW,大塚,78.3,-0.13,18,47.76
805	,3576.TW,聯合再生,21.75,1.87,6064,36.93
806	,3577.TW,泓格,51.1,-0.78,75,48.87
807	,3580.TW,友威科,56,2.19,244,19.83
808	,3581.TW,博磊,28,1.45,560,48.75
809	,3583.TW,辛耘,80.8,1.25,1115,59.87
810	,3587.TW,閎康,140,1.08,396,24.47
811	,3588.TW,通嘉,162.5,2.2,3746,31.12
812	,3591.TW,艾笛森,22.4,1.82,1324,48.05
813	,3593.TW,力銘,15.8,-0.63,49,60.45
814	,3594.TW,磐儀,22.45,-0.22,227,46.07
815	,3596.TW,智易,115,-1.29,4057,50.49
816	,3597.TW,映興,26.75,-0.19,57,67.84
817	,3605.TW,宏致,53.4,6.59,9941,38.29
818	,3607.TW,谷崧,14.6,-2.01,762,20.92
819	,3609.TW,三一東林,53.5,-1.47,91,44.18
820	,3611.TW,鼎翰,208.5,-1.18,34,48.62
821	,3615.TW,安可,22.5,-0.44,229,26.65
822	,3617.TW,碩天,70.5,-0.98,58,59.89
823	,3622.TW,洋華,30.25,1.51,195,54.02
824	,3623.TW,富晶通,15.5,-0.64,18,52.6
825	,3624.TW,光頡,51,9.91,19223,55.67
826	,3625.TW,西勝,23.15,1.76,475,35.18
827	,3628.TW,盈正,35.7,0.28,96,58.28
828	,3629.TW,地心引力,57.4,-2.38,0,82.33
829	,3630.TW,新鉅科,42,-1.64,2192,51.27
830	,3631.TW,晟楠,48.75,3.72,90,80.8
831	,3632.TW,研勤,8.12,0.74,25,13.9
832	,3642.TW,駿熠電,8.13,3.3,219,47.49
833	,3645.TW,達邁,43.5,1.75,380,33.57
834	,3646.TW,艾恩特,26.65,1.33,39,22.67
835	,3652.TW,精聯,25.8,4.45,214,63.52
836	,3653.TW,健策,401,2.3,1465,63.73
837	,3661.TW,世芯-KY,1145,-1.29,1396,33.72
838	,3663.TW,鑫科,38.3,0,292,58.8
839	,3664.TW,安瑞-KY,9.3,-0.43,52,69.21
840	,3665.TW,貿聯-KY,258.5,1.97,2448,52.77
841	,3666.TW,光耀,33.4,6.54,791,48.72
842	,3669.TW,圓展,51.9,2.98,437,54.51
843	,3672.TW,康聯訊,27.65,9.94,1798,37.83
844	,3673.TW,TPK-KY,42.25,2.05,2523,35.45
845	,3675.TW,德微,258.5,-4.79,7672,55.19
846	,3679.TW,新至陞,84,0.12,33,56.4
847	,3680.TW,家登,257,-0.19,224,45.67
848	,3682.TW,亞太電,8.46,0.48,3040,71.09
849	,3684.TW,榮昌,42.75,-0.47,50,42.74
850	,3685.TW,元創精密,41.9,9.97,719,63.49
851	,3686.TW,達能,15.7,0.64,620,5.95
852	,3687.TW,歐買尬,108,-0.46,369,32.82
853	,3689.TW,湧德,44,0.23,1155,16.94
854	,3691.TW,碩禾,185.5,3.63,662,57.74
855	,3693.TW,營邦,48.45,-0.31,170,57.35
856	,3694.TW,海華,25.4,2.01,1028,61.46
857	,3701.TW,大眾控,61,-5.57,6979,89.2
858	,3702.TW,大聯大,51,0.99,2084,73.19
859	,3703.TW,欣陸,25.35,0,1050,73.46
860	,3704.TW,合勤控,34.5,5.5,28583,49.68
861	,3705.TW,永信,43.7,0.11,137,59.17
862	,3706.TW,神達,34.5,0.29,33242,45.09
863	,3707.TW,漢磊,153,-1.92,18604,49.18
864	,3708.TW,上緯投控,92.1,0.11,380,35.43
865	,3709.TW,鑫聯大投控,41.5,-0.95,1041,77.17
866	,3710.TW,連展投控,8.43,-0.71,431,24.65
867	,3711.TW,日月光投控,106.5,0.47,13157,83.67
868	,3712.TW,永崴投控,33.15,1.38,913,48.74
869	,3713.TW,新晶投控,35.65,-0.97,88,50.79
870	,3714.TW,富采,80.4,1.77,12286,41.16
871	,4102.TW,永日,20,5.54,256,23.4
872	,4104.TW,佳醫,57.7,0,166,39.02
873	,4105.TW,東洋,69.1,0.14,218,40.09
874	,4106.TW,雃博,28.45,-0.18,1292,44.92
875	,4107.TW,邦特,111,0,30,46.79
876	,4108.TW,懷特,23,0.44,257,23.38
877	,4109.TW,加捷生醫,13.85,0.36,42,42.56
878	,4111.TW,濟生,22.6,0.67,38,27.9
879	,4113.TW,聯上,14.15,0.35,133,63.78
880	,4114.TW,健喬,22.7,-0.22,379,38.1
881	,4116.TW,明基醫,28.1,0.36,9,57.28
882	,4119.TW,旭富,79.3,0.25,110,45.56
883	,4120.TW,友華,38.9,-0.26,51,65.42
884	,4121.TW,優盛,19.6,0.51,286,31.42
885	,4123.TW,晟德,62.3,0,1082,48.41
886	,4126.TW,太醫,71.5,-2.19,311,27.26
887	,4127.TW,天良,11.8,-0.42,106,33.31
888	,4128.TW,中天,66.2,3.76,11699,48.74
889	,4129.TW,聯合,30.2,-0.82,141,12.27
890	,4130.TW,健亞,22,2.33,284,32.09
891	,4131.TW,晶宇,6,-0.66,14,50.63
892	,4133.TW,亞諾法,37.65,1.48,318,20.28
893	,4137.TW,麗豐-KY,248,-2.75,415,55.34
894	,4138.TW,曜亞,52.2,0.58,6,50.16
895	,4139.TW,馬光-KY,46.7,0,10,48.17
896	,4141.TW,龍燈-KY,20.9,0.72,918,69.12
897	,4142.TW,國光生,44.05,1.26,1003,39.65
898	,4147.TW,中裕,68.6,1.18,864,36.23
899	,4148.TW,全宇生技-KY,41.15,3.65,65,74.16
900	,4153.TW,鈺緯,26.15,3.36,115,66.61
901	,4154.TW,樂威科-KY,59,4.06,88,62.4
902	,4155.TW,訊映,23.3,0.43,118,23.1
903	,4157.TW,太景*-KY,14.8,-1,1598,57.31
904	,4160.TW,創源,25.5,-0.39,100,25.37
905	,4161.TW,聿新科,28.5,0.35,97,23.97
906	,4162.TW,智擎,57.6,0.52,347,38.08
907	,4163.TW,鐿鈦,86.3,0.12,21,34.35
908	,4164.TW,承業醫,37.05,-0.67,189,48.68
909	,4167.TW,松瑞藥,19.05,0.26,474,33.29
910	,4168.TW,醣聯,28.1,-2.26,507,25.68
911	,4171.TW,瑞基,85.7,2.88,384,29.91
912	,4173.TW,久裕,18,0.56,36,41.69
913	,4174.TW,浩鼎,106.5,0,363,44.18
914	,4175.TW,杏一,70.5,0,54,56.76
915	,4183.TW,福永生技,18.45,-0.27,5,47.82
916	,4188.TW,安克,18.55,0,19,47.56
917	,4190.TW,佐登-KY,76.1,1.33,70,65.57
918	,4192.TW,杏國,36,2.27,953,65.74
919	,4198.TW,欣大健康,6.08,-1.14,28,66
920	,4205.TW,中華食,134.5,-0.37,25,59.05
921	,4207.TW,環泰,13.75,1.1,91,59.62
922	,4303.TW,信立,29.6,9.83,6857,71.49
923	,4304.TW,勝昱,6.45,-4.44,1,66.38
924	,4305.TW,世坤,32.1,0.16,3,72.7
925	,4306.TW,炎洲,15.2,0.33,945,48.86
926	,4401.TW,東隆興,34.3,-0.72,84,51.94
927	,4402.TW,福大,6.48,4.01,326,17.51
928	,4406.TW,新昕纖,11.7,0.43,266,50.1
929	,4413.TW,飛寶企業,12.05,0,17,54.7
930	,4414.TW,如興,7.89,4.92,4721,64.92
931	,4416.TW,三圓,110,-0.9,29,77.04
932	,4417.TW,金洲,35.2,0.14,75,33.97
933	,4419.TW,元勝,10,0,0,80.19
934	,4420.TW,光明,30.3,-0.66,9,54.6
935	,4426.TW,利勤,23.75,9.45,3669,54.16
936	,4429.TW,聚紡,40.15,-0.12,3,81.44
937	,4430.TW,耀億,23.7,0,12,54.64
938	,4432.TW,銘旺實,14.65,-2.33,108,45.7
939	,4433.TW,興采,31.8,0,20,47.97
940	,4438.TW,廣越,135,-1.82,213,55.24
941	,4439.TW,冠星-KY,141,0,6,74.54
942	,4440.TW,宜新實業,50.5,4.34,990,32.74
943	,4502.TW,健信,41.3,-0.96,12,47.42
944	,4503.TW,金雨,26.75,-0.19,395,50.24
945	,4506.TW,崇友,65,-0.15,100,79.19
946	,4510.TW,高鋒,11.15,0,84,44.31
947	,4513.TW,福裕,16.4,4.46,1448,38.41
948	,4523.TW,永彰,28.95,0,9,70.91
949	,4526.TW,東台,16.75,-0.59,221,43.97
950	,4527.TW,方土霖,27.4,0,7,54.2
951	,4528.TW,江興鍛,41.25,-0.84,104,59.91
952	,4529.TW,淳紳,13.25,1.53,864,52.98
953	,4530.TW,宏易,8.87,-1.99,143,39.47
954	,4532.TW,瑞智,19,0.26,624,61.05
955	,4533.TW,協易機,11.65,1.3,142,54.83
956	,4534.TW,慶騰,13.1,3.56,579,33.72
957	,4535.TW,至興,33.8,0.6,14,74.83
958	,4536.TW,拓凱,134.5,0.37,45,44.49
959	,4538.TW,大詠城,20.25,-0.25,10,76.62
960	,4540.TW,全球傳動,49.2,1.55,62,50.38
961	,4541.TW,晟田,24.9,-0.2,204,39.14
962	,4542.TW,科嶠,26.6,-0.37,3,45.19
963	,4543.TW,萬在,18.8,0,43,58.81
964	,4545.TW,銘鈺,28.65,4.18,231,70.76
965	,4549.TW,桓達,88.6,0.68,15,60.04
966	,4550.TW,長佳,23.3,1.08,68,48.44
967	,4551.TW,智伸科,188,-0.27,634,74.52
968	,4552.TW,力達-KY,31.45,0,46,48.85
969	,4554.TW,橙的,30.6,0.82,42,32.11
970	,4555.TW,氣立,52.6,0.19,27,80.84
971	,4556.TW,旭然,30.9,0,0,77.24
972	,4557.TW,永新-KY,66.4,1.84,210,44.24
973	,4560.TW,強信-KY,42.6,0,79,83.52
974	,4561.TW,健椿,29.3,1.03,228,56.94
975	,4562.TW,穎漢,17.45,-1.69,38,63.1
976	,4563.TW,百德,30.6,0.33,9,61.49
977	,4564.TW,元翎,41.25,-0.36,350,44.69
978	,4566.TW,時碩工業,42.6,-0.7,71,70.49
979	,4568.TW,科際精密,63.3,-1.56,34,59.11
980	,4571.TW,鈞興-KY,97.5,-0.51,32,55.36
981	,4572.TW,駐龍,104,0,99,42.84
982	,4576.TW,大銀微系統,110.5,3.27,141,62.85
983	,4580.TW,捷流閥業,89,-0.22,34,46.87
984	,4581.TW,光隆精密-KY,35.7,-0.28,6,57.46
985	,4609.TW,唐鋒,7.55,0.27,3,63.66
986	,4702.TW,中美實,14.9,-0.67,396,54.53
987	,4706.TW,大恭,18.9,0,1,57.72
988	,4707.TW,磐亞,12.75,0.79,359,60.62
989	,4711.TW,永純,20.35,2.01,613,57.39
990	,4714.TW,永捷,15.45,3,6063,26.28
991	,4716.TW,大立,14.5,0,77,33.2
