符合條件商品
資料日期：2021年 11月 22日
策略,	02每日資料（大戶）
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例
執行時間：2021-11-22 18:49 符合檔數(1743)
992	,4720.TW,德淵,14.65,-0.68,175,49.61
993	,4721.TW,美琪瑪,162,-2.7,7884,33.83
994	,4722.TW,國精化,42.3,0.24,648,34.21
995	,4726.TW,永昕,39.8,3.11,836,39.52
996	,4728.TW,雙美,80.2,-0.37,37,60.77
997	,4729.TW,熒茂,13.1,1.95,282,48.86
998	,4735.TW,豪展,58.7,0.69,195,22.11
999	,4736.TW,泰博,171,1.18,556,42.49
1000	,4737.TW,華廣,66.6,-1.04,38,49.28
1001	,4739.TW,康普,150,-4.46,7289,33
1002	,4741.TW,泓瀚,27,1.12,52,46.58
1003	,4743.TW,合一,299.5,5.83,7084,50.84
1004	,4744.TW,皇將,26.85,0,60,38.81
1005	,4745.TW,合富-KY,23.8,-0.83,21,47.67
1006	,4746.TW,台耀,57.2,1.06,1361,23.01
1007	,4747.TW,強生,35.6,0.28,9,33.22
1008	,4754.TW,國碳科,38,0,19,29.01
1009	,4755.TW,三福化,82.9,1.22,461,72.65
1010	,4760.TW,勤凱,99.9,-0.1,163,34.04
1011	,4763.TW,材料-KY,100,0.4,76,69.42
1012	,4764.TW,雙鍵,60.5,0,3,71.25
1013	,4766.TW,南寶,137.5,0.73,68,73.86
1014	,4767.TW,誠泰科技,28.1,-2.6,1,47.55
1015	,4803.TW,VHQ-KY,5.47,-9.88,8,48.91
1016	,4804.TW,大略-KY,8.28,0.36,51,53.31
1017	,4806.TW,昇華,9.3,1.53,4,52.81
1018	,4807.TW,日成-KY,29.8,0.68,197,60.26
1019	,4903.TW,聯光通,12,-0.83,485,11.91
1020	,4904.TW,遠傳,63.4,-1.09,2881,88.9
1021	,4905.TW,台聯電,51.4,0.98,4,65.94
1022	,4906.TW,正文,28.25,0.18,4257,15.98
1023	,4907.TW,富宇,25.7,0.19,51,85.11
1024	,4908.TW,前鼎,34.15,7.22,3309,39.07
1025	,4909.TW,新復興,23.2,-0.43,237,34.31
1026	,4911.TW,德英,27.8,2.96,7,45.98
1027	,4912.TW,聯德控股-KY,175.5,3.24,927,41.26
1028	,4915.TW,致伸,55.1,-0.72,6192,56.99
1029	,4916.TW,事欣科,38.35,9.89,20166,33.89
1030	,4919.TW,新唐,137.5,1.48,9890,65.99
1031	,4924.TW,欣厚-KY,13.85,0,10,54.46
1032	,4927.TW,泰鼎-KY,102.5,-0.49,16422,59.47
1033	,4930.TW,燦星網,26.2,0.96,517,56.99
1034	,4931.TW,新盛力,19.25,-0.26,37,54.2
1035	,4933.TW,友輝,35.15,0.43,86,59.95
1036	,4934.TW,太極,36.25,0.97,2591,29.09
1037	,4935.TW,茂林-KY,78,1.96,432,45.98
1038	,4938.TW,和碩,68.2,0.15,4196,65.12
1039	,4939.TW,亞電,20.7,2.48,289,13.29
1040	,4942.TW,嘉彰,46.7,0.21,176,52.84
1041	,4943.TW,康控-KY,30.3,-9.96,312,45.65
1042	,4944.TW,兆遠,20.1,-0.5,142,60.5
1043	,4945.TW,陞達科技,69.7,3.87,254,52.03
1044	,4946.TW,辣椒,35.25,-2.08,99,24.67
1045	,4950.TW,牧東,19.3,-0.77,275,28.8
1046	,4952.TW,凌通,75.1,-0.13,1393,50.33
1047	,4953.TW,緯軟,87.4,0.34,117,37.73
1048	,4956.TW,光鋐,25.6,1.59,3195,23.73
1049	,4958.TW,臻鼎-KY,102.5,2.5,3748,70.86
1050	,4960.TW,誠美材,13.25,1.15,10561,36.57
1051	,4961.TW,天鈺,265.5,-1.12,8860,39.37
1052	,4966.TW,譜瑞-KY,2130,0.95,562,36.56
1053	,4967.TW,十銓,47.5,9.95,4943,11.88
1054	,4968.TW,立積,316.5,-2.91,1987,22.79
1055	,4971.TW,IET-KY,82,-0.36,594,6.57
1056	,4972.TW,湯石照明,31.55,0.64,42,35.68
1057	,4973.TW,廣穎,26.85,9.82,2415,24.84
1058	,4974.TW,亞泰,54.3,0.56,88,42.57
1059	,4976.TW,佳凌,78.4,3.29,47247,25.28
1060	,4977.TW,眾達-KY,88.5,2.55,140,40.91
1061	,4979.TW,華星光,19.65,2.34,2277,32.76
1062	,4987.TW,科誠,51.7,0,37,21.67
1063	,4991.TW,環宇-KY,51.8,1.97,158,44.81
1064	,4994.TW,傳奇,53.9,1.13,23,79.62
1065	,4995.TW,晶達,34.6,-0.43,25,53.94
1066	,4999.TW,鑫禾,42.15,1.32,68,30.36
1067	,5007.TW,三星,58.4,0.34,15,81.34
1068	,5009.TW,榮剛,21.1,0.24,2112,38.9
1069	,5011.TW,久陽,33.8,6.62,2126,31.31
1070	,5013.TW,強新,37.35,-1.19,37,77.83
1071	,5014.TW,建錩,21.4,0,1653,23.38
1072	,5015.TW,華祺,36.45,0.41,41,45.23
1073	,5016.TW,松和,37.75,0,33,58.27
1074	,5102.TW,富強,19.9,-0.25,28,82.14
1075	,5201.TW,凱衛,26,0.58,25,32.47
1076	,5202.TW,力新,19.1,-2.05,113,61.34
1077	,5203.TW,訊連,89.6,-1.86,89,46.22
1078	,5205.TW,中茂,12.35,0,0,52.7
1079	,5206.TW,坤悅,16,0,8424,78.5
1080	,5209.TW,新鼎,70.3,3.38,137,54.42
1081	,5210.TW,寶碩,21.7,-2.47,504,37.43
1082	,5211.TW,蒙恬,22.45,1.35,418,34.24
1083	,5212.TW,凌網,46.1,-0.32,6,67.81
1084	,5213.TW,亞昕,22.2,-0.45,208,80.83
1085	,5215.TW,科嘉-KY,72.6,0.55,104,48.16
1086	,5220.TW,萬達光電,35.55,0.42,96,24.26
1087	,5222.TW,全訊,216,-0.23,1178,20.5
1088	,5223.TW,安力-KY,53.6,2.29,197,53.28
1089	,5225.TW,東科-KY,20.6,-1.9,98,61.09
1090	,5227.TW,立凱-KY,45.55,-1.41,2600,21.87
1091	,5230.TW,雷笛克光學,36.65,-1.74,5756,15.55
1092	,5234.TW,達興材料,116,0,435,65.12
1093	,5236.TW,凌陽創新,184.5,3.07,2087,63.66
1094	,5243.TW,乙盛-KY,70.8,-1.26,4551,52.85
1095	,5245.TW,智晶,51.5,4.04,133,49.84
1096	,5251.TW,天鉞電,14.05,0.36,33,41.75
1097	,5258.TW,虹堡,34.6,-1,3254,36.82
1098	,5263.TW,智崴,152,-1.3,835,44.89
1099	,5269.TW,祥碩,1980,4.21,721,65.07
1100	,5272.TW,笙科,42.2,3.18,3133,22.85
1101	,5274.TW,信驊,3185,0.16,82,21.58
1102	,5276.TW,達輝-KY,16.15,-0.62,16,85.3
1103	,5278.TW,尚凡,203.5,0.25,23,22.34
1104	,5281.TW,大峽谷-KY,20.25,-0.98,29,55.05
1105	,5283.TW,禾聯碩,117,-0.85,37,57.67
1106	,5284.TW,jpp-KY,44.75,0.56,64,59.65
1107	,5285.TW,界霖,117,0,2853,56.51
1108	,5287.TW,數字,249.5,1.42,38,56.27
1109	,5288.TW,豐祥-KY,150,-0.66,27,71.31
1110	,5289.TW,宜鼎,209.5,3.46,525,42.64
1111	,5291.TW,邑昇,37.3,0.54,190,19.58
1112	,5299.TW,杰力,194,-0.51,621,32.06
1113	,5301.TW,寶得利,8.95,0.34,6,77.8
1114	,5302.TW,太欣,13.5,2.27,775,48.72
1115	,5306.TW,桂盟,207,0.98,94,71.44
1116	,5309.TW,系統電,43,-1.49,5559,20.25
1117	,5310.TW,天剛,16.5,4.1,158,59.8
1118	,5312.TW,寶島科,58.8,0,48,56.72
1119	,5314.TW,世紀,5.05,0.8,8,47.09
1120	,5315.TW,光聯,19.3,7.22,9215,18.59
1121	,5321.TW,美而快,105.5,0.96,661,53.12
1122	,5324.TW,士開,9.48,0.11,167,69.86
1123	,5328.TW,華容,15.35,1.99,1225,38.69
1124	,5340.TW,建榮,39,-0.89,150,58.53
1125	,5344.TW,立衛,26.8,2.88,770,76.21
1126	,5345.TW,天揚,5.51,0,6,48.4
1127	,5347.TW,世界,159.5,2.24,6859,85.15
1128	,5348.TW,系通,8.34,1.09,208,45.13
1129	,5351.TW,鈺創,101,3.27,15951,34.87
1130	,5353.TW,台林,21.1,0.96,320,43.79
1131	,5355.TW,佳總,6.46,-0.46,566,46.48
1132	,5356.TW,協益,26.05,0.39,103,28.23
1133	,5364.TW,力麗店,20.6,0,1,67.1
1134	,5371.TW,中光電,88.4,-2.32,6664,62.15
1135	,5381.TW,合正,6.13,-0.97,29,52.06
1136	,5383.TW,金利,31.65,2.59,242,57.18
1137	,5386.TW,青雲,47.7,0.95,171,27.48
1138	,5388.TW,中磊,70.2,3.24,2499,48.06
1139	,5392.TW,能率,25.7,2.59,308,32.94
1140	,5398.TW,慕康生醫,19.6,0.77,7,47.71
1141	,5403.TW,中菲,67.8,0.3,83,29.36
1142	,5410.TW,國眾,24.3,-2.02,473,22.95
1143	,5425.TW,台半,81.2,-1.93,12829,37.45
1144	,5426.TW,振發,11.8,0,1793,56.73
1145	,5432.TW,新門,28,0,0,81.05
1146	,5434.TW,崇越,149.5,0.34,258,37.04
1147	,5438.TW,東友,18.3,-0.27,14,79.58
1148	,5439.TW,高技,63.6,-0.93,937,30.86
1149	,5443.TW,均豪,34.9,2.65,1183,35.01
1150	,5450.TW,南良,17.35,-0.57,38,77.37
1151	,5452.TW,佶優,20.8,-0.72,330,46.44
1152	,5455.TW,昇益,28.4,0,0,91.65
1153	,5457.TW,宣德,81.2,0.37,700,62.1
1154	,5460.TW,同協,13.05,-0.38,47,23.94
1155	,5464.TW,霖宏,25,1.42,148,48.72
1156	,5465.TW,富驊,15.3,2,79,73.12
1157	,5468.TW,凱鈺,26.45,9.98,1327,44.22
1158	,5469.TW,瀚宇博,46.65,2.08,2448,63.99
1159	,5471.TW,松翰,94,-0.42,2610,26.51
1160	,5474.TW,聰泰,124,1.64,1367,55.12
1161	,5475.TW,德宏,28.8,0.88,1361,13.98
1162	,5478.TW,智冠,93.2,-0.43,61,59.01
1163	,5481.TW,新華,13.05,0,123,46.64
1164	,5483.TW,中美晶,205.5,5.38,18648,58.82
1165	,5484.TW,慧友,16.2,0,37,38.31
1166	,5487.TW,通泰,35.25,1.15,13,35.43
1167	,5488.TW,松普,9.29,9.94,2609,33.22
1168	,5489.TW,彩富,35.05,-0.85,41,80.01
1169	,5490.TW,同亨,27.65,1.28,228,25.27
1170	,5493.TW,三聯,43.1,-0.23,8,41.41
1171	,5498.TW,凱崴,14.3,1.42,557,43.05
1172	,5508.TW,永信建,63.2,-0.47,130,76.96
1173	,5511.TW,德昌,29.95,0,29,60.85
1174	,5512.TW,力麒,9.59,0.95,1292,55.64
1175	,5514.TW,三豐,21.8,-0.23,4,87.64
1176	,5515.TW,建國,14.2,1.07,246,52.35
1177	,5516.TW,雙喜,13.6,0,34,59.82
1178	,5519.TW,隆大,21.2,0,403,46.58
1179	,5520.TW,力泰,51.6,-1.53,4,75.12
1180	,5521.TW,工信,8.83,0.11,934,46.84
1181	,5522.TW,遠雄,67.2,-0.44,382,86.86
1182	,5523.TW,豐謙,29.5,-0.34,21,78.76
1183	,5525.TW,順天,29.25,-0.17,159,80.04
1184	,5529.TW,鉅陞,16.95,-0.29,148,60.27
1185	,5530.TW,龍巖,44.85,-0.33,257,78.84
1186	,5531.TW,鄉林,11.2,0,744,82.97
1187	,5533.TW,皇鼎,18.8,0,94,77.81
1188	,5534.TW,長虹,74.2,-0.13,265,64.01
1189	,5536.TW,聖暉,197,0.25,90,18.75
1190	,5538.TW,東明-KY,52,2.36,164,92.25
1191	,5543.TW,桓鼎-KY,68.3,-0.06,31,43.94
1192	,5546.TW,永固-KY,61,0,27,71.5
1193	,5601.TW,台聯櫃,31.95,0.31,5,44.79
1194	,5603.TW,陸海,31.65,3.09,871,52.01
1195	,5604.TW,中連貨,78.2,0.39,34,56.72
1196	,5607.TW,遠雄港,52.3,-1.51,679,67.23
1197	,5608.TW,四維航,43.15,1.77,7714,29.89
1198	,5609.TW,中菲行,104.5,-2.34,3288,39.73
1199	,5701.TW,劍湖山,3.14,-0.95,146,31.61
1200	,5703.TW,亞都,27.75,-0.72,0,89.64
1201	,5704.TW,老爺知,30,-0.33,13,78.47
1202	,5706.TW,鳳凰,45.4,-0.66,301,33.04
1203	,5820.TW,日盛金,12.35,-0.4,607,93.76
1204	,5864.TW,致和證,15.75,0.96,194,64.06
1205	,5871.TW,中租-KY,246,-1.99,2969,77.15
1206	,5876.TW,上海商銀,47,0.53,3178,80.63
1207	,5878.TW,台名,47.25,-0.11,10,61.41
1208	,5880.TW,合庫金,23.7,0.21,7275,70.57
1209	,5902.TW,德記,24.5,-0.41,65,77.11
1210	,5903.TW,全家,255.5,-0.2,46,93.21
1211	,5904.TW,寶雅,501,0,68,66.43
1212	,5905.TW,南仁湖,14.7,-0.34,885,39.14
1213	,5906.TW,台南-KY,36.65,0.41,6,73.47
1214	,5907.TW,大洋-KY,18.3,-0.27,86,69.2
1215	,6005.TW,群益證,16.75,0.3,3692,67.05
1216	,6015.TW,宏遠證,17,1.19,1194,35.81
1217	,6016.TW,康和證,14.15,0.71,2218,40.36
1218	,6020.TW,大展證,22.65,-0.44,23,95.02
1219	,6021.TW,大慶證,21.25,-0.7,28,90.07
1220	,6023.TW,元大期,50,-0.2,90,82.72
1221	,6024.TW,群益期,38.95,-0.13,124,63.17
1222	,6026.TW,福邦證,17.3,0.87,937,43.98
1223	,6101.TW,寬魚國際,19.5,0,17,80.49
1224	,6103.TW,合邦,8.63,9.94,44,92.74
1225	,6104.TW,創惟,193.5,2.65,46993,25.96
1226	,6108.TW,競國,21.45,0.7,317,34.93
1227	,6109.TW,亞元,9.94,-0.3,87,37.62
1228	,6111.TW,大宇資,66.2,-0.15,49,49.34
1229	,6112.TW,聚碩,39.1,0.51,97,55.01
1230	,6113.TW,亞矽,12.55,2.45,132,50.71
1231	,6114.TW,久威,23.3,0.43,15,60.9
1232	,6115.TW,鎰勝,42.75,-0.12,53,57.86
1233	,6116.TW,彩晶,16.2,-0.31,38699,43.21
1234	,6117.TW,迎廣,16.8,1.2,8,73.96
1235	,6118.TW,建達,31.65,9.9,5673,60.45
1236	,6120.TW,達運,11.7,3.54,4280,59.86
1237	,6121.TW,新普,322,0.31,443,51.02
1238	,6122.TW,擎邦,12.15,2.1,507,23.62
1239	,6123.TW,上奇,50.2,0.5,68,32.63
1240	,6124.TW,業強,27.35,2.24,6,93.28
1241	,6125.TW,廣運,27,0.19,2508,42.7
1242	,6126.TW,信音,27.85,0.36,1244,45.48
1243	,6127.TW,九豪,27.8,6.31,3023,21.49
1244	,6128.TW,上福,29.05,-0.17,195,54.47
1245	,6129.TW,普誠,33.7,0.45,2027,12.32
1246	,6130.TW,星寶國際,35.1,1.59,1432,46.27
1247	,6133.TW,金橋,8.7,0.23,93,64.57
1248	,6134.TW,萬旭,16.15,0.94,66,57.19
1249	,6136.TW,富爾特,20.2,-5.83,13747,19.33
1250	,6138.TW,茂達,234,-1.68,4433,22.79
1251	,6139.TW,亞翔,29.2,-0.85,281,49.43
1252	,6140.TW,訊達,21,-4.98,1879,52.98
1253	,6141.TW,柏承,26.45,-0.94,174,59.08
1254	,6142.TW,友勁,11.8,1.29,667,55.32
1255	,6143.TW,振曜,62,2.65,13593,28.38
1256	,6144.TW,得利影,14.95,6.79,13,91.76
1257	,6146.TW,耕興,217,-0.91,40,54.49
1258	,6147.TW,頎邦,68.3,1.49,6504,53.53
1259	,6148.TW,驊宏資,13.95,1.09,52,44.41
1260	,6150.TW,撼訊,158,-0.63,1598,12.36
1261	,6151.TW,晉倫,36.85,0.41,14,20.79
1262	,6152.TW,百一,11.3,2.73,1445,24.78
1263	,6153.TW,嘉聯益,26.15,1.36,1450,39.15
1264	,6154.TW,順發,18.1,1.4,161,54.44
1265	,6155.TW,鈞寶,25.55,0.59,203,57.17
1266	,6156.TW,松上,18.3,2.81,583,35.73
1267	,6158.TW,禾昌,33.95,1.8,449,29.56
1268	,6160.TW,欣技,17.9,-1.92,117,41.33
1269	,6161.TW,捷波,31.15,0.97,828,38.25
1270	,6163.TW,華電網,20.8,1.96,1510,31.63
1271	,6164.TW,華興,14.6,2.82,1371,18.53
1272	,6165.TW,浪凡,37.35,0.4,342,5.26
1273	,6166.TW,凌華,66.7,-0.45,82,75.22
1274	,6167.TW,久正,12.25,9.87,6855,40.47
1275	,6168.TW,宏齊,27.7,0.36,3051,42.86
1276	,6169.TW,昱泉,22.75,0,55,26.45
1277	,6170.TW,統振,46.1,-2.02,1593,50.51
1278	,6171.TW,大城地產,28.35,-0.18,122,76.44
1279	,6173.TW,信昌電,62.9,0.16,2437,45.89
1280	,6174.TW,安碁,33.8,1.35,969,57.15
1281	,6175.TW,立敦,46.7,5.66,3815,59.42
1282	,6176.TW,瑞儀,100,0.3,1601,48.62
1283	,6177.TW,達麗,30.05,-0.17,382,68.76
1284	,6179.TW,亞通,31.05,1.14,231,45.15
1285	,6180.TW,橘子,61.4,0.49,667,40.24
1286	,6182.TW,合晶,71.2,5.79,66565,35.87
1287	,6183.TW,關貿,50,0,49,67.81
1288	,6184.TW,大豐電,43.65,-0.23,18,69.9
1289	,6185.TW,幃翔,13.3,0.76,99,37.1
1290	,6186.TW,新潤,27.2,0.37,273,47.6
1291	,6187.TW,萬潤,129,8.4,6195,34.24
1292	,6188.TW,廣明,40.4,1.51,1905,39.47
1293	,6189.TW,豐藝,41.1,0.86,588,22.55
1294	,6190.TW,萬泰科,29.8,9.96,16013,43.4
1295	,6191.TW,精成科,38,2.15,4335,54.74
1296	,6192.TW,巨路,69.8,1.31,137,50.58
1297	,6194.TW,育富,25.1,-0.2,24,49.87
1298	,6195.TW,詩肯,53.2,-0.56,23,52.96
1299	,6196.TW,帆宣,150,0.33,3705,69.9
1300	,6197.TW,佳必琪,37.3,0.13,112,39.65
1301	,6198.TW,凌泰,35.75,-0.83,6,69.21
1302	,6199.TW,天品,15.35,-1.29,13,82.87
1303	,6201.TW,亞弘電,43.95,0.8,28,63.76
1304	,6202.TW,盛群,110.5,0.91,1684,49.67
1305	,6203.TW,海韻電,85.1,3.15,237,55.05
1306	,6204.TW,艾華,73.6,0.14,20,66.59
1307	,6205.TW,詮欣,51.3,1.99,2096,44.86
1308	,6206.TW,飛捷,70.6,1.73,305,50.06
1309	,6207.TW,雷科,32.45,1.88,443,21.4
1310	,6208.TW,日揚,50.9,0.2,651,52.22
1311	,6209.TW,今國光,37.3,0.27,13162,30.81
1312	,6210.TW,慶生,40.8,0.12,14,43.16
1313	,6212.TW,理銘,58,0,0,86.05
1314	,6213.TW,聯茂,129,3.2,3096,69.41
1315	,6214.TW,精誠,87.3,-0.11,76,51.4
1316	,6215.TW,和椿,31.1,1.97,783,43.18
1317	,6216.TW,居易,27.6,-0.9,469,29.78
1318	,6217.TW,中探針,57.6,2.31,2973,15
1319	,6218.TW,豪勉,21.2,4.95,1206,41.78
1320	,6219.TW,富旺,19.2,-1.03,3369,69.82
1321	,6220.TW,岳豐,22.85,0.22,113,35.06
1322	,6221.TW,晉泰,51.1,0.2,102,67.05
1323	,6222.TW,上揚,14.7,-1.67,34,62.33
1324	,6223.TW,旺矽,119.5,1.7,1560,21.15
1325	,6224.TW,聚鼎,119,0.85,597,25.75
1326	,6225.TW,天瀚,7.19,0.28,7,55.18
1327	,6226.TW,光鼎,14.75,0.68,3868,15.58
1328	,6227.TW,茂綸,36.5,5.8,1150,67.61
1329	,6228.TW,全譜,12.05,0,52,72.46
1330	,6229.TW,研通,46.25,0.76,482,22.22
1331	,6230.TW,尼得科超眾,172.5,3.29,32,87.13
1332	,6231.TW,系微,89.1,1.71,417,24
1333	,6233.TW,旺玖,39.6,1.54,2614,21.6
1334	,6234.TW,高僑,20.9,1.7,648,49.06
1335	,6235.TW,華孚,19.1,1.33,792,38.76
1336	,6236.TW,康呈,18.55,0,3,84.19
1337	,6237.TW,驊訊,121,1.68,5978,18.55
1338	,6239.TW,力成,99.2,0.61,4860,70.73
1339	,6240.TW,松崗,14.35,0.35,7,71.75
1340	,6241.TW,易通展,22.7,-1.09,43,42.31
1341	,6242.TW,立康,38.5,-0.65,5,64
1342	,6243.TW,迅杰,45,1.12,572,18.19
1343	,6244.TW,茂迪,34.1,5.57,6249,26.77
1344	,6245.TW,立端,51.2,0.79,108,45.96
1345	,6246.TW,臺龍,17.9,0,85,53.87
1346	,6247.TW,淇譽電,10.15,-0.49,13,84.51
1347	,6248.TW,沛波,20.9,-0.48,134,45.01
1348	,6251.TW,定穎,22.15,1.14,4558,26.12
1349	,6257.TW,矽格,62.2,0.48,3197,31.97
1350	,6259.TW,百徽,33.65,-4.13,214,57.2
1351	,6261.TW,久元,89,2.18,1883,24.49
1352	,6263.TW,普萊德,68,0,40,40.97
1353	,6264.TW,富裔,9.07,-1.31,351,59.4
1354	,6265.TW,方土昶,15.6,9.86,3548,53.61
1355	,6266.TW,泰詠,19.4,0.52,131,39.62
1356	,6269.TW,台郡,101,1,1914,44.72
1357	,6270.TW,倍微,22.95,0.88,256,40.5
1358	,6271.TW,同欣電,323,5.38,10741,43.56
1359	,6274.TW,台燿,98.8,1.33,953,64.52
1360	,6275.TW,元山,33.8,-0.88,1548,22.78
1361	,6276.TW,安鈦克,22.25,-0.67,86,47.77
1362	,6277.TW,宏正,82,0,59,44.27
1363	,6278.TW,台表科,123,0.41,4662,54.32
1364	,6279.TW,胡連,132.5,-0.75,629,45.7
1365	,6281.TW,全國電,83.2,0,26,52.84
1366	,6282.TW,康舒,35.4,-1.39,11953,39.84
1367	,6283.TW,淳安,51.6,1.38,2038,53.94
1368	,6284.TW,佳邦,65.8,9.85,14520,44.98
1369	,6285.TW,啟碁,77,1.58,3548,55.16
1370	,6287.TW,元隆,11.25,0.45,110,90.37
1371	,6288.TW,聯嘉,26.85,0.37,508,45.64
1372	,6289.TW,華上,2.45,-1.61,46,47.62
1373	,6290.TW,良維,53.2,0.76,1254,18.8
1374	,6291.TW,沛亨,44.65,5.18,32,87.94
1375	,6292.TW,迅德,42.9,-0.23,43,47.41
1376	,6294.TW,智基,127,-1.17,22,40.15
1377	,6404.TW,通訊-KY,21.8,0,1,32.3
1378	,6405.TW,悅城,29.6,1.2,160,37.26
1379	,6409.TW,旭隼,1710,0,254,44.75
1380	,6411.TW,晶焱,273,3.02,8909,28.05
1381	,6412.TW,群電,78.9,0.64,465,81.02
1382	,6414.TW,樺漢,216,1.41,606,44.05
1383	,6415.TW,矽力-KY,5000,-4.76,319,36.13
1384	,6416.TW,瑞祺電通,103,5.1,571,38
1385	,6417.TW,韋僑,79.2,1.54,40,57.87
1386	,6418.TW,詠昇,24.9,9.93,1839,41.44
1387	,6419.TW,京晨科,43.45,-0.11,64,29.26
1388	,6425.TW,易發,26.2,-1.5,57,41.8
1389	,6426.TW,統新,81,4.38,452,34.94
1390	,6431.TW,光麗-KY,29.5,-0.67,17,47.98
1391	,6432.TW,今展科,37.7,1.07,89,20.92
1392	,6435.TW,大中,154.5,-2.52,1211,43.41
1393	,6438.TW,迅得,119,2.59,6472,21.48
1394	,6441.TW,廣錠,59.4,-1.82,555,38.03
1395	,6442.TW,光聖,35.6,0.28,14,54.21
1396	,6443.TW,元晶,37.35,2.05,26907,19.26
1397	,6446.TW,藥華藥,181,4.93,8190,48.65
1398	,6449.TW,鈺邦,56.9,1.43,67,57.95
1399	,6451.TW,訊芯-KY,105.5,9.78,3426,63.53
1400	,6456.TW,GIS-KY,103.5,0,1103,51.8
1401	,6457.TW,紘康,214.5,1.42,2545,17.43
1402	,6461.TW,益得,21,0.96,187,50.81
1403	,6462.TW,神盾,116.5,0.87,149,16.46
1404	,6464.TW,台數科,96.5,-0.82,152,73.19
1405	,6465.TW,威潤,24.2,0.41,1076,44.82
1406	,6469.TW,大樹,216,0.47,370,39.33
1407	,6470.TW,宇智,44.8,1.13,67,24.38
1408	,6472.TW,保瑞,202,-0.98,322,46.6
1409	,6477.TW,安集,42.4,3.04,2043,40.37
1410	,6482.TW,弘煜科,39.2,5.23,38,54.47
1411	,6485.TW,點序,155.5,0.97,5395,12.66
1412	,6486.TW,互動,74.6,0.54,45,49.75
1413	,6488.TW,環球晶,844,4.2,4027,72.99
1414	,6491.TW,晶碩,472.5,-0.11,592,57.99
1415	,6492.TW,生華科,90.1,2.85,680,24.17
1416	,6494.TW,九齊,161,0.94,687,5.23
1417	,6496.TW,科懋,29.15,0.87,19,58.93
1418	,6499.TW,益安,66.1,0.15,62,53.33
1419	,6504.TW,南六,113.5,-0.44,141,53.48
1420	,6505.TW,台塑化,97,-1.82,5501,96.95
1421	,6506.TW,雙邦,18.45,-0.27,233,41.3
1422	,6508.TW,惠光,32.95,0.61,191,57.58
1423	,6509.TW,聚和,70.3,-3.7,14263,16.01
1424	,6510.TW,精測,727,1.25,169,42.68
1425	,6512.TW,啟發電,18.5,6.02,103,14.84
1426	,6514.TW,芮特-KY,54.3,-1.45,138,57.08
1427	,6515.TW,穎崴,362.5,-2.03,359,30.58
1428	,6516.TW,勤崴國際,100,-0.5,113,36.26
1429	,6523.TW,達爾膚,136,-3.89,1140,64.05
1430	,6525.TW,捷敏-KY,99.2,-1.29,1446,63.6
1431	,6527.TW,明達醫,48.2,0,42,27.7
1432	,6530.TW,創威,22.7,1.79,175,24.77
1433	,6531.TW,愛普*,512,-1.54,4123,53.27
1434	,6532.TW,瑞耘,43.5,0.23,88,15.08
1435	,6533.TW,晶心科,603,-1.95,1421,39.1
1436	,6535.TW,順藥,38.6,-5.97,1655,55.29
1437	,6538.TW,倉和,74.1,1.09,87,9.97
1438	,6541.TW,泰福-KY,51.7,1.57,959,67.27
1439	,6542.TW,隆中,59.9,-0.5,0,73.77
1440	,6547.TW,高端疫苗,228,9.88,2398,31.52
1441	,6548.TW,長科*,103.5,2.48,1639,85.5
1442	,6552.TW,易華電,57.4,0.17,218,57.04
1443	,6556.TW,勝品,48,0.63,2,72.85
1444	,6558.TW,興能高,34.2,3.17,343,39.76
1445	,6560.TW,欣普羅,86.5,0.12,58,27.76
1446	,6561.TW,是方,283,-0.7,27,75.89
1447	,6568.TW,宏觀,390,-2.01,3173,13.14
1448	,6569.TW,醫揚,104.5,0,4,66.9
1449	,6570.TW,維田,37.25,0.54,43,31.52
1450	,6573.TW,虹揚-KY,23.5,0,313,62.36
1451	,6574.TW,霈方,49.05,2.94,2,76.39
1452	,6576.TW,逸達,91.8,-1.5,1072,32.72
1453	,6577.TW,勁豐,61.6,-0.96,25,66.21
1454	,6578.TW,達邦蛋白,17.7,0.28,65,26.52
1455	,6579.TW,研揚,63.6,-0.31,5,89.49
1456	,6581.TW,鋼聯,79.9,1.4,116,83.33
1457	,6582.TW,申豐,178.5,3.18,322,78.35
1458	,6588.TW,東典光電,50.9,0.99,28,34.89
1459	,6589.TW,台康生技,108,4.35,2039,39.81
1460	,6590.TW,普鴻,60.7,1.17,10,25.2
1461	,6591.TW,動力-KY,54.9,0.37,199,23.12
1462	,6592.TW,和潤企業,91.4,-0.11,390,79.27
1463	,6593.TW,台灣銘板,28,3.51,12,45.32
1464	,6594.TW,展匯科,39.55,1.67,161,50.17
1465	,6596.TW,寬宏藝術,50.2,-0.4,31,43.09
1466	,6598.TW,ABC-KY,31.3,3.47,171,50.09
1467	,6603.TW,富強鑫,18.3,9.91,18767,36.1
1468	,6605.TW,帝寶,58.7,-1.01,232,58.92
1469	,6609.TW,瀧澤科,29.1,0.17,59,56.33
1470	,6612.TW,奈米醫材,61,-0.81,15,45.32
1471	,6613.TW,朋億,153.5,-1.6,38,63.66
1472	,6615.TW,慧智,46.15,0.11,7,36.28
1473	,6616.TW,特昇-KY,21.8,-0.46,12,80.95
1474	,6624.TW,萬年清,32.5,0.93,14,26.68
1475	,6625.TW,必應,35.35,8.27,1319,52.62
