符合條件商品
資料日期：2022年  6月 28日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/28),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:31 符合檔數(16)
1	,2393.TW,億光,37.5,0.94,242,42.65,-3.85,20,投連賣
2	,3532.TW,台勝科,142,-2.07,1152,188.5,-23.56,13,投連賣
3	,8299.TW,群聯,305,-0.81,792,279.5,12.75,11,投連賣
4	,5230.TW,雷笛克光學,22.8,0,19,22.85,-0.22,10,投連賣
5	,5284.TW,jpp-KY,68.8,-2.41,2843,43.55,66.22,10,投連賣
6	,2002.TW,中鋼,30.7,0.16,37216,29.2,16.69,9,投連賣
7	,2618.TW,長榮航,28.1,-2.09,27994,31.2,-8.17,9,投連賣
8	,4919.TW,新唐,117,-2.09,4502,140.5,-13.09,8,投連賣
9	,6104.TW,創惟,88.8,0.23,2437,148.5,-40.2,8,投連賣
10	,3264.TW,欣銓,49.85,-0.89,1243,37.95,31.36,7,投連賣
11	,2062.TW,橋椿,22.35,-0.22,124,24.3,-5.89,6,投連賣
12	,3131.TW,弘塑,225,-0.88,34,235,2.9,6,投連賣
13	,3426.TW,台興,38,0,1,38,5.44,6,投連賣
14	,3526.TW,凡甲,117.5,-0.42,125,145.5,-12.99,6,投連賣
15	,8150.TW,南茂,32.9,1.23,1428,44.8,-18.77,6,投連賣
16	,1565.TW,精華,244,0.21,46,268,-3.76,5,投連賣
