符合條件商品
資料日期：2022年 10月 26日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/26),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:16 符合檔數(14)
1	,1560.TW,中砂,109.5,-1.35,2814,98,11.73,15,投連賣
2	,6515.TW,穎崴,404,-1.46,559,307.5,31.38,12,投連賣
3	,3406.TW,玉晶光,364,-0.68,820,288,26.39,11,投連賣
4	,5439.TW,高技,46.85,0,102,38.9,20.44,10,投連賣
5	,4919.TW,新唐,117,-2.09,4502,95.7,22.26,9,投連賣
6	,6491.TW,晶碩,404.5,-1.94,432,273,48.17,8,投連賣
7	,2634.TW,漢翔,34.55,3.13,14471,31.05,11.27,7,投連賣
8	,3567.TW,逸昌,24.95,0.4,68,23.35,6.85,7,投連賣
9	,6438.TW,迅得,86.2,-0.69,51,73.1,17.92,7,投連賣
10	,1513.TW,中興電,66,0.15,12515,50,32,6,投連賣
11	,2105.TW,正新,33.75,-0.74,1203,32.1,5.14,5,投連賣
12	,3131.TW,弘塑,225,-0.88,34,174.5,28.94,5,投連賣
13	,3661.TW,世芯-KY,803,-1.35,2950,583,37.74,5,投連賣
14	,4105.TW,東洋,82.8,0.24,1226,73.5,12.65,5,投連賣
