符合條件商品
資料日期：2022年  4月 29日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:40 符合檔數(18)
1	,8299.TW,群聯,305,-0.81,792,387.5,-15,18,投連賣
2	,1531.TW,高林股,13.95,-0.36,46,14.8,-1.13,15,投連賣
3	,1817.TW,凱撒衛,37.9,0.4,40,35.1,14.54,15,投連賣
4	,2236.TW,百達-KY,23.6,0.43,223,26.1,3.19,15,投連賣
5	,8433.TW,弘帆,62.4,0.32,14,42.75,52.83,15,投連賣
6	,5284.TW,jpp-KY,68.8,-2.41,2843,44.5,62.69,14,投連賣
7	,5439.TW,高技,46.85,0,102,49.5,3.26,14,投連賣
8	,6488.TW,環球晶,435.5,-2.57,2065,520,-14.68,14,投連賣
9	,8255.TW,朋程,177,5.04,12777,160,13.88,11,投連賣
10	,2027.TW,大成鋼,43.15,-1.93,15303,44.4,3.3,9,投連賣
11	,3324.TW,雙鴻,151,-0.66,649,167,-6.24,9,投連賣
12	,2002.TW,中鋼,30.7,0.16,37216,36.1,-5.6,8,投連賣
13	,2409.TW,友達,15.4,0.65,36394,17.15,-10.93,8,投連賣
14	,3443.TW,創意,726,-0.55,5389,414.5,77.35,8,投連賣
15	,5269.TW,祥碩,717,0.14,564,1425,-48.28,8,投連賣
16	,6271.TW,同欣電,201,-4.29,2372,234,-18.39,8,投連賣
17	,3189.TW,景碩,107,0,9581,171.5,-35.67,5,投連賣
18	,3707.TW,漢磊,86.9,0,3034,105,-16.91,5,投連賣
