符合條件商品
資料日期：2022年  5月 19日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/19),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:39 符合檔數(11)
1	,5439.TW,高技,46.85,0,102,47.8,6.94,20,投連賣
2	,4536.TW,拓凱,189,-0.79,392,122.5,60.85,15,投連賣
3	,2002.TW,中鋼,30.7,0.16,37216,32.95,3.4,11,投連賣
4	,3665.TW,貿聯-KY,251,-2.33,1391,310.5,-16.64,10,投連賣
5	,2014.TW,中鴻,27.6,1.1,53751,31.9,-4.13,8,投連賣
6	,2606.TW,裕民,50.1,-3.47,10468,57.5,-6.56,8,投連賣
7	,2618.TW,長榮航,28.1,-2.09,27994,30.75,-6.83,7,投連賣
8	,2610.TW,華航,19,-1.55,26392,24.85,-20.73,6,投連賣
9	,2354.TW,鴻準,51.4,-1.15,1092,54,-1.25,5,投連賣
10	,2603.TW,長榮,167.5,-2.33,36972,136,-36.2,5,投連賣
11	,4999.TW,鑫禾,36.75,-0.41,56,35.1,11.13,5,投連賣
