符合條件商品
資料日期：2022年  4月 14日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/14),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:42 符合檔數(12)
1	,2344.TW,華邦電,20.1,-0.99,9528,27.3,-23.52,15,投連賣
2	,4966.TW,譜瑞-KY,825,0.86,553,1525,-44.82,11,投連賣
3	,3006.TW,晶豪科,66.2,0,3117,133.5,-45.5,9,投連賣
4	,2376.TW,技嘉,106.5,1.43,5227,114.5,6.92,8,投連賣
5	,8299.TW,群聯,305,-0.81,792,424,-22.32,7,投連賣
6	,2303.TW,聯電,41.95,-2.1,34060,48.25,-7.42,6,投連賣
7	,2351.TW,順德,99.5,1.22,927,135,-24.37,6,投連賣
8	,6230.TW,尼得科超眾,118,-2.07,37,97.3,21.96,6,投連賣
9	,6415.TW,矽力*-KY,445,1.37,2330,2910,-38.83,6,投連賣
10	,3324.TW,雙鴻,151,-0.66,649,185,-15.36,5,投連賣
11	,3529.TW,力旺,1350,1.12,770,1460,-6.4,5,投連賣
12	,6196.TW,帆宣,117,-0.43,361,138,-11.54,5,投連賣
