符合條件商品
資料日期：2021年 12月 13日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/13),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:55 符合檔數(28)
1	,6510.TW,精測,490.5,-1.21,161,648,-21.48,15,投連賣
2	,3189.TW,景碩,107,0,9581,230.5,-52.13,13,投連賣
3	,3152.TW,璟德,179.5,-0.28,16,341.5,-44.96,11,投連賣
4	,2317.TW,鴻海,101,0,15490,104.5,1.64,9,投連賣
5	,2458.TW,義隆,86.1,-1.71,718,159,-38.81,9,投連賣
6	,4966.TW,譜瑞-KY,825,0.86,553,1910,-55.61,9,投連賣
7	,1434.TW,福懋,26.3,-0.19,479,28.9,-5.43,8,投連賣
8	,2324.TW,仁寶,22.95,0.44,9576,24.05,3.56,8,投連賣
9	,2356.TW,英業達,26,0.19,6530,25.7,7.44,8,投連賣
10	,2404.TW,漢唐,182,-2.41,755,174.5,13.05,8,投連賣
11	,2542.TW,興富發,40.35,-3.93,8630,46.7,3.75,8,投連賣
12	,2809.TW,京城銀,33.9,-3.42,3989,39.9,-10.13,8,投連賣
13	,2915.TW,潤泰全,66.7,0.15,4192,93.5,-22.67,8,投連賣
14	,3702.TW,大聯大,47.8,-0.52,2583,50.6,1.16,8,投連賣
15	,4938.TW,和碩,64.2,0.31,3317,67.4,2.97,8,投連賣
16	,5522.TW,遠雄,58.5,0.34,1205,64.9,0.36,8,投連賣
17	,1702.TW,南僑,44.8,-0.88,73,49.15,-4.44,7,投連賣
18	,3481.TW,群創,11.1,0,42046,18.75,-35.5,7,投連賣
19	,1909.TW,榮成,15.55,-0.32,1849,23.65,-28.93,6,投連賣
20	,3443.TW,創意,726,-0.55,5389,592,24.17,6,投連賣
21	,3707.TW,漢磊,86.9,0,3034,134,-34.89,6,投連賣
22	,5347.TW,世界,81.5,-1.69,3288,150,-42.11,6,投連賣
23	,6488.TW,環球晶,435.5,-2.57,2065,804,-44.31,6,投連賣
24	,8046.TW,南電,242,-0.41,10124,574,-56.33,6,投連賣
25	,1303.TW,南亞,70.3,-1.54,4616,83.3,-6.95,5,投連賣
26	,4989.TW,榮科,24.85,-1,133,45.15,-41.9,5,投連賣
27	,5285.TW,界霖,61.2,0,133,105,-38.57,5,投連賣
28	,6138.TW,茂達,117.5,-0.42,755,245.5,-48.75,5,投連賣
