符合條件商品
資料日期：2022年  7月 12日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:29 符合檔數(21)
1	,3035.TW,智原,159,0.63,7973,150,8.44,11,投連賣
2	,3707.TW,漢磊,86.9,0,3034,82,6.39,11,投連賣
3	,1477.TW,聚陽,238.5,0,510,136.5,74.73,10,投連賣
4	,2606.TW,裕民,50.1,-3.47,10468,38.15,31.32,10,投連賣
5	,3006.TW,晶豪科,66.2,0,3117,76,-12.89,10,投連賣
6	,5274.TW,信驊,1830,0.83,312,1590,15.09,10,投連賣
7	,6176.TW,瑞儀,106,0.47,1064,83.4,27.1,10,投連賣
8	,4938.TW,和碩,64.2,0.31,3317,56.7,13.23,9,投連賣
9	,2006.TW,東和鋼鐵,53.2,0.95,1881,49.2,8.13,8,投連賣
10	,6683.TW,雍智科技,189.5,0.26,103,162,21.69,8,投連賣
11	,1326.TW,台化,69.4,-0.72,1689,64.6,7.43,7,投連賣
12	,3105.TW,穩懋,138,0.36,2757,165,-16.36,7,投連賣
13	,3131.TW,弘塑,225,-0.88,34,211,14.6,7,投連賣
14	,6698.TW,旭暉應材,28.85,0.87,8,27.75,3.96,7,投連賣
15	,2383.TW,台光電,176.5,-0.84,2034,151.5,23.65,6,投連賣
16	,2404.TW,漢唐,182,-2.41,755,136.5,33.33,6,投連賣
17	,2809.TW,京城銀,33.9,-3.42,3989,34,-0.29,6,投連賣
18	,6269.TW,台郡,99.2,-0.8,645,79.4,24.94,6,投連賣
19	,6719.TW,力智,256,-0.97,769,315,-16.65,6,投連賣
20	,9904.TW,寶成,34.05,0.44,6898,27.15,25.41,6,投連賣
21	,1303.TW,南亞,70.3,-1.54,4616,60.6,16.01,5,投連賣
