符合條件商品
資料日期：2022年  7月 11日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/11),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:29 符合檔數(29)
1	,5230.TW,雷笛克光學,22.8,0,19,22.3,2.24,19,投連賣
2	,6577.TW,勁豐,58.7,0,2,57.5,2.09,12,投連賣
3	,2640.TW,大車隊,86.4,1.17,61,78.9,14.51,11,投連賣
4	,3035.TW,智原,159,0.63,7973,162,0.41,10,投連賣
5	,3707.TW,漢磊,86.9,0,3034,87.9,-0.74,10,投連賣
6	,1477.TW,聚陽,238.5,0,510,145.5,63.92,9,投連賣
7	,2606.TW,裕民,50.1,-3.47,10468,40.4,24.01,9,投連賣
8	,3006.TW,晶豪科,66.2,0,3117,80.5,-17.76,9,投連賣
9	,5274.TW,信驊,1830,0.83,312,1655,10.57,9,投連賣
10	,6176.TW,瑞儀,106,0.47,1064,84.1,26.04,9,投連賣
11	,3567.TW,逸昌,24.95,0.4,68,28.85,-5.56,8,投連賣
12	,4938.TW,和碩,64.2,0.31,3317,57.4,11.85,8,投連賣
13	,6138.TW,茂達,117.5,-0.42,755,137.5,-8.5,8,投連賣
14	,2006.TW,東和鋼鐵,53.2,0.95,1881,50.6,5.14,7,投連賣
15	,4129.TW,聯合,50.6,2.64,2781,27.9,81.36,7,投連賣
16	,6683.TW,雍智科技,189.5,0.26,103,172.5,14.29,7,投連賣
17	,1326.TW,台化,69.4,-0.72,1689,69.5,-0.14,6,投連賣
18	,3105.TW,穩懋,138,0.36,2757,169.5,-18.58,6,投連賣
19	,3131.TW,弘塑,225,-0.88,34,225,7.47,6,投連賣
20	,6698.TW,旭暉應材,28.85,0.87,8,29.4,-1.87,6,投連賣
21	,1301.TW,台塑,86.8,-0.46,6046,84.9,2.24,5,投連賣
22	,2383.TW,台光電,176.5,-0.84,2034,168,11.5,5,投連賣
23	,2404.TW,漢唐,182,-2.41,755,140.5,29.54,5,投連賣
24	,2809.TW,京城銀,33.9,-3.42,3989,34.3,-1.17,5,投連賣
25	,3141.TW,晶宏,79.9,0.63,950,113.5,-29.6,5,投連賣
26	,3324.TW,雙鴻,151,-0.66,649,158,-4.43,5,投連賣
27	,6269.TW,台郡,99.2,-0.8,645,79.1,25.41,5,投連賣
28	,6719.TW,力智,256,-0.97,769,340.5,-22.89,5,投連賣
29	,9904.TW,寶成,34.05,0.44,6898,27.55,23.59,5,投連賣
