符合條件商品
資料日期：2022年  4月 21日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/21),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:41 符合檔數(16)
1	,4966.TW,譜瑞-KY,825,0.86,553,1420,-40.74,16,投連賣
2	,8299.TW,群聯,305,-0.81,792,410,-19.66,12,投連賣
3	,6196.TW,帆宣,117,-0.43,361,134,-8.9,10,投連賣
4	,1531.TW,高林股,13.95,-0.36,46,15.15,-3.46,9,投連賣
5	,1817.TW,凱撒衛,37.9,0.4,40,35.65,12.8,9,投連賣
6	,2236.TW,百達-KY,23.6,0.43,223,25.85,4.15,9,投連賣
7	,8433.TW,弘帆,62.4,0.32,14,44.65,46.31,9,投連賣
8	,2481.TW,強茂,60.4,-0.33,2094,84.6,-24.63,8,投連賣
9	,5284.TW,jpp-KY,68.8,-2.41,2843,44.5,62.69,8,投連賣
10	,5439.TW,高技,46.85,0,102,52.5,-2.64,8,投連賣
11	,6488.TW,環球晶,435.5,-2.57,2065,592,-25.06,8,投連賣
12	,4536.TW,拓凱,189,-0.79,392,130,51.58,7,投連賣
13	,2338.TW,光罩,86.3,0.94,3470,82.1,7.89,5,投連賣
14	,3141.TW,晶宏,79.9,0.63,950,151.5,-45.23,5,投連賣
15	,6781.TW,AES-KY,680,1.34,965,1020,-32.35,5,投連賣
16	,8255.TW,朋程,177,5.04,12777,200,-8.9,5,投連賣
