符合條件商品
資料日期：2022年  1月 17日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:50 符合檔數(26)
1	,2303.TW,聯電,41.95,-2.1,34060,64.3,-30.53,18,投連賣
2	,2912.TW,統一超,268,-1.47,996,267,3.65,16,投連賣
3	,3707.TW,漢磊,86.9,0,3034,118.5,-26.37,10,投連賣
4	,6781.TW,AES-KY,680,1.34,965,1600,-56.87,10,投連賣
5	,8924.TW,大田,120.5,0.42,199,142,-5.79,10,投連賣
6	,3105.TW,穩懋,138,0.36,2757,340.5,-57.36,9,投連賣
7	,4961.TW,天鈺,117,0.86,1402,225,-40.21,9,投連賣
8	,6005.TW,群益證,11.1,0,1344,16.85,-24.23,9,投連賣
9	,2889.TW,國票金,11.35,0,2314,16.2,-23.26,7,投連賣
10	,3529.TW,力旺,1350,1.12,770,1655,-17.43,7,投連賣
11	,1504.TW,東元,27.25,-0.37,1749,30.6,-6.71,6,投連賣
12	,1558.TW,伸興,120,0,27,143.5,-10.93,6,投連賣
13	,1904.TW,正隆,27.15,-1.09,381,35.3,-17.88,6,投連賣
14	,2352.TW,佳世達,27.5,1.66,4573,31,-3.41,6,投連賣
15	,2603.TW,長榮,167.5,-2.33,36972,127,-31.68,6,投連賣
16	,2838.TW,聯邦銀,16.1,-0.92,465,14.45,22.43,6,投連賣
17	,2855.TW,統一證,15.85,0,341,23.15,-23.24,6,投連賣
18	,3141.TW,晶宏,79.9,0.63,950,209.5,-60.39,6,投連賣
19	,6457.TW,紘康,62.5,-1.26,183,168.5,-57.44,6,投連賣
20	,1103.TW,嘉泥,17.5,-0.57,92,20.2,-10.12,5,投連賣
21	,1215.TW,卜蜂,78.3,0.77,1049,82.4,8.58,5,投連賣
22	,2404.TW,漢唐,182,-2.41,755,184.5,6.93,5,投連賣
23	,2618.TW,長榮航,28.1,-2.09,27994,25.9,10.63,5,投連賣
24	,2633.TW,台灣高鐵,28.75,-0.52,2418,29.1,1.55,5,投連賣
25	,8926.TW,台汽電,32.2,-0.46,354,37.4,-9.68,5,投連賣
26	,9917.TW,中保科,99.6,1.32,404,102,2.5,5,投連賣
