符合條件商品
資料日期：2022年  5月 25日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/25),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:38 符合檔數(13)
1	,5439.TW,高技,46.85,0,102,47.35,7.95,20,投連賣
2	,2002.TW,中鋼,30.7,0.16,37216,33.85,0.66,15,投連賣
3	,2610.TW,華航,19,-1.55,26392,26.4,-25.37,10,投連賣
4	,2354.TW,鴻準,51.4,-1.15,1092,54.4,-1.96,9,投連賣
5	,2387.TW,精元,39.25,-1.75,500,36,17.62,7,投連賣
6	,6104.TW,創惟,88.8,0.23,2437,197.5,-55.04,7,投連賣
7	,1817.TW,凱撒衛,37.9,0.4,40,34.9,15.2,6,投連賣
8	,2912.TW,統一超,268,-1.47,996,268.5,3.07,6,投連賣
9	,8358.TW,金居,51.3,-0.58,1372,55,2.58,6,投連賣
10	,9802.TW,鈺齊-KY,162,0.31,3063,145.5,12.99,6,投連賣
11	,2376.TW,技嘉,106.5,1.43,5227,105.5,16.04,5,投連賣
12	,2409.TW,友達,15.4,0.65,36394,17.05,-10.41,5,投連賣
13	,2640.TW,大車隊,86.4,1.17,61,79,14.38,5,投連賣
