符合條件商品
資料日期：2021年 11月 24日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/24),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:58 符合檔數(14)
1	,2317.TW,鴻海,101,0,15490,105.5,0.68,19,投連賣
2	,3264.TW,欣銓,49.85,-0.89,1243,56,-5.68,18,投連賣
3	,3218.TW,大學光,290,0.17,438,270.5,14.71,10,投連賣
4	,3661.TW,世芯-KY,803,-1.35,2950,1095,-25.74,8,投連賣
5	,3035.TW,智原,159,0.63,7973,179,-9.13,7,投連賣
6	,2330.TW,台積電,455,-2.78,26724,603,-22.52,6,投連賣
7	,2436.TW,偉詮電,42,0.84,593,99.5,-55.42,6,投連賣
8	,3707.TW,漢磊,86.9,0,3034,145,-39.83,6,投連賣
9	,3711.TW,日月光投控,93.8,-3.6,11870,103,-1.35,6,投連賣
10	,4958.TW,臻鼎-KY,108,-1.37,2633,102,10.87,6,投連賣
11	,6505.TW,台塑化,80.1,-1.11,1418,98.8,-15.53,6,投連賣
12	,8938.TW,明安,94.7,-0.53,233,76.1,33.55,6,投連賣
13	,9914.TW,美利達,171,-2.29,298,305.5,-42.04,6,投連賣
14	,9938.TW,百和,59,4.8,4688,80.4,-22.01,6,投連賣
