符合條件商品
資料日期：2022年 11月  7日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/07),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:15 符合檔數(10)
1	,3131.TW,弘塑,225,-0.88,34,194.5,15.68,13,投連賣
2	,3346.TW,麗清,38,1.88,1028,30.15,26.04,9,投連賣
3	,3081.TW,聯亞,110.5,-0.9,1673,94.3,17.18,7,投連賣
4	,4966.TW,譜瑞-KY,825,0.86,553,641,28.71,7,投連賣
5	,6146.TW,耕興,231,2.21,247,200.5,15.21,7,投連賣
6	,9933.TW,中鼎,41.85,0.6,916,38.6,8.42,6,投連賣
7	,2317.TW,鴻海,101,0,15490,100,1,5,投連賣
8	,2360.TW,致茂,179,0.56,783,180,-0.56,5,投連賣
9	,2385.TW,群光,87.2,0.11,1118,80.2,8.73,5,投連賣
10	,9802.TW,鈺齊-KY,162,0.31,3063,139.5,16.13,5,投連賣
