符合條件商品
資料日期：2021年 12月  3日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/03),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:57 符合檔數(19)
1	,3661.TW,世芯-KY,803,-1.35,2950,1045,-22.19,15,投連賣
2	,4958.TW,臻鼎-KY,108,-1.37,2633,98.2,15.16,13,投連賣
3	,9914.TW,美利達,171,-2.29,298,300,-40.97,13,投連賣
4	,6510.TW,精測,490.5,-1.21,161,678,-24.96,9,投連賣
5	,6781.TW,AES-KY,680,1.34,965,1475,-53.22,9,投連賣
6	,8155.TW,博智,108,-1.37,385,130.5,-13.07,9,投連賣
7	,8255.TW,朋程,177,5.04,12777,240,-24.08,8,投連賣
8	,2360.TW,致茂,179,0.56,783,182,2.81,7,投連賣
9	,3189.TW,景碩,107,0,9581,241,-54.22,7,投連賣
10	,6239.TW,力成,81.3,0.62,1926,96.2,-8.61,7,投連賣
11	,2337.TW,旺宏,35,0.57,15889,42.4,-12.06,6,投連賣
12	,2345.TW,智邦,237.5,-6.5,4085,277,-12.18,6,投連賣
13	,2383.TW,台光電,176.5,-0.84,2034,274.5,-31.76,6,投連賣
14	,8150.TW,南茂,32.9,1.23,1428,46.55,-21.82,6,投連賣
15	,8938.TW,明安,94.7,-0.53,233,74.1,37.17,6,投連賣
16	,2474.TW,可成,169,-1.74,2651,149.5,19.81,5,投連賣
17	,2883.TW,開發金,12.7,-0.78,8936,16.35,-16.45,5,投連賣
18	,3152.TW,璟德,179.5,-0.28,16,349,-46.14,5,投連賣
19	,8358.TW,金居,51.3,-0.58,1372,76.6,-26.34,5,投連賣
