符合條件商品
資料日期：2022年 10月 18日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/18),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:17 符合檔數(13)
1	,1560.TW,中砂,109.5,-1.35,2814,105,4.29,9,投連賣
2	,8114.TW,振樺電,110,0.92,219,117.5,-6.38,9,投連賣
3	,8155.TW,博智,108,-1.37,385,90.5,19.34,9,投連賣
4	,3491.TW,昇達科,136.5,1.11,719,119.5,14.23,8,投連賣
5	,5340.TW,建榮,25.25,-0.79,22,23.5,7.45,8,投連賣
6	,3526.TW,凡甲,117.5,-0.42,125,114.5,2.62,6,投連賣
7	,3680.TW,家登,254.5,0.79,478,217,19.04,6,投連賣
8	,6279.TW,胡連,149.5,-1.64,1303,152.5,-1.97,6,投連賣
9	,6515.TW,穎崴,404,-1.46,559,357,13.17,6,投連賣
10	,1795.TW,美時,232,0.22,11755,153,51.63,5,投連賣
11	,3406.TW,玉晶光,364,-0.68,820,316,15.19,5,投連賣
12	,3611.TW,鼎翰,191,-0.26,8,185,3.24,5,投連賣
13	,3661.TW,世芯-KY,803,-1.35,2950,671,19.67,5,投連賣
