符合條件商品
資料日期：2022年 12月 12日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:08 符合檔數(11)
1	,5340.TW,建榮,25.25,-0.79,22,24.7,2.23,9,投連賣
2	,3017.TW,奇鋐,111,-1.77,2015,114.5,-3.06,7,投連賣
3	,3443.TW,創意,726,-0.55,5389,762,-4.72,7,投連賣
4	,6472.TW,保瑞,406.5,-2.28,4588,397,2.39,7,投連賣
5	,6569.TW,醫揚,100,-0.99,20,98.5,1.52,7,投連賣
6	,6669.TW,緯穎,819,-1.33,686,911,-10.1,6,投連賣
7	,1795.TW,美時,232,0.22,11755,252,-7.94,5,投連賣
8	,3037.TW,欣興,125,2.46,35224,150,-16.67,5,投連賣
9	,5269.TW,祥碩,717,0.14,564,711,0.84,5,投連賣
10	,6488.TW,環球晶,435.5,-2.57,2065,460.5,-5.43,5,投連賣
11	,8046.TW,南電,242,-0.41,10124,281,-13.88,5,投連賣
