符合條件商品
資料日期：2022年 10月 19日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/19),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:17 符合檔數(11)
1	,1560.TW,中砂,109.5,-1.35,2814,104.5,4.78,10,投連賣
2	,8114.TW,振樺電,110,0.92,219,115,-4.35,10,投連賣
3	,5340.TW,建榮,25.25,-0.79,22,23.6,6.99,9,投連賣
4	,6515.TW,穎崴,404,-1.46,559,350,15.43,7,投連賣
5	,1795.TW,美時,232,0.22,11755,153,51.63,6,投連賣
6	,3406.TW,玉晶光,364,-0.68,820,311,17.04,6,投連賣
7	,3611.TW,鼎翰,191,-0.26,8,185.5,2.96,6,投連賣
8	,3443.TW,創意,726,-0.55,5389,421.5,72.24,5,投連賣
9	,4958.TW,臻鼎-KY,108,-1.37,2633,107,0.93,5,投連賣
10	,5439.TW,高技,46.85,0,102,38.8,20.75,5,投連賣
11	,6187.TW,萬潤,65,0.93,810,58.5,11.11,5,投連賣
