符合條件商品
資料日期：2022年  5月 27日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/27),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:37 符合檔數(19)
1	,5439.TW,高技,46.85,0,102,47.25,8.17,20,投連賣
2	,2002.TW,中鋼,30.7,0.16,37216,34.4,-0.94,17,投連賣
3	,2354.TW,鴻準,51.4,-1.15,1092,54.6,-2.34,11,投連賣
4	,2387.TW,精元,39.25,-1.75,500,36.45,16.16,9,投連賣
5	,6104.TW,創惟,88.8,0.23,2437,192.5,-53.87,9,投連賣
6	,1817.TW,凱撒衛,37.9,0.4,40,34.75,15.69,8,投連賣
7	,2912.TW,統一超,268,-1.47,996,269.5,2.69,8,投連賣
8	,8358.TW,金居,51.3,-0.58,1372,55.4,1.85,8,投連賣
9	,9802.TW,鈺齊-KY,162,0.31,3063,148,11.08,8,投連賣
10	,2409.TW,友達,15.4,0.65,36394,17.35,-11.95,7,投連賣
11	,6438.TW,迅得,86.2,-0.69,51,109,-16.31,6,投連賣
12	,2368.TW,金像電,88.4,-1.12,3685,77.6,6.69,5,投連賣
13	,2455.TW,全新,67,0,1464,90,-21.72,5,投連賣
14	,3189.TW,景碩,107,0,9581,160.5,-31.26,5,投連賣
15	,4904.TW,遠傳,65.7,-0.3,2525,80.7,-15.27,5,投連賣
16	,5347.TW,世界,81.5,-1.69,3288,98.2,-11.58,5,投連賣
17	,6491.TW,晶碩,404.5,-1.94,432,388,6.39,5,投連賣
18	,8046.TW,南電,242,-0.41,10124,376.5,-33.42,5,投連賣
19	,8299.TW,群聯,305,-0.81,792,377,-12.63,5,投連賣
