符合條件商品
資料日期：2022年  4月 22日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/22),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:41 符合檔數(15)
1	,8299.TW,群聯,305,-0.81,792,402.5,-18.17,13,投連賣
2	,6196.TW,帆宣,117,-0.43,361,131,-6.81,11,投連賣
3	,1531.TW,高林股,13.95,-0.36,46,15.1,-3.13,10,投連賣
4	,1817.TW,凱撒衛,37.9,0.4,40,35.6,12.93,10,投連賣
5	,2236.TW,百達-KY,23.6,0.43,223,26.05,3.37,10,投連賣
6	,8433.TW,弘帆,62.4,0.32,14,44.25,47.66,10,投連賣
7	,5284.TW,jpp-KY,68.8,-2.41,2843,44.4,63.03,9,投連賣
8	,5439.TW,高技,46.85,0,102,52.1,-1.88,9,投連賣
9	,6488.TW,環球晶,435.5,-2.57,2065,579,-23.38,9,投連賣
10	,2338.TW,光罩,86.3,0.94,3470,79.2,11.83,6,投連賣
11	,3141.TW,晶宏,79.9,0.63,950,140.5,-40.94,6,投連賣
12	,6781.TW,AES-KY,680,1.34,965,955,-27.75,6,投連賣
13	,8255.TW,朋程,177,5.04,12777,193,-5.59,6,投連賣
14	,3059.TW,華晶科,33.4,-0.45,748,38.15,-10.77,5,投連賣
15	,6187.TW,萬潤,65,0.93,810,110.5,-37.6,5,投連賣
