符合條件商品
資料日期：2022年  1月  4日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/04),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:51 符合檔數(20)
1	,1702.TW,南僑,44.8,-0.88,73,49.5,-5.12,20,投連賣
2	,2317.TW,鴻海,101,0,15490,103.5,2.62,13,投連賣
3	,2105.TW,正新,33.75,-0.74,1203,35.9,-2.71,9,投連賣
4	,2303.TW,聯電,41.95,-2.1,34060,63,-29.1,9,投連賣
5	,3045.TW,台灣大,94.8,0,2514,99.2,-0.47,8,投連賣
6	,2912.TW,統一超,268,-1.47,996,274,1.01,7,投連賣
7	,1216.TW,統一,65.9,0,2803,68.8,-0.29,6,投連賣
8	,3035.TW,智原,159,0.63,7973,221,-26.4,6,投連賣
9	,3711.TW,日月光投控,93.8,-3.6,11870,107,-5.03,6,投連賣
10	,6683.TW,雍智科技,189.5,0.26,103,316.5,-37.71,6,投連賣
11	,1102.TW,亞泥,41.55,0.24,6062,43.8,2.72,5,投連賣
12	,2201.TW,裕隆,59.1,-1.01,17319,43.25,41.86,5,投連賣
13	,2301.TW,光寶科,64,-0.47,4678,64.4,5.32,5,投連賣
14	,2313.TW,華通,45.95,-1.08,9582,44.4,7.44,5,投連賣
15	,3044.TW,健鼎,96,1.59,1391,123.5,-16.83,5,投連賣
16	,3529.TW,力旺,1350,1.12,770,2025,-32.52,5,投連賣
17	,3702.TW,大聯大,47.8,-0.52,2583,51.9,-1.36,5,投連賣
18	,4105.TW,東洋,82.8,0.24,1226,68.3,26.47,5,投連賣
19	,8215.TW,明基材,32.2,-2.72,1195,37.35,-9.19,5,投連賣
20	,9917.TW,中保科,99.6,1.32,404,103,1.51,5,投連賣
