符合條件商品
資料日期：2022年  4月 27日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/27),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:40 符合檔數(28)
1	,8299.TW,群聯,305,-0.81,792,385.5,-14.56,16,投連賣
2	,1531.TW,高林股,13.95,-0.36,46,14.65,-0.14,13,投連賣
3	,1817.TW,凱撒衛,37.9,0.4,40,35.2,14.23,13,投連賣
4	,2236.TW,百達-KY,23.6,0.43,223,26.1,3.19,13,投連賣
5	,8433.TW,弘帆,62.4,0.32,14,42.7,53.02,13,投連賣
6	,5284.TW,jpp-KY,68.8,-2.41,2843,43.4,66.79,12,投連賣
7	,5439.TW,高技,46.85,0,102,49.5,3.26,12,投連賣
8	,6488.TW,環球晶,435.5,-2.57,2065,498,-10.91,12,投連賣
9	,2338.TW,光罩,86.3,0.94,3470,73,21.33,9,投連賣
10	,3141.TW,晶宏,79.9,0.63,950,132.5,-37.38,9,投連賣
11	,6781.TW,AES-KY,680,1.34,965,915,-24.59,9,投連賣
12	,8255.TW,朋程,177,5.04,12777,164.5,10.76,9,投連賣
13	,6187.TW,萬潤,65,0.93,810,103.5,-33.38,8,投連賣
14	,2027.TW,大成鋼,43.15,-1.93,15303,44.4,3.3,7,投連賣
15	,2458.TW,義隆,86.1,-1.71,718,149.5,-34.92,7,投連賣
16	,3036.TW,文曄,62.7,-0.95,1327,70.1,-4.35,7,投連賣
17	,3324.TW,雙鴻,151,-0.66,649,163,-3.94,7,投連賣
18	,2002.TW,中鋼,30.7,0.16,37216,35.6,-4.27,6,投連賣
19	,2409.TW,友達,15.4,0.65,36394,16.3,-6.27,6,投連賣
20	,3443.TW,創意,726,-0.55,5389,384,91.43,6,投連賣
21	,3515.TW,華擎,140.5,2.93,1979,166.5,-3.94,6,投連賣
22	,3529.TW,力旺,1350,1.12,770,1130,20.93,6,投連賣
23	,3624.TW,光頡,40.35,0.62,414,70.8,-40.58,6,投連賣
24	,5269.TW,祥碩,717,0.14,564,1350,-45.41,6,投連賣
25	,6271.TW,同欣電,201,-4.29,2372,237.5,-19.59,6,投連賣
26	,8046.TW,南電,242,-0.41,10124,409,-38.71,6,投連賣
27	,8358.TW,金居,51.3,-0.58,1372,59.5,-5.18,6,投連賣
28	,6104.TW,創惟,88.8,0.23,2437,203.5,-56.36,5,投連賣
