符合條件商品
資料日期：2022年 11月 29日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:10 符合檔數(40)
1	,1402.TW,遠東新,31.55,-4.39,10632,32.15,-1.87,14,投連賣
2	,2890.TW,永豐金,16.7,-4.84,27291,17.75,-5.92,12,投連賣
3	,6472.TW,保瑞,406.5,-2.28,4588,426.5,-4.69,12,投連賣
4	,2474.TW,可成,169,-1.74,2651,181,-6.63,11,投連賣
5	,3045.TW,台灣大,94.8,0,2514,94,0.85,11,投連賣
6	,8928.TW,鉅明,39.05,-0.26,45,36.6,6.69,11,投連賣
7	,1605.TW,華新,46.75,-1.68,42087,45.45,2.86,10,投連賣
8	,1216.TW,統一,65.9,0,2803,65.8,0.15,9,投連賣
9	,5483.TW,中美晶,143.5,-1.37,3418,156,-8.01,9,投連賣
10	,6533.TW,晶心科,494.5,-1.69,4905,527,-6.17,8,投連賣
11	,1795.TW,美時,232,0.22,11755,233.5,-0.64,7,投連賣
12	,2301.TW,光寶科,64,-0.47,4678,65.6,-2.44,7,投連賣
13	,2324.TW,仁寶,22.95,0.44,9576,21.5,6.74,7,投連賣
14	,2356.TW,英業達,26,0.19,6530,24.7,5.26,7,投連賣
15	,5876.TW,上海商銀,44.25,-0.45,2405,47.8,-7.43,7,投連賣
16	,1101.TW,台泥,34.05,-1.16,23484,33.55,1.49,6,投連賣
17	,2014.TW,中鴻,27.6,1.1,53751,23.85,15.72,6,投連賣
18	,2458.TW,義隆,86.1,-1.71,718,87.9,-2.05,6,投連賣
19	,2892.TW,第一金,26.3,-0.38,6392,26.2,0.38,6,投連賣
20	,3023.TW,信邦,275.5,-0.18,232,269,2.42,6,投連賣
21	,3675.TW,德微,168,2.75,1849,176.5,-4.82,6,投連賣
22	,4945.TW,陞達科技,46.75,-2.6,16,47.7,-1.99,6,投連賣
23	,1102.TW,亞泥,41.55,0.24,6062,41.05,1.22,5,投連賣
24	,1304.TW,台聚,22.1,1.61,6105,20.9,5.74,5,投連賣
25	,1717.TW,長興,31.5,-1.25,930,32.9,-4.26,5,投連賣
26	,2027.TW,大成鋼,43.15,-1.93,15303,40.15,7.47,5,投連賣
27	,2344.TW,華邦電,20.1,-0.99,9528,21.25,-5.41,5,投連賣
28	,2352.TW,佳世達,27.5,1.66,4573,28.05,-1.96,5,投連賣
29	,2449.TW,京元電子,36.4,-1.75,4505,35.25,3.26,5,投連賣
30	,2492.TW,華新科,78.7,-1.38,848,85.4,-7.85,5,投連賣
31	,2542.TW,興富發,40.35,-3.93,8630,44.8,-9.93,5,投連賣
32	,2912.TW,統一超,268,-1.47,996,268.5,-0.19,5,投連賣
33	,2915.TW,潤泰全,66.7,0.15,4192,66.1,0.91,5,投連賣
34	,3231.TW,緯創,29.9,-0.83,12268,27.65,8.14,5,投連賣
35	,3293.TW,鈊象,425.5,-0.23,3602,386,10.23,5,投連賣
36	,5220.TW,萬達光電,28.2,-0.88,20,28.7,-1.74,5,投連賣
37	,5904.TW,寶雅,447.5,-0.33,243,442,1.24,5,投連賣
38	,6147.TW,頎邦,58.6,0.51,604,57.8,1.38,5,投連賣
39	,6176.TW,瑞儀,106,0.47,1064,104,1.92,5,投連賣
40	,6239.TW,力成,81.3,0.62,1926,82.3,-1.22,5,投連賣
