符合條件商品
資料日期：2022年 11月  2日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/02),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:15 符合檔數(10)
1	,5439.TW,高技,46.85,0,102,40.7,15.11,15,投連賣
2	,3567.TW,逸昌,24.95,0.4,68,24,3.96,12,投連賣
3	,3131.TW,弘塑,225,-0.88,34,187,20.32,10,投連賣
4	,3596.TW,智易,98.3,-0.2,490,91,8.02,9,投連賣
5	,3665.TW,貿聯-KY,251,-2.33,1391,255.5,-1.76,7,投連賣
6	,1589.TW,永冠-KY,55.5,-1.25,81,51,8.82,6,投連賣
7	,3293.TW,鈊象,425.5,-0.23,3602,364,16.9,6,投連賣
8	,3346.TW,麗清,38,1.88,1028,30.1,26.25,6,投連賣
9	,5009.TW,榮剛,37.5,-0.66,11974,28.75,30.43,6,投連賣
10	,3715.TW,定穎投控,16.55,-0.6,573,16.85,-1.78,5,投連賣
