符合條件商品
資料日期：2021年 12月 21日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/21),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:54 符合檔數(16)
1	,1434.TW,福懋,26.3,-0.19,479,28.05,-2.56,14,投連賣
2	,2809.TW,京城銀,33.9,-3.42,3989,39.8,-9.89,14,投連賣
3	,2915.TW,潤泰全,66.7,0.15,4192,96.3,-24.91,14,投連賣
4	,3702.TW,大聯大,47.8,-0.52,2583,50.8,0.78,14,投連賣
5	,1702.TW,南僑,44.8,-0.88,73,49.45,-5.02,13,投連賣
6	,3653.TW,健策,369.5,-0.81,1389,411.5,0.83,10,投連賣
7	,1232.TW,大統益,141.5,-0.35,131,156,-5.84,7,投連賣
8	,2820.TW,華票,14.55,0,290,17,-9.51,7,投連賣
9	,6271.TW,同欣電,201,-4.29,2372,283.5,-32.63,6,投連賣
10	,2345.TW,智邦,237.5,-6.5,4085,259,-6.07,5,投連賣
11	,2360.TW,致茂,179,0.56,783,188,-0.47,5,投連賣
12	,2383.TW,台光電,176.5,-0.84,2034,275.5,-32.01,5,投連賣
13	,4739.TW,康普,94.9,-1.15,795,142.5,-31.76,5,投連賣
14	,5347.TW,世界,81.5,-1.69,3288,157,-44.69,5,投連賣
15	,5904.TW,寶雅,447.5,-0.33,243,441.5,5.47,5,投連賣
16	,6213.TW,聯茂,71.9,0.42,941,131,-41.48,5,投連賣
