符合條件商品
資料日期：2022年  6月 27日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/27),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:31 符合檔數(19)
1	,2393.TW,億光,37.5,0.94,242,42.8,-4.19,20,投連賣
2	,2610.TW,華航,19,-1.55,26392,23.3,-15.44,14,投連賣
3	,3532.TW,台勝科,142,-2.07,1152,194,-25.73,12,投連賣
4	,8299.TW,群聯,305,-0.81,792,301,9.43,10,投連賣
5	,5230.TW,雷笛克光學,22.8,0,19,22.9,-0.44,9,投連賣
6	,5284.TW,jpp-KY,68.8,-2.41,2843,44.55,62.49,9,投連賣
7	,6147.TW,頎邦,58.6,0.51,604,64.6,0.81,9,投連賣
8	,2002.TW,中鋼,30.7,0.16,37216,29.45,15.72,8,投連賣
9	,2618.TW,長榮航,28.1,-2.09,27994,31.2,-8.17,8,投連賣
10	,2449.TW,京元電子,36.4,-1.75,4505,41.95,-6.31,7,投連賣
11	,4919.TW,新唐,117,-2.09,4502,147.5,-17.22,7,投連賣
12	,6104.TW,創惟,88.8,0.23,2437,164.5,-46.02,7,投連賣
13	,6548.TW,長科*,29.95,0,316,79.3,-3.48,7,投連賣
14	,3264.TW,欣銓,49.85,-0.89,1243,39,27.82,6,投連賣
15	,2062.TW,橋椿,22.35,-0.22,124,24.4,-6.25,5,投連賣
16	,3131.TW,弘塑,225,-0.88,34,245,-1.3,5,投連賣
17	,3426.TW,台興,38,0,1,38.1,5.18,5,投連賣
18	,3526.TW,凡甲,117.5,-0.42,125,152,-16.71,5,投連賣
19	,8150.TW,南茂,32.9,1.23,1428,46.15,-21.14,5,投連賣
