符合條件商品
資料日期：2022年  4月 19日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/19),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:41 符合檔數(17)
1	,2344.TW,華邦電,20.1,-0.99,9528,27.4,-23.81,18,投連賣
2	,4966.TW,譜瑞-KY,825,0.86,553,1430,-41.15,14,投連賣
3	,3006.TW,晶豪科,66.2,0,3117,122.5,-40.61,12,投連賣
4	,8299.TW,群聯,305,-0.81,792,415,-20.63,10,投連賣
5	,6196.TW,帆宣,117,-0.43,361,130,-6.1,8,投連賣
6	,1531.TW,高林股,13.95,-0.36,46,15.1,-3.13,7,投連賣
7	,1817.TW,凱撒衛,37.9,0.4,40,35.9,12,7,投連賣
8	,2236.TW,百達-KY,23.6,0.43,223,26.25,2.56,7,投連賣
9	,6182.TW,合晶,41.8,-0.36,1757,59.3,-27.48,7,投連賣
10	,6411.TW,晶焱,85.7,-0.35,289,140,-34.61,7,投連賣
11	,8433.TW,弘帆,62.4,0.32,14,44.6,46.48,7,投連賣
12	,2481.TW,強茂,60.4,-0.33,2094,80.6,-20.89,6,投連賣
13	,5284.TW,jpp-KY,68.8,-2.41,2843,44.2,63.77,6,投連賣
14	,5439.TW,高技,46.85,0,102,51.9,-1.51,6,投連賣
15	,6488.TW,環球晶,435.5,-2.57,2065,601,-26.18,6,投連賣
16	,3035.TW,智原,159,0.63,7973,268.5,-39.42,5,投連賣
17	,4536.TW,拓凱,189,-0.79,392,133,48.15,5,投連賣
