符合條件商品
資料日期：2021年 12月 27日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/27),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:53 符合檔數(23)
1	,2915.TW,潤泰全,66.7,0.15,4192,96.1,-24.76,18,投連賣
2	,1702.TW,南僑,44.8,-0.88,73,49.75,-5.6,17,投連賣
3	,3653.TW,健策,369.5,-0.81,1389,401,3.47,14,投連賣
4	,2345.TW,智邦,237.5,-6.5,4085,259.5,-6.26,9,投連賣
5	,2360.TW,致茂,179,0.56,783,207.5,-9.82,9,投連賣
6	,2383.TW,台光電,176.5,-0.84,2034,277.5,-32.49,9,投連賣
7	,5904.TW,寶雅,447.5,-0.33,243,417,11.66,9,投連賣
8	,2317.TW,鴻海,101,0,15490,104.5,1.64,8,投連賣
9	,2352.TW,佳世達,27.5,1.66,4573,30.25,-1.01,8,投連賣
10	,2377.TW,微星,119.5,1.7,2513,160,-18.61,8,投連賣
11	,2379.TW,瑞昱,289,-0.52,1352,576,-45.38,8,投連賣
12	,2492.TW,華新科,78.7,-1.38,848,167,-50.5,8,投連賣
13	,5871.TW,中租-KY,216.5,0.46,2711,255.5,-8.58,8,投連賣
14	,6121.TW,新普,288.5,-0.35,276,327,2.74,8,投連賣
15	,2603.TW,長榮,167.5,-2.33,36972,139.5,-37.8,7,投連賣
16	,4958.TW,臻鼎-KY,108,-1.37,2633,101.5,11.42,7,投連賣
17	,6411.TW,晶焱,85.7,-0.35,289,245,-62.63,7,投連賣
18	,2337.TW,旺宏,35,0.57,15889,41.3,-9.7,6,投連賣
19	,2354.TW,鴻準,51.4,-1.15,1092,65,-17.96,6,投連賣
20	,2387.TW,精元,39.25,-1.75,500,44.9,-5.69,6,投連賣
21	,3264.TW,欣銓,49.85,-0.89,1243,55.3,-4.48,6,投連賣
22	,2049.TW,上銀,180,-0.83,411,298,-38.39,5,投連賣
23	,4904.TW,遠傳,65.7,-0.3,2525,64,6.85,5,投連賣
