符合條件商品
資料日期：2022年  7月 28日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/28),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:28 符合檔數(11)
1	,1301.TW,台塑,86.8,-0.46,6046,91.1,-4.72,12,投連賣
2	,2640.TW,大車隊,86.4,1.17,61,77.8,11.05,12,投連賣
3	,4129.TW,聯合,50.6,2.64,2781,29.35,72.4,12,投連賣
4	,6288.TW,聯嘉,22.85,-0.44,665,22.55,1.33,9,投連賣
5	,2313.TW,華通,45.95,-1.08,9582,47.65,-3.57,7,投連賣
6	,6187.TW,萬潤,65,0.93,810,75.1,-13.45,7,投連賣
7	,1476.TW,儒鴻,492.5,1.23,1098,408.5,20.56,6,投連賣
8	,1560.TW,中砂,109.5,-1.35,2814,155.5,-29.58,6,投連賣
9	,3567.TW,逸昌,24.95,0.4,68,28.05,-11.05,6,投連賣
10	,4966.TW,譜瑞-KY,825,0.86,553,1115,-24.53,5,投連賣
11	,5269.TW,祥碩,717,0.14,564,994,-25.86,5,投連賣
