符合條件商品
資料日期：2022年  4月 13日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/13),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:42 符合檔數(9)
1	,2344.TW,華邦電,20.1,-0.99,9528,28.45,-26.62,14,投連賣
2	,4966.TW,譜瑞-KY,825,0.86,553,1540,-45.36,10,投連賣
3	,3006.TW,晶豪科,66.2,0,3117,133,-45.3,8,投連賣
4	,2376.TW,技嘉,106.5,1.43,5227,116,5.53,7,投連賣
5	,8299.TW,群聯,305,-0.81,792,430.5,-23.49,6,投連賣
6	,2303.TW,聯電,41.95,-2.1,34060,48.5,-7.9,5,投連賣
7	,2351.TW,順德,99.5,1.22,927,137,-25.48,5,投連賣
8	,6230.TW,尼得科超眾,118,-2.07,37,98.2,20.84,5,投連賣
9	,6415.TW,矽力*-KY,445,1.37,2330,2780,-35.97,5,投連賣
