符合條件商品
資料日期：2021年 12月  7日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/07),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:56 符合檔數(20)
1	,3661.TW,世芯-KY,803,-1.35,2950,1005,-19.09,17,投連賣
2	,4958.TW,臻鼎-KY,108,-1.37,2633,98.2,15.16,15,投連賣
3	,9914.TW,美利達,171,-2.29,298,305,-41.94,15,投連賣
4	,6510.TW,精測,490.5,-1.21,161,662,-23.14,11,投連賣
5	,6781.TW,AES-KY,680,1.34,965,1495,-53.85,11,投連賣
6	,8155.TW,博智,108,-1.37,385,131.5,-13.73,11,投連賣
7	,2360.TW,致茂,179,0.56,783,185.5,0.87,9,投連賣
8	,3189.TW,景碩,107,0,9581,228,-51.61,9,投連賣
9	,6239.TW,力成,81.3,0.62,1926,96.9,-9.27,9,投連賣
10	,2337.TW,旺宏,35,0.57,15889,42.3,-11.84,8,投連賣
11	,2383.TW,台光電,176.5,-0.84,2034,278,-32.62,8,投連賣
12	,2883.TW,開發金,12.7,-0.78,8936,16.7,-18.22,7,投連賣
13	,3152.TW,璟德,179.5,-0.28,16,339,-44.55,7,投連賣
14	,3645.TW,達邁,32.55,-1.21,101,41.8,-19.77,6,投連賣
15	,5439.TW,高技,46.85,0,102,60,-14.8,6,投連賣
16	,2317.TW,鴻海,101,0,15490,106,0.2,5,投連賣
17	,2458.TW,義隆,86.1,-1.71,718,158.5,-38.61,5,投連賣
18	,3042.TW,晶技,83,0.73,539,101,-10.43,5,投連賣
19	,3529.TW,力旺,1350,1.12,770,1965,-30.46,5,投連賣
20	,4966.TW,譜瑞-KY,825,0.86,553,1960,-56.75,5,投連賣
