符合條件商品
資料日期：2021年 11月 29日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:58 符合檔數(16)
1	,3218.TW,大學光,290,0.17,438,266.5,16.43,13,投連賣
2	,3661.TW,世芯-KY,803,-1.35,2950,1010,-19.49,11,投連賣
3	,3035.TW,智原,159,0.63,7973,183,-11.11,10,投連賣
4	,3707.TW,漢磊,86.9,0,3034,148.5,-41.25,9,投連賣
5	,3711.TW,日月光投控,93.8,-3.6,11870,101,0.6,9,投連賣
6	,4958.TW,臻鼎-KY,108,-1.37,2633,98.4,14.93,9,投連賣
7	,9914.TW,美利達,171,-2.29,298,298,-40.58,9,投連賣
8	,1102.TW,亞泥,41.55,0.24,6062,42.45,5.99,7,投連賣
9	,3443.TW,創意,726,-0.55,5389,580,26.74,6,投連賣
10	,3596.TW,智易,98.3,-0.2,490,105.5,-0.66,6,投連賣
11	,2492.TW,華新科,78.7,-1.38,848,176,-53.03,5,投連賣
12	,3042.TW,晶技,83,0.73,539,104,-13.02,5,投連賣
13	,6510.TW,精測,490.5,-1.21,161,691,-26.37,5,投連賣
14	,6732.TW,昇佳電子,220,-1.57,74,500,-52.5,5,投連賣
15	,6781.TW,AES-KY,680,1.34,965,1500,-54,5,投連賣
16	,8155.TW,博智,108,-1.37,385,132.5,-14.38,5,投連賣
