符合條件商品
資料日期：2022年  9月  5日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/05),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:23 符合檔數(12)
1	,1795.TW,美時,232,0.22,11755,166.5,39.34,12,投連賣
2	,3037.TW,欣興,125,2.46,35224,138,-9.42,11,投連賣
3	,4958.TW,臻鼎-KY,108,-1.37,2633,109.5,-1.37,10,投連賣
4	,3017.TW,奇鋐,111,-1.77,2015,103.5,7.25,9,投連賣
5	,2603.TW,長榮,167.5,-2.33,36972,80,-9.53,6,投連賣
6	,3189.TW,景碩,107,0,9581,111.5,-4.04,6,投連賣
7	,6488.TW,環球晶,435.5,-2.57,2065,453,-3.86,6,投連賣
8	,8046.TW,南電,242,-0.41,10124,247.5,-2.22,6,投連賣
9	,3218.TW,大學光,290,0.17,438,313,-7.35,5,投連賣
10	,4770.TW,上品,300.5,-4.6,1157,372.5,-19.33,5,投連賣
11	,6415.TW,矽力*-KY,445,1.37,2330,490.5,-9.28,5,投連賣
12	,8454.TW,富邦媒,626,0,570,673,-6.98,5,投連賣
