符合條件商品
資料日期：2022年  4月 12日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:42 符合檔數(9)
1	,2344.TW,華邦電,20.1,-0.99,9528,27.45,-23.95,13,投連賣
2	,4966.TW,譜瑞-KY,825,0.86,553,1535,-45.18,9,投連賣
3	,6104.TW,創惟,88.8,0.23,2437,249.5,-64.41,8,投連賣
4	,3006.TW,晶豪科,66.2,0,3117,133,-45.3,7,投連賣
5	,2327.TW,國巨,460,-1.39,1468,393,-2.63,6,投連賣
6	,2376.TW,技嘉,106.5,1.43,5227,117,4.63,6,投連賣
7	,6457.TW,紘康,62.5,-1.26,183,122.5,-41.46,6,投連賣
8	,6788.TW,華景電,95.1,-0.21,282,122.5,-18.63,6,投連賣
9	,8299.TW,群聯,305,-0.81,792,426.5,-22.77,5,投連賣
